participant,sentence
INV,okay ‡ lookit all this cool stuff we've got .
INV,can I put this right here ?
INV,"lookit, what should we play with ?"
INV,what's that ?
CHI,it's a cah [: car] .
INV,"it's a car, yeah ?"
CHI,mhm .
FAT,who's (th)at in the middle ?
CHI,it's Ehnie [: Ernie] .
INV,is it Ernie and Bert ?
INV,"hey, you know what we can do ?"
INV,we can have a tea party !
FAT,what's (th)at ?
CHI,<it's a> [/] it's a (.) bus .
FAT,what color's the bus ?
CHI,green .
INV,green .
FAT,what color's the bus ?
INV,what's this color ?
CHI,green .
FAT,yellow .
CHI,yellow .
INV,yellow .
FAT,you know the answer .
INV,"hi Rebecca, I'm gonna get on the bus !"
INV,"hey, Mister Cowboy ."
INV,who else should ride the bus ?
INV,who's gonna ride ?
FAT,I remember having the bus when I was little .
INV,can an alligator ride the bus ?
INV,yeah .
INV,"hi Rebecca, I wanna ride the bus too ."
INV,can I give you a kiss ?
INV,I can't fit in the door .
INV,lookit that cool stuff .
CHI,what's (th)at ?
CHI,<it's a> [/] <it's a> [/] it's a juice .
INV,"oh ‡ it's for juice, okay ."
CHI,pah@c thank ah [: you] .
INV,I think I'm gonna make some pancakes .
CHI,xxx .
CHI,Daddy ?
INV,www .
FAT,www .
FAT,what is that ?
INV,are you goin(g) to the doctor ?
INV,"bring@o, hey Rebecca, wanna go to the doctor ?"
CHI,yeah doctor .
INV,"who's sick, is the babydoll sick ?"
INV,maybe the baby has to go to the doctor .
FAT,what's that ?
INV,bzz@o .
INV,I'm a bumblebee !
INV,"I'm gonna tickle you, tickle tickle tickle !"
INV,tickle tickle tickle !
INV,tickle tickle your tummy !
FAT,gotcha .
FAT,is that a bumblebee ?
FAT,"say, go (a)way bumblebee !"
FAT,"say, buzz off !"
FAT,"say, buzz off !"
INV,bzz@o .
INV,are you scared of the bumblebee ?
INV,are you scared ?
FAT,that's an awfully big bumblebee .
INV,"hey Rebecca, I have something for you to look at with me ."
INV,"woo, I have it out here ."
INV,whoa !
INV,whoopsie .
FAT,what was that ?
INV,m_and_ms .
INV,"you got it right after I refilled that, you sneaky person ."
INV,"I'm sorry, she's eatin(g) them off the floor here ."
FAT,that's okay .
INV,mostly the floor's fairly [//] pretty clean .
INV,"you know what, we're gonna put these away, these are too big a temptation ."
CHI,xxx .
FAT,"gimme shot, here, gimme shot, ready ?"
FAT,"look, ow !"
FAT,"gimme shot, ready ?"
FAT,"Becca, what's this ?"
CHI,boat .
FAT,it's a boat ?
FAT,"Becca, what's this ?"
CHI,pair [?] boat .
FAT,what is this ?
INV,"hey, I have something for you to look at with me ."
INV,"here, lookit my beautiful book ."
INV,"it's called +""/."
INV,"+"" Goodnight Gorilla ."
INV,"+"" good night gorilla ."
INV,"+"" lookit ."
CHI,no .
INV,lookit here .
CHI,dad !
INV,"lookit here, what's happening ?"
INV,what's the gorilla doing ?
INV,"lookit, what's this gorilla doing ?"
CHI,is he out ?
INV,he's getting out ?
INV,what's he getting out of ?
INV,"oops, we skipped a page „ didn't we ."
INV,"lookit here, Rebecca lookit ."
CHI,"Dad, I ur@u [?] you ?"
CHI,I need up ?
FAT,&-um Daddy [//] Daddy's gonna go take a walk .
FAT,"I'll be right back, okay ?"
INV,I think Daddy's gotta go potty .
FAT,"yep, Daddy's gotta go potty ."
INV,you and I are gonna read the book while Daddy goes on the walk .
FAT,I'll be right back .
CHI,Daddy walk ?
INV,yeah !
FAT,Daddy walk .
FAT,see you in a little bit .
INV,"okay ‡ so look at my book with me, Rebecca ."
CHI,no Daddy seat &=points:chair .
INV,you wanna sit on Daddy's chair ?
INV,you sit on Daddy's chair .
INV,"you know what though, let's finish looking at my book ."
INV,lookit my book with me for a minute .
INV,"lookit here, lookit !"
INV,"he says +""/."
INV,"+"" good night, gorilla ."
INV,what the gorilla's doing ?
INV,what's gorilla doing ?
CHI,uhoh &=points:page .
INV,"uhoh, why ?"
INV,why uhoh ?
INV,what's the gorilla doing ?
INV,is he taking something ?
INV,what's he taking ?
CHI,key .
INV,"key, that's right, he's taking his keys ."
INV,yay !
INV,"now lookit, what's happening ?"
CHI,out the se@u [=? cage] &=points .
INV,"out of the cage, he's getting out of the cage !"
INV,"and lookit, the zookeeper is walking around but the gorilla's following ."
CHI,it's that !
INV,what is that ?
CHI,it's a (.) me@u [=? man] .
INV,it's an elephant ?
CHI,elfan@u .
INV,elephant !
INV,"oh ‡ lookit, he says +""/."
INV,"+"" good night, elephant ."
INV,and there's the gorilla .
INV,where's the elephant now ?
CHI,sa@u [= it's a] (.) lion .
INV,it's a lion !
CHI,rr@o .
INV,"rr@o, yeah ."
INV,what's gorilla doing ?
INV,what's the gorilla doing ?
CHI,it's a +...
INV,he's what ?
CHI,pi@u [?] .
INV,"what's he doing, does he have a key ?"
CHI,key .
INV,what's he doing with a key ?
CHI,key .
INV,"yeah, it's a key, he's opening the cage ."
INV,oh ‡ lookit .
CHI,what's (th)at ?
INV,what is that ?
CHI,what's (th)at ?
INV,"it's a giraffe, giraffe ."
CHI,bee [?] .
