participant,sentence
CHI,yeah .
CHI,what is this for ?
INV2,it's a puppet .
CHI,puppet ?
CHI,a puppet bee ?
INV2,"yeah, you know how the bee goes ?"
CHI,what .
INV2,bzzz@o .
CHI,&=laughs .
INV2,you know what it makes ?
CHI,what ?
INV2,it makes honey .
CHI,makes honey .
CHI,yeah (.) makes honey .
CHI,what is [/] what is this (.) what is this ?
INV2,it's a steering wheel .
CHI,steering wheel ?
INV2,yeah .
CHI,why these can't move ?
CHI,why these can't move ?
CHI,is this for looking in the +...
CHI,"hey, here's Oscar ."
INV2,Oscar ?
INV2,you know who's on the other side ?
INV2,"look, who's over there ?"
INV2,who's (th)at ?
CHI,&-um &-um Cookie_Monster .
INV2,Cookie_Monster .
INV2,who's that in the middle .
CHI,Big_Bird .
INV2,Big_Bird .
CHI,you turn on the light and he's upside-down .
INV2,yeah .
CHI,"ha, he's upside-down ."
CHI,where did you bou@u [//] where did you get this car from ?
INV2,"I don't know, Inge got it for us ."
CHI,vroom@o .
CHI,this is a guy that sleeps .
INV2,"yeah, look on [/] look on the other side ."
CHI,"happy, sleepy, happy ."
CHI,and what is this ?
CHI,this is for [/] for holding onto ?
CHI,and I could do this to walk it .
INV2,&=laughs that's a neat choo choo train .
CHI,yeah .
CHI,oh !
INV2,oh ‡ the car's following you .
CHI,"&=laughs oh, I trapped ."
CHI,"oh ‡ it's stuck, I'm gonna catch you ."
INV2,uhoh !
CHI,the train is broken .
INV2,"aw, we'll fix it, there ."
CHI,it's behind you again .
CHI,&=laughs .
INV2,I caught the train .
CHI,hey (.) stop .
CHI,what's this for ?
INV2,what's it look like ?
CHI,a hammer .
INV2,yeah .
CHI,and then [//] and a saw .
CHI,"hammer (.) &-um, just fixing things ."
INV2,yeah .
CHI,what's this ?
INV2,it's another truck .
CHI,another truck ?
INV2,it's a bigger truck than my truck .
CHI,"yeah, the bigger truck ."
INV2,this looks like a firetruck .
CHI,"yeah, a firetruck (.) number ten ."
CHI,why this doesn't make any sound ?
INV2,"I don't know, maybe it's broken ."
CHI,car's broken .
INV2,uhhuh .
