participant,sentence
CHI,cwash@o .
INV,crash@o huh ?
INV,look at these cool things .
INV,this is our structured [//] slightly structured free play session that we'll start out with .
FAT,comb the hair yeah .
FAT,what's up with that ?
FAT,it doesn't fit any of (th)em .
CHI,mm:@b .
INV,hey lady !
INV,can you help me fix my car ?
INV,can you help me fix my car ?
INV,I've got a car over there that's broken .
CHI,I &+æ xxx [=? don't have a something] .
INV,you're down there ?
INV,well maybe your pet dinosaur can help me fix it .
INV,(be)cause I have to go save somebody .
INV,so I thought I'd get there by car .
INV,what are you doing anyway ?
INV,what are you doing lady ?
CHI,bounce on &+ɤ xxx .
INV,where'd you get that fine lookin(g) dinosaur ?
CHI,this is [/] this is +...
INV,wow he's kind of scary lookin(g) .
INV,I'm kind of scared <I'm gonna stand over here> [>] .
CHI,<ah> [<] .
INV,who's the big guy ?
INV,who's that big guy ?
CHI,me .
INV,I guess I shouldn't be scared .
INV,I'm a prince after all .
INV,maybe I'll sit down and dig my garden .
INV,do you guys wanna help me make a garden ?
CHI,no thanks .
INV,oh okay .
CHI,help .
INV,what happened ?
INV,oh no my princess .
INV,are you okay ?
CHI,I'm okay .
INV,maybe we can save you by throwing you a rope .
INV,she's gone !
INV,how'd she get back up here ?
CHI,oh [/] oh !
INV,hey Christian .
CHI,&+ɤ .
INV,hey Christian .
INV,Christian .
INV,hey Christian .
INV,hey Christian .
INV,hey there .
CHI,&+a .
INV,can you get him to look at you ?
FAT,Christian look at me .
FAT,look at me .
FAT,eyes on me please .
FAT,hey hey eyes on me .
FAT,Christian look at me .
FAT,look at me .
FAT,hey hey hey .
FAT,&=laughs .
FAT,come on .
FAT,hey .
FAT,look at me .
FAT,Christian .
INV,he's in full play session (.) mode .
FAT,you fried his brain .
FAT,&=laughs .
FAT,can you look at me please ?
FAT,look at me .
FAT,can you look at Inge ?
FAT,Inge ?
INV,"Inge, yeah ."
FAT,can you look at Inge ?
INV,look over here .
FAT,where's Inge .
INV,hi .
FAT,where's Inge ?
FAT,look at Inge .
FAT,look up .
FAT,look at Inge .
FAT,that's <good looking (.) good looking> [>] .
INV,ah !
