participant,sentence
CHI,I [!!] ʌ@u [: want] stickers !
CHI,I [!!] ʌ@u [: want] stickers !
MOT,hey lookit .
MOT,what's it say on the back o(f) the bus ?
MOT,look .
CHI,stæp@u [: stop] .
MOT,how do you spell stop ?
CHI,s t o p .
MOT,you're right .
MOT,very good .
MOT,ooh .
INV,alright .
INV,do you know what I have ?
INV,I have some books .
INV,do you wanna look at (th)em with me ?
CHI,yeah .
INV,yeah here's +...
CHI,look .
CHI,look əm@u [= prosodic 'at'] me .
CHI,look me !
INV,ugh .
INV,here sit down .
CHI,wɤ@u [= still babbling 'look'but distrated by examiner's pulling] .
INV,what's this book ?
CHI,waigi@u [= sounding out 'wiggle'] .
INV,<wɨg@u [= helping child sound out 'wiggle']> [>] .
CHI,<wɨgi@u [= sounding out 'wiggle']> [<] .
INV,wiggle .
CHI,wiggle .
CHI,jəws@u [?] .
CHI,<pet@u ni@u> [?] .
MOT,here .
INV,yeah .
CHI,"+"" jiggle ."
CHI,"+"" jump (.) up ."
CHI,sæl@u [= sounding out 'silly'] .
MOT,silly .
CHI,silly .
CHI,wauwi@u [: Willy] .
CHI,spwɛə:nɛs@u [: prance] .
MOT,prance .
INV,prance .
CHI,<prance> [>] .
INV,<what's happening> [<] here ?
INV,what's happening ?
INV,who's this ?
CHI,un:derwear: .
INV,underwear !
INV,æh [//] what's æʌ [//] what's with the underwear ?
CHI,<ʌh@u ʌ@u ʌ@u ʌn:@u> [= babbling from 'underwear'] .
INV,what's goin(g) on ?
CHI,ʌ:nʌo:@si .
MOT,tell [//] (.) Matthew tell me about this picture .
INV,tell us about the picture .
INV,what's going on ?
CHI,+< tə@u pɤi@u dʌ@u dʒæ::mʌs@u ɤəf:@u &=removes:pajamas .
INV,did you understand that ?
MOT,take the pajamas off .
INV,oh .
INV,what's happening here ?
CHI,button .
INV,uhhuh .
CHI,<dʌp@u wo@u ʃʌt@u> [?] .
INV,uhhuh .
CHI,<wʌ@u pæʔ@u on vʌ@u hʌtʃ@u> [= what? put on the pants] .
INV,<yes> [>] .
MOT,<pants> [<] .
INV,what's [/] what's he doing ?
CHI,on klozʌ@u [: clothes] .
INV,putting on clothes ?
INV,yeah ?
INV,"wow, who's this ?"
CHI,+^ kloz@u [: clothes] .
INV,who's that ?
CHI,<pa@u pabier@u> [=? Papa bear] .
INV,oh and who's that ?
CHI,mʌvɜr@u [: mother] .
INV,Mama bear ?
INV,okay .
INV,&=gasps oh .
CHI,<f@u bɨw@u> [= sounding out 'pull'] .
MOT,pull .
CHI,pull .
CHI,"+"" ʌhə@u [: up] ʌ@u [: the] socks (.) tie (.) up (.) the (.) Soʃ@u [: shoes] ."
MOT,yeah .
INV,wow .
CHI,&+æʃ .
INV,what's (h)e doing ?
INV,what's (h)e doing ?
CHI,<ka@u i@u> [= prosodic contouring] (th)em on .
INV,putting (th)em on &+ar +...
INV,what are they doing ?
CHI,nʃɜr:ns@u [: Aunt_Sharon's] .
CHI,Aunt Sharon's house .
INV,Aunt Sharon's house ?
INV,is this Aunt Sharon's house ?
CHI,&+j yeah .
INV,oh okay .
CHI,ʃu@u [=? she] house .
INV,it's her house ?
INV,&=gasps oh: .
CHI,"+"" dʒɤs@u [= sounding out 'Jessie'] ."
MOT,Jessie .
CHI,Jessie .
CHI,dʌstini@u [= sounding out 'dance'] .
MOT,dance .
CHI,dance .
CHI,"+"" which ."
INV,<with> [>] .
MOT,<with> [<] .
CHI,"+"" wɨf@u [: with] me and I will dwɛ@u [= sounding out 'dance'] [//] dance wif [: with] (.) you ."
INV,alright .
MOT,good .
INV,wow .
MOT,good job .
INV,what are they doing these guys ?
CHI,ðʌ@u [: they're] dans::ɨŋ@u [: dancing] .
MOT,<you're right> [>] .
INV,<oh they're> [<] dan:cing .
INV,wow .
INV,why are they dancing ?
CHI,wi@u [: we] tɜrn@u [: turn] ʌ@u [: the] hɨdʒ@u [: page] .
INV,wow there's no more <pages> [>] .
MOT,<that's it> [<] .
MOT,the end .
INV,the end .
MOT,that was the end .
INV,shoul(d) we read another one ?
CHI,ʃɤ@u [: should] <wi@u [: read]> [>] .
INV,<here> [<] (.) how (a)bout this one .
INV,y(ou) ready ?
INV,sit down .
INV,can you <sit down> [>] ?
CHI,<əts@u kaun@u> [?] .
INV,<okay> [>] .
MOT,<wow> [<] .
INV,I: like this book .
INV,you know what it's called ?
CHI,"+"" good night gorilla ."
INV,yeah .
CHI,"+"" good night græmvʌ@u [: gorilla] ."
INV,yeah .
INV,which one is the gorilla ?
INV,where's (th)e gorilla ?
