participant,sentence
INV2,"all right, we're going to have lots of fun, you and I ."
INV1,"oh ‡ boy, lemme get you the markers ."
INV2,so did you have fun with Inge_Marie ?
CHI,&=nods .
INV2,"yeah, looked like you guys were having fun ."
INV1,"all right, we'll be out here ."
INV2,"so, let's see what we got here as far as toys go ."
INV2,do you like building things ?
CHI,&=nods .
INV2,"so it's Legos, lookit that ."
CHI,we don't [/] we don't [/] have wheels [/] wheels in our Lego box .
INV2,no ‡ well we've got wheels in our Lego box .
INV2,you wanna play with the Legos for awhile ?
INV2,okay ‡ let's move (th)em down on the floor here .
INV2,those are some neat shoes .
CHI,I never saw this thing before .
INV2,what's that ?
CHI,I never saw that thing before .
INV2,you never saw that thing before ?
INV2,well it's a house .
CHI,whose house is it ?
INV2,"whose house is it, I don't know ."
INV2,but you know what I do know ?
INV2,I know that whoever lives in that house is a very small person .
CHI,I know .
CHI,who likes that tel@u [//] who likes that teddy_bear ?
INV2,who likes the what ?
CHI,who likes that teddy_bear ?
INV2,oh ‡ the teddy_bear .
INV2,maybe the teddy_bear lives there .
CHI,yeah .
INV2,yeah .
INV2,"what else, we got trucks ."
CHI,"well, we got trucks at home (.) and a hammer ."
INV2,you have a hammer at home too ?
CHI,yeah .
INV2,do you have a hat like this at home ?
CHI,yeah ‡ but it doesn't have like [x 4] these things in it .
INV2,plastic inside it ?
CHI,"yeah, because it [/] because it got out ."
INV2,yeah (.) I think this hat's a little bit too small for me .
INV2,"I bet it fits you though, you wanna try it on ?"
INV2,oh ‡ it's a perfect fit .
CHI,(con)struction wo(r)kers wear hats on .
CHI,"hey, lookit ."
INV2,"yeah, construction workers wear hats just like that ."
CHI,lookit .
INV2,"yeah, you know who these guys are ?"
CHI,who ?
INV2,you know who that is ?
INV2,d(o) you ever watch Sesame_Street ?
CHI,yeah .
INV2,"yeah, it's a pretty good show, huh ."
CHI,yeah (.) hey lookit .
CHI,ɔs@u [/] Oscar_The_Grouch just likes [/] just likes yucky things like +/.
INV2,he just likes yucky things ?
CHI,yeah .
INV2,"well he lives in a trash can so I'd say, I'd say yeah, he probably likes yucky things ."
CHI,"yeah, but Elmo just likes not yucky things like +/."
INV2,Elmo [/] Elmo does like not yucky things .
CHI,"yeah, because he likes nice things like +..."
INV2,"yeah, Elmo's a nice guy ."
CHI,"yeah, that's +/."
INV2,"what color's Elmo, is he blue ?"
CHI,no .
INV2,no ?
CHI,he's red !
INV2,"red, that's right ."
CHI,all his body is red .
INV2,"yeah, he's red and furry „ right ?"
CHI,yeah .
CHI,lookit this toy .
INV2,you like trains ?
CHI,yeah .
INV2,"yeah, trains are pretty cool ."
INV2,everyone likes trains .
CHI,"yeah, it's a heavy train ."
INV2,you think ?
CHI,yeah .
INV2,"yeah, it is pretty heavy ."
CHI,"yeah, because when I hold it, it's pretty heavy ."
INV2,oh ‡ you're a pretty strong guy though .
INV2,it's a pretty cool pinwheel „ huh .
CHI,yeah .
INV2,you know what's cool about +/.
CHI,"Jesse's friend rɨvi@u [= friend's name, Ravi] has this ."
INV2,yeah ?
CHI,yeah .
INV2,a walkie_talkie ?
CHI,yeah but [/] yeah but it's only for girls to play with .
INV2,ah (.) why's that ?
