participant,sentence
INV1,"do you like to play with Legos, do you like to build things ?"
CHI,yeah .
INV1,"yeah, so do I ."
INV1,we're gonna build all sorts of things .
INV1,you know what I think the horsie needs ?
INV1,"a house, we can build the horsie a house ."
CHI,"<phph@o, ah> [= the sound CHI always makes for his horse] ."
INV1,is that the sound a horsie makes ?
CHI,yeah .
INV1,I thought the horsie made a neigh@o sound .
CHI,no .
INV1,no ‡ wait (un)til you're done drinkin(g) .
INV1,"wow, you must ha(ve) been pretty thirsty, huh ?"
INV1,wow .
INV1,"wow, alright, somebody's thirsty ."
INV1,does this horsie have a name ?
INV1,is it empty ?
INV1,all done ?
CHI,yeah .
INV1,I'll just put it over here for now .
INV1,so what's this horsie's name ?
CHI,a horse .
INV1,it [//] his name is a horse ?
CHI,yeah .
INV1,he's horse the horse ?
CHI,yeah .
INV1,okay ‡ so what are we gonna build ?
CHI,this .
INV1,that ?
INV1,you think we should make a car ?
CHI,yeah .
INV1,okay ‡ we can make a car .
INV1,you know what we need though is more wheels .
INV1,there's another wheel .
CHI,there's (a)noth(er) wheel .
CHI,this work .
INV1,you know what I think we need to do is find +...
INV1,"maybe [/] maybe if you put it in another hole, like right there +/."
INV1,there you go .
INV1,do you see another wheel in here ?
CHI,there .
INV1,"it has to be another wheel like the ones we're using, so it'll fit ."
INV1,oh ‡ I found one .
CHI,there <we go> [?] .
INV1,where we gonna put it ?
CHI,there .
INV1,there ?
CHI,yeah .
INV1,okay .
INV1,"hey, we got a racetrack ."
CHI,John [?] [//] <this is> [/] this is a red car like Mommy's car .
INV1,that's like Mommy's car ?
CHI,yeah .
INV1,do you think we should put a man on it ?
INV1,he could drive around ?
CHI,yeah .
INV1,let's just stick a man on it .
CHI,yeah .
CHI,"this is a < y m c > [= pretty clear, but meaning unclear] ."
INV1,it's a what ?
CHI,<a y m c> [/] a y m c .
INV1,a y m c +...
CHI,it's a y M@l c .
INV1,okay ‡ I don't know what that means .
CHI,"look, wheels do like dis [: this] ."
INV1,the wheels go like that ?
CHI,yeah .
INV1,"yeah, they do ."
CHI,yeah .
INV1,what does this look like to you ?
INV1,this little piece here ?
INV1,"looks a little bit like a computer, huh ?"
INV1,or a tv ?
INV1,"ah, you ran it over !"
INV1,"that's a pretty little plane, huh ."
INV1,that's not gonna xxx +...
CHI,a plane .
INV1,"a plane, yeah ."
CHI,blasting off .
INV1,it's blasting off .
CHI,yeah .
INV1,where's it going ?
CHI,up in the sky .
INV1,up in the sky ?
INV1,but it has to come down sometime .
INV1,where's it gonna come down ?
CHI,right here .
INV1,oh ‡ on the racetrack .
INV1,"wow, it's a pretty little plane, huh ."
CHI,"yeah, hm: ."
CHI,it's flying .
INV1,it is .
CHI,the serpis@u [?] is flying .
INV1,"the [/] you know what, we need to give the [/] the little car, then ?"
INV1,we need to give the car wings .
CHI,yeah .
INV1,let's give the car some wings .
CHI,yeah .
INV1,xxx .
CHI,xxx .
INV1,"what do you think, should [//] ah, I know what we can do here ."
CHI,this is &-uh [//] that's a wing .
INV1,this is a big wing „ huh .
CHI,"yeah, that's a big wing ."
INV1,now we can put this guy up here .
INV1,"you know what he needs, he needs a steering wheel ."
INV1,you think we have a steering wheel in here ?
CHI,"&-uh, yeah ."
INV1,"I think that's a wheel, what do you think ?"
CHI,this is a big wheel .
INV1,"that's a big wheel, yeah ."
CHI,"let's [?] find another big wheel, here ."
INV1,that's another big wheel .
INV1,"you know, we could make a big car with those ."
CHI,yeah .
INV1,yeah .
CHI,that's a really big wheel .
CHI,that's another big wheel .
INV1,"you know, if we find one more big wheel, we can make a car ."
INV1,oh ‡ we found it !
INV1,"good job, all right ."
CHI,"two wheels, yeah ."
CHI,these wheels fit .
INV1,"you know what we need to find, lookit this, we need to find pieces that look like this ."
CHI,yep .
INV1,"(be)cause if we can find pieces that look like this, we can make a car ."
INV1,like this piece right here .
CHI,looks like it's not a wheel .
INV1,this is a wheel .
CHI,no .
INV1,no ?
CHI,"that's not a wheel, it's only a little wheel ."
INV1,"found a little wheel, we can make a little car ."
CHI,vroom@o .
CHI,<say wait> [/] say wait .
INV1,wait .
INV1,"it's not going to wait, is it ."
INV1,it's going to blast off „ isn't it .
CHI,"yeah, it's going to blast ."
INV1,you know what else he needs ?
CHI,xxx .
INV1,"he needs a map, so he knows where he's going ."
INV1,do you think we should attach the map ?
CHI,I'm in the sky .
INV1,he's in the sky ?
CHI,way up .
CHI,way up in the sky .
INV1,do you wanna give him a phone ?
INV1,"a phone like mommy's, look ."
INV1,"you can give him a phone, you can even put it in his little hand ."
CHI,vroom@o .
CHI,this is a mommy .
INV1,that's a mommy ?
CHI,yep .
INV1,we give mommy the phone ?
CHI,yep .
INV1,"lookit, we can put it right in his little hand like this ."
CHI,"this græan@u [?], a railroad track ."
INV1,railroad tracks ?
CHI,yeah .
INV1,let's see .
INV1,"wow, they are, you like trains, huh ?"
CHI,yeah .
INV1,"yeah, what's your favorite train ?"
CHI,it's gɤm@u [: x@n] .
CHI,wanna see hands on ?
CHI,it's got boi@u [=? boy or bully] .
INV1,okay .
INV1,what's your favorite car on the train ?
INV1,is it the engine ?
CHI,yeah .
INV1,yeah ?
CHI,yeah .
INV1,you know what my favorite car on the train is ?
INV1,it's the caboose .
CHI,you wan(na) get this up in sky ?
CHI,I'll fly this up in the sky ?
INV1,"okay ‡ fly it up in the sky, man ."
CHI,vroom@o .
INV1,"uhoh, my plane's comin(g) after you though ."
INV1,vroom@o .
CHI,vroom@o .
CHI,watch .
