participant,sentence
INV,"an(d) there's cool toys in the blue box, too ."
MOT,ooh: see the blue box ?
MOT,<there's some> [//] &+stʌ I wonder what's in there .
MOT,what do you think (i)s in the blue <box> [>] ?
INV,<I'll> [<] be right back .
MOT,you could put (th)em up on the table if you want xxx +...
MOT,oh wow: .
MOT,what is this ?
MOT,what is [!] that ?
MOT,is it like a: little pretend kitchen or somethin(g) ?
CHI,no .
MOT,yeah (.) <see the> [//] (.) right [//] &+hi look at this part right here .
CHI,&=throat:clears .
CHI,where does this go ?
MOT,wherever you wanna put it .
MOT,<let me see what &+i> [//] I think [//] you know what I think it is ?
CHI,m(hm) .
MOT,you think maybe it's a dishwasher or somethin(g) ?
MOT,I don'(t) know what these things +...
CHI,əo@u [= contemplative] .
MOT,I don't know .
MOT,&=gasps .
CHI,ʌ@u [= reply] .
MOT,there's a couch !
MOT,oh an(d) I think maybe [/] (.) maybe this is like a ta:ble .
MOT,put in fron(t) o(f) the couch ?
MOT,you think ?
MOT,well what's that ?
CHI,tʃɨw@u [: chair] .
MOT,oh .
MOT,&=gasps oh guess what I think that prob(ab)ly is ?
MOT,"that's prob(ab)ly the TV, you think ?"
CHI,no .
MOT,oh <okay> [>] .
CHI,<xxx top ov@u [: over] there> [<] .
MOT,oh: .
MOT,is that a TV holder you think ?
CHI,yeah .
MOT,so who's gonna watch TV ?
CHI,Dad .
MOT,Daddy is ?
MOT,wha(t) is Mommy gonna do ?
MOT,<&=gasps what is this> [<] ?
CHI,xxx .
MOT,"&=laughs your brother would like that wouldn't (h)e, huh ?"
CHI,&=throat:clears .
MOT,is he gonna sit sideways on the couch ?
CHI,<kind of> [?] .
MOT,I don't think the couch's big enough for the Daddy to sit sideways I &+dʒus +//.
MOT,"oh you (g)onna take [//] &+tɨ [//] oh: it won't be so soft: if you take that [!!] off, but +..."
CHI,əəə@u [= concentration] .
MOT,"you like to take pillows off the couch, don't you ?"
CHI,yeah: .
MOT,"yeah, that's pretty good ."
CHI,&=throat:clears .
CHI,why: [!] did this (.) come (.) off: [!!] ?
MOT,I don'(t) know .
MOT,I guess you [//] maybe you bumped into it .
CHI,doggie: has to eat: .
CHI,we have +...
CHI,oh .
CHI,the Dad's gonna sit on a kʌm@u [=? couch] (.) an(d) (.) the Mom (..) is gonna sit (..) right (.) here .
MOT,in the chair ?
CHI,<yeah> [>] .
MOT,<what's> [<] the little girl gonna do ?
CHI,(s)he's goin(g) to +/.
INV,hey there .
INV,oh: you got out the doll [!] family .
MOT,so's the [//] why is the dog way over there ?
MOT,is he ou(t)side ?
MOT,oh is that a baby ?
MOT,oh baby's gonna sit with Mommy ?
INV,what are they doin(g) Emily ?
INV,what's everybody doin(g) ?
MOT,what's that ?
MOT,ca(n) you turn it on ?
MOT,<xxx a walkie talkie> [>] or somethin(g) .
CHI,<turn it on> [<] .
MOT,you don't think this is a radio .
INV,we use it as a pretend phone .
MOT,hello is anybody there ?
MOT,a pretend telephone ?
INV,hey there (.) Mom .
INV,I thought I wan(t)ed to (.) eat dinner now not watch TV .
INV,<yeah:> [>] I'm hungry too .
MOT,<remember> [<] +/.
INV,we're all hungry .
INV,"what do you think, Dad ?"
MOT,do you think the Mommy's hungry Emily ?
INV,waaah@o I'm hungry .
MOT,"now <what does> [/] what does baby do when (he)'s hungry, Emily ?"
INV,<I'm so hungry> [>] .
MOT,<like Kyle when Kyle gets> [<] hungry what does he do ?
CHI,cry .
MOT,he starts screamin(g) doe(s)n't (h)e ?
MOT,but is this after [!!] dinner ?
MOT,is everybody full ?
MOT,Emily <are they> [//] did they all eat dinner a(l)ready ?
CHI,no .
MOT,no ?
MOT,so who's gonna go make dinner ?
MOT,is the baby [!] gonna go make dinner for everybody ?
CHI,no .
MOT,what about the little girl ?
CHI,no .
MOT,what about the Daddy ?
CHI,no .
MOT,what about the Mommy ?
CHI,no .
MOT,are they gonna [/] (.) are they gonna have dinner delivered ?
MOT,they gonna call for pizza tonight ?
MOT,yeah ?
MOT,you think ?
MOT,is everybody too tired to make dinner [=! laughing] ?
MOT,that baby won't <sit on the &+tiu> [>] +/.
INV,<I'm hungry> [<] too .
INV,I'm so hungry .
INV,ruff@o ruff@o ruff@o .
INV,I think I'm gonna eat Emily .
INV,rumrumrumrumrum@o .
MOT,&=laughs .
INV,yumyumyumyumyum@o .
MOT,&=laughs .
MOT,they keep fallin(g) off o(f) there .
MOT,did [?] you tell (h)er what that is ?
MOT,do you know what that little box is ?
INV,what is that ?
CHI,TV .
INV,oh: it's a TV .
INV,<what are they gonna do with it> [>] ?
MOT,<it's a xxx> [<] .
INV,what are they gonna do with that TV ?
CHI,&=shrugs .
INV,are they gonna use it to prop up (..) the little girl's head ?
CHI,no .
INV,oh: it's like a very soft pillow (ex)cept it's hard .
INV,(ex)cept it's not so soft .
INV,hey: I (h)ave somethin(g) +...
INV,do you wanna look at this book with me Emily ?
INV,come sit here .
INV,let's look at this book together .
INV,this is a pretty cool [!] book .
INV,we can save that for later .
MOT,&=laughs xxx .
MOT,<are they getting on> [>] +/.
INV,<what's goin(g)> [<] on ?
MOT,you takin(g) everybody somewhere ?
INV,what's goin(g) on ?
INV,what's goin(g) on ?
INV,what are you doin(g) ?
INV,what are you doin(g) ?
INV,what are you doin(g) ?
INV,are you pullin(g) a doll ?
INV,what are you gonna do with her ?
CHI,put he(r) in the wagon .
INV,oh: okay .
INV,put her on the wagon ?
INV,where's she goin(g) in the wagon ?
CHI,&=coughs .
MOT,Emily is that a ambulance ?
CHI,no .
MOT,is that a bus ?
MOT,what is [!!] that thing they're gettin(g) in ?
MOT,huh ?
CHI,(it)'s a wagon [!] !
MOT,oh it's a wagon okay .
MOT,oh <I never> [/] I never saw a wagon that <people could get in> [//] that many people could get in .
INV,mm .
INV,so how come everyone's gettin(g) in the wagon ?
INV,why is everybody gettin(g) in there ?
INV,just time to go ?
INV,I know !
INV,let's pretend they're moving to another city .
INV,they're movin(g) somewhere else .
INV,<how (a)bout> [>] that ?
CHI,əəe:@u [= effort/frustration] .
INV,no ?
CHI,<dru@u aiit@u> [?] .
MOT,Emily where are they going ?
MOT,are they goin(g) (t)o the store ?
CHI,no: .
MOT,well where are they goin(g) ?
MOT,nowhere ?
MOT,they're just gonna sit in the wagon ?
MOT,are they living [!!] in the wagon ?
INV,hm: .
INV,hey you forgot somethin(g) !
INV,you forgot the TV .
INV,phew .
INV,got all the people .
INV,what are we doing with those guys ?
INV,you know what this is Emily [=! whispering] ?
INV,do you <know what this> [>] +/?
CHI,<a balloon> [<] ?
INV,a balloon .
INV,<you know &+wʌ> [>] +/?
CHI,I want back in there .
INV,pardon me ?
INV,what ?
CHI,put <it (.) back> [//] the balloon back in there .
CHI,<put it> [?] back in there [!] .
INV,can you say please ?
CHI,please .
INV,okay: .
INV,do you want me to blow it up first ?
CHI,no .
INV,no ?
INV,you know what we're gonna leave the rest o(f) those [!] things in there okay ?
CHI,(o)kay .
INV,those are gonna stay .
