participant,sentence
INV1,you can open that (.) big blue box up .
CHI,I (d)on'(t) know how .
INV1,do you need help ?
CHI,yes .
INV1,aw no see you did it by yourself .
CHI,yes [?] .
CHI,put it right here .
CHI,right here .
INV1,oh good job .
CHI,yes .
INV1,so wha(t) do you see in there ?
CHI,oh !
CHI,this is (.) the same as mine !
INV1,you have one like that too ?
CHI,yes .
INV1,what can you make it do ?
INV1,bzzz@o bzzz@o .
INV1,do you put it on your hand ?
CHI,oh yes but (.) this is the same as mine .
INV1,I bet [!] you have one just like that .
CHI,yes .
INV1,bzz@o bzzz@o .
INV1,you have a bee: an(d) (.) I have a bunny rabbit .
INV1,an:(d) (.) the bunny rabbit hops .
CHI,an(d) wha(t) does the bee do ?
CHI,buzz@o .
INV1,it buzzes: .
INV1,hi Mister bee .
CHI,hi .
INV1,how are you doing today ?
CHI,good .
INV1,do you wanna come on a trip with me ?
CHI,&=sigh no I'm gon(na) go work on my &-um: on my construction equipment .
INV1,oh you're using your construction equipment .
INV1,that's a very big job for a very little bee .
CHI,yes (.) I'm a big bee .
INV1,oh you must be a very big bee .
INV1,do you want the construction hat [!] ?
CHI,no: .
CHI,I don'(t) have any (.) construction hats .
INV1,oh .
INV1,well maybe we can find some tools .
INV1,shoul(d) we look for some tools ?
CHI,yes .
CHI,we should .
INV1,okay .
INV1,ooh I see one .
INV1,here's [/] (.) here's one .
INV1,ooh what kind of tool is that ?
CHI,a wrench .
INV1,yeah: .
CHI,he needs it .
INV1,what does he use it for ?
CHI,&-um: turning things .
INV1,yeah: for turning things .
INV1,here's another one .
CHI,yes thank you .
INV1,you're welcome .
INV1,I bet we can find some more .
INV1,this toy box is pretty full .
INV1,oh: .
INV1,here's a third (..) set of pliers and [!] +...
CHI,a saw .
INV1,a saw: .
CHI,hm: .
CHI,we get to take this .
INV1,you can [!!] take it .
INV1,an(d) you can work [!] on something .
INV1,do you need some blocks ?
INV1,do you need some (.) building to work on ?
INV1,you can work on these (..) <with your tools> [>] .
CHI,<no I: (d)on'(t)> [<] need any blocks .
CHI,(d)on'(t) need any blocks .
INV1,oh you don't ?
CHI,no .
INV1,how about this ?
CHI,oh I [!] need that .
INV1,you need this [!] .
CHI,yes .
CHI,xxx .
INV1,I found one: more: thing: that I bet you need .
CHI,thank you .
INV1,you're welcome .
CHI,you [/] (.) you got to (.) play with this when you were a little boy .
INV1,&-um (.) I was never a little boy (.) but I may have played with some tools .
INV1,do you have one like this at home ?
CHI,yes (.) I do .
INV1,did you get it for your birthday ?
CHI,oh yes I did .
INV1,it's like a dumptruck .
CHI,yes but it is [!!] a dumptruck .
INV1,oh it is [!!] (.) a dumptruck .
INV1,<what's> [>] he dumping ?
CHI,<yes> [<] .
