participant,sentence
INV,"and you know what I'm going to do, Jack, I'm just gonna scoot this box right here so we have plenty of room to play, okay ."
CHI,car .
INV,"cars, we sure do have cars ."
CHI,are they car ?
INV,ummhm .
CHI,a big schoolbus .
INV,a big schoolbus .
CHI,and a dumptruck .
INV,a dumptruck !
INV,"and a buzzy bee, bzz@o, bzz@o ."
INV,"he's gonna get your tummy, tickle, tickle, tickle !"
CHI,here's some [//] there's a slide .
INV,"a slide, I love slides !"
INV,lemme slide down the slide !
INV,"bzz@o, bing@o ."
INV,I'm a good slider !
INV,are you a good slider ?
INV,"what's your favorite toy on the playground, Jack ?"
CHI,there's [/] there's another car .
INV,another car .
CHI,this is a [/] another racing car .
INV,"another racing car, boy !"
INV,what should we do with (th)em ?
INV,vroom@o .
CHI,this guy's going this way .
INV,oh ‡ okay .
CHI,xxx .
INV,"hey, Mister_Yellow_Car !"
INV,wanna have a race ?
CHI,yep .
INV,okay ‡ where should we start ?
INV,"oh ‡ vroom@o, irk@o ."
INV,"I ran into Jack, oh, no !"
INV,"Jack, are you okay ?"
INV,are you okay ?
INV,"hey, Mister_Yellow_Car, you stopped racing ."
INV,how come you stopped racing ?
CHI,the car xxx it [/] it didn't make noise .
INV,"it didn't make noise, maybe it's broken ."
INV,maybe we should fix it !
INV,"I think there are tools in here, look ."
CHI,tool .
INV,"that one, that one ."
INV,"hello, Mister_Repair_Man, are you gonna fix my yellow car ?"
INV,what are you doin(g) to my car ?
INV,are you gonna fix it ?
INV,"cool, well thank you, you just tell me how much it's going to cost, and I'll come over and pick up the car and pay you money for it ."
INV,byebye .
INV,okay .
INV,"hey, Mister_Fixer_Jack, do you wanna help [//] do you want me to help you fix the car ?"
CHI,no .
INV,no ‡ I'm a good fixer .
INV,"I can help, bzz@o ."
INV,how (a)bout this one ?
CHI,"lemme just [/] just [/] just [/] just this is xxx, those are the red, and you have fix (.) red car ."
INV,oh ‡ I have to fix the red car .
INV,"tsh@o tsh@o tsh@o I better turn this upside-down, oh, good ."
CHI,xxx .
INV,I think I need another tool .
INV,"oh ‡ yeah, that's a good one ."
CHI,there's [/] there's a hat [/] hat .
INV,"a hat, where do you see a hat ?"
CHI,<I see> [/] I see a car .
INV,"a car, I'm gonna listen to my car and see if it sounds right ."
INV,"hm:, hm:, uhoh, it sounds like it needs some fixing ."
INV,do you need to listen to yours ?
CHI,no .
INV,no ‡ okay .
CHI,"I'm fixing my [/] my car, my yellow car ."
INV,you're fixing your yellow car !
