participant,sentence
INV2,"guess what, now it's time to play !"
INV2,Lauren's gonna come in here and you guys are gonna play with all the toys in this cool <green box> [//] blue box .
CHI,wanna see .
INV2,okay ‡ you can come over here and see .
INV2,there is the toybox .
CHI,<what's inside> [/] what's inside ?
CHI,I wanna see inside .
INV2,okay ‡ you know what let's do ?
INV2,"I'm gonna move this [//] ooh, I'm sorry buddy !"
INV2,I'm gonna move this table .
INV2,can you come around over here ?
CHI,yes .
INV2,I'm gonna move it way over here so you guys have a little more room to play .
INV2,"and now, hopefully Lauren's gonna walk in at any moment ."
INV2,and there she is !
INV1,hello .
INV2,"okay ‡ you guys have fun with those toys, all right !"
INV1,I think we will .
INV2,do you remember Lauren ?
INV1,I was out there before .
INV2,"okay bye, I'll be right outside ."
INV1,what do we have in here .
CHI,a cow .
INV1,a cow .
CHI,and one (.) a dinosaur .
INV1,"a dinosaur, what kind +/."
CHI,rr@o .
INV1,"ooh no, it's scary ."
INV1,that is a scary lookin(g) dinosaur .
CHI,and here's another dinosaur .
CHI,rr@o .
INV1,"ooh, rr@o ."
INV1,"wow, do you know what kind of dinosaur that is ?"
CHI,a brontosaurus .
INV1,"that's right, it's a brontosaurus, good job ."
CHI,and another brontosaurus .
INV1,another brontosaurus ?
INV1,that's a green one „ isn't it .
INV1,"a green one and a purple one, wow ."
INV1,do you have a dinosaur at your house ?
CHI,"yeah, I got lots of (th)em ."
INV1,you have lots of dinosaurs ?
CHI,"uhhuh, I don't have cows ."
INV1,no cows ?
CHI,uhhuh .
INV1,I don't have any cows at my house either .
INV1,"we have cows near my house, but not in my house ."
INV1,that would be silly to have a cow in my house .
INV1,it would take up a lot of room .
CHI,my grandpa's got some (.) cow .
CHI,got one being born and one (.) nothing else .
INV1,"one was born, was it born in the spring ?"
CHI,and new baby colt .
INV1,what ?
CHI,lookit this racecar .
INV1,"that is a great racecar, I bet it goes really fast ."
CHI,"see, it's not same, see ?"
INV1,"they're not the same, they're kinda the same ."
CHI,vroom@o .
INV1,"wow, that car drives right on top of this car ."
INV1,vroom@o .
INV1,"where are you going to drive in that car, Liam ?"
INV1,where are you going to drive in that car ?
CHI,"what, I big boy ."
INV1,you're a big boy ?
INV1,can you drive a car ?
CHI,no ‡ not yet .
INV1,not yet ?
INV1,you just sit in the car while your mommy drives ?
INV1,"well, if you could drive that car, where would you go ?"
INV1,would you go to the park ?
CHI,vroom@o .
INV1,that would be a fun place to go in that car .
INV1,what is this ?
CHI,what [/] what is dis [: this] .
INV1,what is that ?
CHI,I don't know .
INV1,"you don't know, I think this is a schoolbus ."
CHI,"yep, I think so ."
CHI,that's xxx .
CHI,blocks .
INV1,"blocks, one block, whoa ."
CHI,two dinosaurs !
INV1,two dinosaurs is right .
CHI,rr@o .
INV1,that's [//] what kind of dinosaur is that ?
CHI,t-rex .
INV1,"t-rex, that's the biggest meanest one ."
CHI,rr@o .
INV1,do you know what kind this is ?
INV1,I think this is a stegosaurus .
CHI,what [//] what's inside here ?
INV1,"I don't know, why don't you look ?"
CHI,toys !
INV1,"toys, wanna take (th)em out ?"
CHI,sure !
INV1,okay ‡ take (th)em outta there .
INV1,oh ‡ there they come !
CHI,oh ‡ dinosaurs are gonna eat (th)em .
INV1,the dinosaurs are gonna eat (th)em ?
INV1,do dinosaurs eat toys ?
