participant,sentence
INV1,we've got sort of a bumblebee theme here (be)cause that's the mascot of the university of Rochester .
INV1,&=laughs .
INV1,mmmm@o [=! motions toward child with bee hand puppet] .
INV1,hm: .
INV1,an(d) you know what ?
INV1,we've got a lot of puzzles too .
INV1,xxx puzzles .
INV1,I bet you're pretty good at puzzles .
INV1,hm: .
INV1,which one ?
INV1,which one d(o) you wanna do ?
INV1,that one ?
INV1,Tarzan ?
INV1,alright .
INV2,d(id) you see that movie ?
MOT,is that (.) Tarzan or Jungle Book ?
INV2,Jungle Book .
INV1,oh !
MOT,I didn't recognize name .
INV2,so does she go to a nursery school or +...
MOT,she goes to &-um daycare a couple times a week .
INV2,uhhuh .
INV2,how many kids are in the &-uh <class> [>] .
MOT,<&-um> [<] I: don't remember if there's eight: or ten in her class .
MOT,but somewhere around eight to ten .
INV2,uhhuh .
INV2,that's <very nice> [?] .
INV2,oh where does that go ?
INV2,hm: .
INV2,hm: there &=points:puzzle .
INV2,you're good at puzzles .
INV2,very good .
INV1,mm .
INV1,just so you know this [/] the point of this is to get a sense of what her spontaneous language is like .
INV1,so if you could +/.
INV1,if you could think of any: things we could do to (.) make her (.) wanna chat more .
INV1,aer [: or] (.) I don't know if you guys have any (.) story telling (.) &-um traditions aer [: or] (.) tell each other jokes or anything like that .
MOT,ʌm:@u [: I'm] trying to think of something .
INV2,+^ what kind of activities does she like to do ?
MOT,what kind of activities ?
INV2,yeah .
MOT,+^ she likes puzzles and books .
MOT,&-uh actually you know if you have any (.) &-uh books you might be able to xxx some stuff .
INV1,&=smacks:tongue I have +...
INV1,I don't have so so very very many .
INV2,oh wow .
INV2,Kate .
INV2,Kate look at the frogs .
INV2,oh goodness .
INV2,can you count the frogs ?
CHI,&=counts .
INV2,two three four .
MOT,can you say what those numbers are Kate ?
MOT,(be)cause they don't know that you know (th)em .
INV2,w(hat)'s that ?
INV2,can you say (th)em out loud ?
MOT,how many can [?] [//] do you know out loud .
INV2,what's this one <look like> [?] .
INV2,what's that ?
INV2,&=laughs .
MOT,is it three ?
CHI,&=nods:no .
MOT,can you tell me ?
INV2,wan(na) whisper in my ear ?
INV2,no ?
MOT,how many o(f) those can you point to and say the words (.) Kate ?
MOT,can you tell Eileen [?] if you know (th)em all ?
MOT,do you just know one two three or do you know more than three ?
INV2,this froggie .
MOT,what's he doin(g) Kate ?
INV2,what's he doin(g) ?
INV2,you [=? he] feeling tired ?
CHI,&=nods:yes .
MOT,yeah ?
INV2,what he doing ?
MOT,is he takin(g) a nap ?
MOT,what (a)re (h)is eyes doing ?
MOT,yeah .
MOT,what are they doin(g) ?
INV2,is (h)e bored ?
INV2,&=laughs .
INV2,mm .
INV2,oh those are cool pictures .
INV2,wow .
MOT,Kate what's that big yellow thing ?
MOT,what is that ?
CHI,&=looks:mother .
MOT,is that a rose ?
CHI,&=nods:no .
MOT,what is that ?
MOT,oh: I like the horsie though [?] .
MOT,<look at> [?] the horse .
INV2,where's the +//.
INV2,oh .
INV2,that's not a horse what is that ?
INV2,what soun(d) does that <animal make:> [>] .
MOT,<it's a horse> [<] .
MOT,<doesn't it> [//] i(s)n't that a horse Kate ?
MOT,what is that guy ?
MOT,looks like a horse .
MOT,what noise <does he> [>] .
INV2,<is that a> [<] horse ?
INV2,no: .
MOT,yeah what is that ?
MOT,it's a horse .
MOT,I think that's a horse .
INV2,&=laughs .
MOT,yeah (.) it's a horse an:(d) he's got two baby horses .
CHI,&=nods:no .
MOT,yeah .
CHI,cow .
MOT,is that a cow ?
MOT,you're right .
MOT,yup you are [!!] right .
INV2,good job .
MOT,ooh are those cherries &=points:picture .
CHI,&=nods:no .
MOT,what are those guys ?
MOT,I know they're not bananas .
MOT,do you know what those guys are ?
CHI,&=nods:no .
MOT,are they tomatos ?
CHI,&=nods .
MOT,oh .
INV2,you know what that i(s) ?
INV2,is that a flower ?
CHI,&=nods:no .
MOT,is it broccoli ?
CHI,&=nods:no .
INV2,I think it's broccoli .
INV2,I think it is .
INV2,what is it ?
MOT,I don't think she knows really .
INV2,<no> [>] ?
MOT,"<you don't know> [<], do you Kate ?"
CHI,tree .
MOT,yeah it's a tree .
INV2,yeah .
MOT,mm .
MOT,how many things on there do you know ?
MOT,"you don't know what those are, do you ?"
CHI,bandaid .
MOT,<yes: you did know> [>] .
INV2,<oh wow> [<] !
MOT,I didn't know you knew that word .
INV2,what's that ?
MOT,I [!!] know what that [!!] is .
CHI,ʃowʌipepə@u [=? some writing paper] .
MOT,yup you're right .
INV2,yeah .
MOT,you know all those things don't you .
MOT,you don't know what that one is do you ?
MOT,see it's kind of funny looking .
MOT,can you guess what that thing is ?
INV2,do you know what to do with that ?
MOT,is it an animal ?
CHI,&=nods:no .
MOT,is it a sponge ?
MOT,that's a hard one .
CHI,&=nods:no .
MOT,do you know what that [!!] is ?
MOT,I bet you know what that [!!] is .
CHI,brush .
MOT,yeah .
INV2,&=laughs .
MOT,what do you [/] what do you do with a brush ?
CHI,comb .
MOT,comb what ?
CHI,&=points:hair .
MOT,what is that called ?
CHI,hair .
MOT,do you like when I comb your hair ?
CHI,&=nods:yes .
MOT,yes you do ?
MOT,then how come you always complain ?
INV2,&=laughs .
INV2,do you complain when your mom brushes your hair ?
MOT,oh Kate toys for Christmas .
MOT,which ones do you like ?
CHI,&=points:toy .
MOT,what's (th)at ?
MOT,well you gotta tell .
MOT,you say it out loud so I remember to tell Santa ?
MOT,wha(t) is that thing ?
MOT,i(s) that a Barbie doll ?
CHI,+^ a@u [=? doll] .
INV2,do you have one of (th)em ?
CHI,&=nods:no .
INV2,you have any Barbies ?
CHI,&=nods:no .
INV2,what about that ?
INV2,what's that ?
CHI,bea(r) .
INV2,do you have a bear ?
CHI,&=nods:no .
MOT,you don't have a bear ?
MOT,what about your white bear ?
MOT,he'd be sad: if you forgot him .
INV2,d(oes) he have a name ?
MOT,you've got the big brown one (.) too .
INV2,hm: ?
MOT,where does white bear sleep at night ?
CHI,on the floor .
INV2,on the floor ?
MOT,all by (h)imself ?
CHI,&=nods:yes .
MOT,does (h)e ever get to sleep with you: ?
CHI,&=nods:no .
INV2,never [=? ever] ?
MOT,okay .
INV2,&=laughs .
INV2,look at that .
INV2,look wha(t) do you use that stuff for ?
CHI,kitch(en) .
INV2,yeah !
INV2,you ever bake with your mom ?
INV2,like what ?
MOT,+^ hey can you tell (h)er what we made last night ?
MOT,d(o) you remember ?
CHI,sweet bread .
MOT,oh sweet bread .
MOT,yeah but what else did we make &w [//] that was colors you and me an(d) Aaron made some ?
MOT,we made orange an(d) green an(d) yellow ?
MOT,d(o) you remember what we made ?
MOT,we didn't eat any yet .
MOT,d(o) you remember what they were called ?
CHI,pudding .
MOT,ah: pudding &+dʒɛ &+dʒɛ .
CHI,Jello .
MOT,yeah .
INV2,oh you made Jello pudding ?
MOT,we made Jello Jigglers <didn't we> [>] .
INV2,<oh:> [<] Jello Jigglers .
INV2,with shapes ?
INV2,what kinda shapes ?
MOT,do you wanna tell (h)er what kinda shapes we made Katie ?
MOT,d(o) you remember ?
INV2,wha(t) they look like ?
INV2,were they the alphabet ?
CHI,&=nods:no .
CHI,Santa a bæk@u [=? bat] (.) and (.) a witch .
INV2,a wha(t) ?
MOT,a what ?
CHI,a ki(tt)y .
INV2,kit(ty) ?
INV2,you mean a kitty Jiggler ?
MOT,yeah .
INV2,was it good ?
CHI,&=nods:yes .
MOT,"we got xxx Christmas ones, <huh> [?] ?"
INV2,yum .
INV2,okay .
INV2,what's all this stuff ?
MOT,"that's stuff you find at McDonalds, Katie ."
INV2,<wow> [>] .
MOT,<what are> [<] those called ?
CHI,french fries .
INV2,<huh yum> [>] .
MOT,<those are tasty> [<] .
MOT,hey there's Jello .
MOT,see the Jello ?
MOT,yeah .
INV2,is that (.) what your Jello looked like ?
MOT,&=laughs .
INV2,&=laughs .
INV2,okay .
INV2,xxx .
INV2,wanna spread this out ?
INV2,you wanna match (th)em ?
INV2,you can match (th)em .
INV2,let's put all these out .
INV2,hm: .
INV2,where does that go ?
MOT,you wan(na) say what they are when you put (th)em down ?
MOT,what is that thing ?
CHI,brush .
MOT,what kinda brush ?
INV2,what do you do with that: ?
CHI,&=touches:hair .
MOT,no .
INV2,<you brush your hair> [>] ?
MOT,<does that look like> [<] a hairbrush ?
MOT,what is that really .
MOT,wha(t) (d)oes that look like ?
MOT,do you know what that is ?
CHI,yellow [?] .
INV2,oh <more stuff> [>] !
MOT,<yeah> [<] what's that (.) yellow thing ?
MOT,do you know what that is ?
MOT,what kinda brush ?
INV2,what kinda [!!] brush ?
MOT,"I think it's a toothbrush, Katie ."
INV1,oh .
INV1,an(d) we've got books too [=! whispering] .
INV1,if [/] (.) if anybody wants to look at that book it's a pretty fun book .
INV2,you ev(er) read this book ?
INV2,Goodnight Gorilla ?
CHI,&=nods:yes .
INV2,have you read this ?
INV2,have you seen this before ?
MOT,oh you're still matching .
MOT,okay .
INV2,you re(m)ember what those are called ?
INV2,what sound does (h)e make ?
INV2,remember ?
INV2,okay .
INV2,can I do a few ?
INV2,can I match a couple ?
CHI,&=gives:board .
INV2,I can do this one ?
INV2,thank you .
INV2,thank you .
INV2,sponge .
INV2,xxx .
INV2,xxx .
INV2,and the ducks !
INV2,"these are my favorite, I think ."
INV2,right there .
INV2,(be)cause the sound they ma(k)e .
INV2,is that like the bread you made ?
INV2,what are sweet breads ?
INV2,do they look like that ?
INV2,really ?
CHI,&=nods:yes .
INV2,cool .
INV2,"I've never made sweet breads, so I don't know what they look like ."
MOT,Pilsbury backs [=? packs] .
MOT,it's a bread that's sweet .
MOT,&=laughs .
INV2,oh so (.) do they look like this ?
MOT,it [/] it [//] you know <it's just a> [//] like comes out like a little loaf .
MOT,yeah .
INV2,I like making (.) bread but I usually make like the (.) big loaves .
INV2,oh wow .
INV2,what is this ?
CHI,the mommy .
INV2,yeah .
INV1,can you just slip inside (.) so [/] so that we can see what she's doing .
INV2,oh I'm sorry .
INV1,that's okay .
INV2,(tha)t's a big plate .
INV2,is that for the baby to eat off of ?
INV2,a very big plate .
MOT,&=laughs .
INV2,what's this ?
CHI,doggie .
INV2,yeah .
INV2,<me an(d)> [?] the doggie ?
INV2,do you have a dog ?
INV2,no I have a dog .
INV2,her name is Molly .
INV2,do you have a brother or sister ?
CHI,brʌdɜr@u [: brother] .
INV2,brother ?
INV2,wha(t) (hi)s name ?
CHI,Eli .
INV2,I (h)ave a little sister named Allison .
INV2,she's silly [?] .
INV2,here .
INV2,are you making breakfast ?
INV2,&=laughs .
INV2,that eggs ?
MOT,oh the book's blank .
INV2,I thought there'd be something in there .
INV2,(d)id you ?
INV2,d(o) you (h)ave dolls like these ?
INV2,Kate ?
INV2,you (h)ave a doll that looks like this ?
INV2,yeah ?
CHI,&=nods:no .
INV2,no .
INV2,do you like to swim ?
CHI,&=nods:yes .
INV2,do you swim in the winter time or just in the summer ?
INV2,what about the snow ?
INV2,do you like the snow ?
CHI,&=nods:yes .
INV2,I love the snow .
INV2,do you make snowmen ?
CHI,&=nods:yes .
INV2,yeah ?
INV2,what else do you make in the snow ?
INV2,ca(n) you think of anything else you make with th(e) snow ?
INV2,do you ever lay down in snow ?
CHI,&=nods:yes .
INV2,yeah [/] yeah ?
INV2,xxx .
INV2,hello .
INV2,&=laughs .
INV2,if you (h)ave any æai [//] other ideas let me know .
MOT,mm hm: .
MOT,hey what are they doing are they getting their breakfast ?
INV2,what are they doin(g) ?
MOT,"wha(t)'s the baby's name, Kate ?"
MOT,wha(t) do you wanna name the baby ?
MOT,Kate should we give the baby a name ?
MOT,so the mommy can call (h)er when she wants to ?
MOT,huh ?
CHI,&=nods:yes .
MOT,yes ?
INV2,wha(t) d(o) you wanna name (h)er ?
MOT,Kate how old is your baby ?
MOT,how old should she be ?
MOT,ten ?
MOT,how old ?
CHI,one .
MOT,just one ?
MOT,what shoul(d) we name (h)er ?
MOT,she has to have a name .
MOT,wha(t) do you wanna name that baby ?
CHI,Sarah .
MOT,Sarah ?
MOT,baby Sarah ?
CHI,&=nods:yes .
MOT,okay .
MOT,what shoul(d) we name the mom and dad ?
MOT,hm: .
CHI,Dadad Mama .
MOT,okay .
INV2,those are good names .
MOT,that's a good idea .
MOT,oh there's another little baby on the couch .
MOT,wha(t)'s that little baby's name ?
MOT,or is that baby <Sarah> [>] ?
INV2,<is> [<] [/] <is that Sarah> [>] ?
MOT,<which one's baby> [<] Sarah ?
MOT,the one sittin(g) there or the one on the couch ?
MOT,which one's baby Sarah ?
CHI,one on the couch .
MOT,oh okay then what's the little girl's name ?
