participant,sentence
INV1,"all right, we're gonna have a good time in here ."
INV1,"so, what do we have to play with ?"
CHI,toys .
INV1,"toys, yeah !"
INV1,what kinda toys ?
CHI,there's some kinda toys .
INV1,what do you think we do with this ?
INV1,that's funny .
CHI,you got(ta) build something .
INV1,build [//] oh is [/] is it a bowl ?
CHI,no .
INV1,no .
CHI,i(t)'s a hat .
INV1,"a hat, oh, so it goes like this ."
CHI,yeah .
INV1,you wanna try it on ?
CHI,yes .
INV1,there you go .
INV1,"that [/] that protects your head, right, in case something falls on you ."
INV1,what else do we have in here ?
INV1,"a building block, what if we have more building blocks, maybe we can build something ."
INV1,what do you think ?
CHI,okay .
INV1,okay .
INV1,"so we got two xxx, three, it's almost like a pyramid, lookit that ."
INV1,steps .
INV1,we need more blocks .
INV1,oh ‡ there are some more .
CHI,xxx .
INV1,why (d)on't you put that someplace .
INV1,put this guy on there .
CHI,<is another> [?] block .
INV1,another block ?
INV1,"let's see, I don't know if we have any more blocks „ do we ?"
CHI,there's no blocks anymore [=? anywhere] !
INV1,let's see .
CHI,"hm:, wow ."
INV1,"that's a pretty cool truck, huh ."
CHI,xxx .
CHI,a farmer !
INV1,a farmer ?
CHI,that's a farm .
INV1,oh ‡ this old guy here .
CHI,"yeah, he +/."
INV1,"yeah, I guess he is a farmer ."
INV1,"you know something, he's got a hat on like you do ."
CHI,I don't know .
INV1,"yeah, you don't know ."
INV1,"what's this thing, I don't know ."
CHI,"it's a bee, a bumblebee ."
INV1,"a bee, that's right, jeez ."
CHI,"hey, the bus ."
INV1,"maybe the farmer wants to go for a ride on the bus, what do you think ?"
CHI,"ah, < bus it in, we shall> [?] today ."
INV1,where do you think he's going ?
INV1,uhoh .
INV1,where's the farmer going ?
CHI,he's goin(g) to another place .
CHI,"ah, bumblebee in the way ."
INV1,oh ‡ we better get him outta the way .
INV1,you know I think this is a bumblebee puppet .
CHI,(it)'s a bumblebee puppet .
INV1,oh ‡ lookit that .
CHI,"ah, <can I try> [/] can I try ?"
INV1,yep .
CHI,I goin(g) on score [?] .
CHI,bzz@o .
INV1,"it's a woah, woah, I'm afraid of bumblebees, let's not +..."
CHI,<bumblebees come from in> [//] they're [/] they're like in summertime .
CHI,and spring .
INV1,it's a bunny .
CHI,bzz@o .
CHI,yuck !
CHI,bzz@o .
INV1,"yuck, the bee doesn't like bunny kisses ?"
CHI,bzz@o .
INV1,those passion laden bunny kisses ?
CHI,bzz@o [=! laughing] .
INV1,what else do we have here ?
INV1,"ah, what is this ?"
CHI,"one, two, three, four, five, six ."
INV1,"wow, you're a pretty good counter, huh ."
CHI,there only six .
INV1,yep .
CHI,oh ‡ <taihaænsilat@u> [?] .
CHI,"hey, I don't remember what +..."
INV1,oh ‡ what's this ?
CHI,oh !
INV1,what is that ?
CHI,I don't know .
INV1,"I don't know, it looks sort like a steering wheel, huh ."
CHI,looks like +...
INV1,and this looks like a horn .
CHI,okay ‡ thinkin(g) of what's this ?
INV1,know what this is ?
INV1,this is an iron .
CHI,what an iron means ?
INV1,what people do with that is they [/] they rub it over their clothes and it makes their clothes smooth .
INV1,I used one of those this morning .
CHI,"wow, (what')s this ?"
INV1,"I don't know, what do you think it is ?"
CHI,it's a <jail> [?] .
INV1,it's a what ?
CHI,I said I don't know what it is .
INV1,"I don't know either, it looks like a wagon almost ."
CHI,it's a wagon .
INV1,you can put stuff in it and move it around .
INV1,put a truck in it .
INV1,and this little ball .
CHI,"oh a ball, why you put a ball in there ."
INV1,"so Patrick, how old are you ?"
CHI,five .
INV1,"five, so you're pretty old ."
INV1,you know how old I am ?
CHI,what ?
INV1,I'm five too .
INV1,I'm five too .
CHI,ah .
INV1,oh ‡ I'm not .
CHI,ah here .
CHI,dududu@u .
CHI,he gonna pull (.) a [/] a train .
INV1,is he gonna pull the train ?
CHI,yeah .
INV1,oh .
CHI,like how you tie it .
INV1,how do you tie it ?
CHI,I wanna know how to tie it .
INV1,you want me to tie it ?
CHI,"yeah, &+pi [//] pick up ."
INV1,do you know how to tie your shoelaces ?
CHI,no .
CHI,how you tie it !
INV1,"just like this, we put the string right through this little hole ."
INV1,"and we screw it and twist it and pull it, and now it's tied ."
CHI,<everything up> [?] .
INV1,where are you going ?
INV1,"oh ‡ it's a good thing you have a helmet on, huh ."
CHI,helmet .
CHI,looks like +...
INV1,"hey, <shoot a little pump> [?], check this out ."
CHI,it does +...
INV1,oh ‡ it's on backwards now .
INV1,"but it's styling, you look good like that ."
INV1,so what else do we have in here .
INV1,"we have a ball, do you like to play catch ."
CHI,no ‡ ball cut .
INV1,"uhoh, what are those ?"
CHI,"I don't know, hmhm ."
INV1,"I think I know what they are, called pliers ."
INV1,use (th)em to hold things .
INV1,you know what this thing is ?
CHI,"what, hammer ."
INV1,"I don't know, <I think> [/] I think it's a screwdriver ."
CHI,give me .
INV1,what do you think ?
CHI,"I think so it , no it's a hammer ."
INV1,"oh a hammer, that's right ."
INV1,got another pair of pliers .
CHI,another one .
INV1,"oh ‡ gimme my pliers, gimme my pliers !"
INV1,"oh ‡ no, I can't hold it ."
INV1,oh ‡ a saw .
INV1,"I'm gonna cut through the pliers, ah ."
INV1,ah .
INV1,you know what this thing is ?
CHI,what ?
INV1,"it's a file, it makes things smooth ."
CHI,vroom@o .
