participant,sentence
CHI,l@l [/?] .
CHI,y@l [/?] .
MOT,y@l [/?] .
CHI,n@l [/?] .
MOT,n@l [/?] .
CHI,n@l [/?] .
MOT,n@l [/?] .
MOT,what's Lynn's last name ?
CHI,e@l [/?] .
MOT,"oh , e@l [/?] ."
MOT,she adds an e@l [/?] to the end of the name .
CHI,I wanna push play .
CHI,I wanna push play .
MOT,okay .
MOT,we'll watch a movie of Lynne on another day .
CHI,bye Lynne .
CHI,bye Lynne .
MOT,can I write another day ?
CHI,bye Lynne .
MOT,how do you spell day ?
CHI,bye Lynne .
MOT,and we'll write goodbye Lynne .
CHI,I wanna push play .
MOT,there .
MOT,and should I write goodbye Lynne again here ?
MOT,did you say goodbye to Lynne again ?
CHI,I wanna play the +/.
CHI,xxx .
MOT,Jack can we write together here ?
CHI,no !
MOT,no ?
MOT,why not ?
MOT,"oh , we'll share Jack ."
MOT,okay .
MOT,here .
CHI,next .
MOT,Jack can you write ?
CHI,no .
MOT,can I see what you're writing ?
CHI,no .
MOT,can I watch you ?
CHI,no .
MOT,let me see what Jack's writing ?
CHI,no .
MOT,what does that say ?
CHI,xxx .
MOT,"eight <is enough , is enough , is enough> [/?] is enough ."
CHI,Tom_and_Jerry .
CHI,Tom_and_Jerry .
MOT,and Tom_and_Jerry .
MOT,does Jack wanna talk about school ?
CHI,xxx Lynne .
MOT,can you tell me about school today ?
CHI,wait .
MOT,you hadta wait ?
CHI,wait .
MOT,who did you wait for ?
CHI,Lynne .
MOT,you waited for Lynne ?
CHI,wait .
MOT,you hadta wait ?
CHI,wait .
MOT,white ?
MOT,did Jack see +/.
MOT,can I have one of your pens ?
MOT,Jack saw Lynne today in school ?
MOT,who else did you see ?
MOT,who else did Jack see ?
MOT,Jack ?
MOT,who else did you see in school ?
MOT,hm: [/?] ?
MOT,did Jack see +/.
MOT,let me see .
MOT,who's Richard ?
MOT,who's that ?
CHI,scary .
MOT,"oh , is [/?] it scary ?"
MOT,okay .
CHI,no .
MOT,did you +/.
MOT,can I write here ?
MOT,can I write with you ?
CHI,yeah .
MOT,"oh , good ."
MOT,did Jack see +/.
MOT,who's this ?
MOT,did Jack see +/.
CHI,Catherine [/?] .
MOT,Catherine at school .
MOT,who else did you see .
MOT,tell me .
MOT,Jack say Catherine and Lynne and who else ?
CHI,Mary_Ellen .
MOT,Mary_Ellen .
CHI,hug Mary_Ellen .
MOT,"oh , give Mary_Ellen a nice big hug ."
MOT,did you give her a hug at school today ?
MOT,hm: [/?] ?
MOT,I think Jack likes +/.
MOT,do you like Mary_Ellen ?
MOT,Jack ?
MOT,Jack saw Catherine and Lynne and Mary_Ellen .
MOT,and who else ?
MOT,did Jack see +/.
CHI,brown .
MOT,who ?
MOT,who else ?
CHI,Dick_Van_Dyke .
MOT,no .
MOT,you didn't see Dick_Van_Dyke in school .
MOT,but did you see this person here ?
MOT,who's that Jack ?
MOT,did you see +/.
CHI,Nathaniel .
MOT,Nathaniel .
MOT,and who else did you see ?
CHI,xxx .
MOT,Nathaniel and who else ?
MOT,Jack ?
MOT,who else did you see in school today ?
CHI,no !
MOT,did you see Bassillio ?
CHI,yeah .
MOT,you did ?
MOT,can I write on this one right here ?
MOT,Jack ?
MOT,"can mama write , right over here ?"
CHI,no screaming Paul .
MOT,no screaming Paul ?
MOT,who said that to Paul ?
MOT,"who said , Jack , no screaming Paul ."
MOT,who said that ?
CHI,Paul .
MOT,who said that ?
MOT,who ?
CHI,Jack .
MOT,Jack said that to Paul ?
MOT,that was [/?] good .
MOT,you said no screaming .
CHI,no .
MOT,okay .
MOT,who said no screaming ?
MOT,"Jack said no screaming Paul , that was [/?] very good ."
MOT,what else did you say to Paul ?
MOT,Jack ?
MOT,Jack ?
MOT,what else did you say to Paul ?
CHI,no .
MOT,no screaming ?
MOT,did Jack say +/.
MOT,did Jack say let's play to Paul ?
MOT,Jack ?
CHI,Paul crying ?
MOT,Paul was [/?] crying ?
MOT,<why did he> [/?] why was [/?] Paul crying Jack ?
MOT,Jack ?
MOT,why was [/?] Paul crying ?
MOT,what made Paul sad ?
MOT,move that for now .
CHI,no !
MOT,Jack ?
MOT,Jack .
MOT,why was +/.
MOT,"can I write on , right here ?"
CHI,no .
MOT,can I write right here ?
MOT,let me see .
CHI,no .
MOT,Jack why was [/?] Paul crying ?
MOT,did you ask Paul ?
MOT,did you say why are you crying Paul ?
MOT,did Paul tell you ?
CHI,why you crying Paul ?
MOT,did you say that ?
MOT,what did Paul say to you ?
MOT,"Jack's hungry today , huh [/?] ?"
CHI,xxx orange .
MOT,is [/?] Jack hungry ?
MOT,does that taste good ?
MOT,Jack tell mama what this is ?
MOT,what's this ?
MOT,Jack ?
MOT,Jack ?
MOT,what's this ?
CHI,"up , down ."
MOT,what's that called ?
CHI,orange .
MOT,Jack ?
MOT,Jack ?
MOT,calm down .
MOT,calm down .
MOT,what's this ?
CHI,xxx .
MOT,this is what ?
CHI,orange .
MOT,let me see you write orange slowly .
CHI,orange .
MOT,okay .
MOT,write it again over here .
MOT,slowly .
CHI,orange .
MOT,okay .
MOT,spell that for me .
CHI,orange .
MOT,o@l [/?] .
CHI,n@l [/?] .
MOT,can you spell orange for me ?
MOT,o@l [/?] .
CHI,r@l [/?] .
MOT,r@l [/?] .
CHI,a@l [/?] .
MOT,a@l [/?] .
CHI,n@l [/?] .
MOT,n@l [/?] .
CHI,g@l [/?] .
MOT,g@l [/?] .
CHI,<n@l g@l> [/?] .
MOT,g@l [/?] .
CHI,n@l [/?] .
MOT,g@l [/?] .
CHI,e@l [/?] .
MOT,e@l [/?] .
MOT,that's orange .
MOT,that spells orange .
MOT,that's good .
MOT,can Jack use one pen when he writes ?
CHI,no !
MOT,Jack ?
MOT,how many pens does Jack use when he writes ?
MOT,Jack uses +/.
CHI,one pen .
MOT,one pen .
MOT,that's right .
MOT,let's put the others right here beside you .
CHI,no .
MOT,put them beside you .
CHI,"<ah , ah> [/?] ."
CHI,okay .
MOT,right ?
MOT,what does that say ?
CHI,no .
MOT,Jack ?
MOT,can you talk ?
MOT,let's talk .
MOT,can you talk to mama ?
MOT,what would you like to talk about ?
MOT,what would Jack like to talk about ?
CHI,yeah .
MOT,and what do you say Jack ?
MOT,and what do you say to Helen ?
CHI,pieces .
MOT,what do you say ?
MOT,Jack ?
MOT,Jack what do you say to Helen for the present ?
MOT,you say +/.
CHI,thank you for the present .
MOT,very good .
MOT,very good .
MOT,"<oh , oh> [/?] boy ."
MOT,what's that Jack ?
MOT,what is that ?
CHI,spaghetti .
MOT,"Jack , what's that called ?"
CHI,play_dough .
MOT,play_dough .
MOT,very good .
MOT,"oh , boy ."
MOT,"oh , boy ."
MOT,and what is this Jack ?
MOT,what does that say ?
MOT,what does +/.
CHI,<cookie man> [/?] .
MOT,cookie +/.
MOT,look at this again .
MOT,cookie +/.
CHI,maker [/?] .
MOT,maker .
MOT,cookie maker .
CHI,cookie maker .
MOT,you can make cookies with all these little things .
MOT,you want me to open it ?
CHI,yeah .
