participant,sentence
MOT,today what ?
CHI,is [/?] thursday ?
MOT,that's right .
CHI,today is [/?] thursday .
MOT,right .
MOT,today is thursday .
MOT,what's the date today ?
CHI,December .
MOT,December what ?
CHI,month .
CHI,month .
MOT,"that's the month , right ."
MOT,that's the month .
MOT,December what ?
MOT,what's the number today ?
CHI,six .
MOT,that's right .
MOT,December six .
MOT,who came here today ?
MOT,Mark ?
MOT,did you go to school this morning ?
CHI,yes .
MOT,who drove you to school this morning ?
MOT,Mark ?
MOT,who drove you to school this morning ?
CHI,Pape .
MOT,"yeah , can you give me a full sentence ?"
CHI,Pape .
MOT,Pape what ?
MOT,Miss_Pape .
CHI,Miss_Pape .
MOT,now what did she do ?
MOT,can you tell me ?
MOT,what she did ?
MOT,a full sentence .
MOT,Miss_Pape what ?
MOT,what ?
MOT,what did Miss_Pape do today ?
MOT,Miss_Pape +/.
MOT,look at me .
MOT,Miss_Pape +/.
CHI,drove .
CHI,drive .
MOT,drive what ?
CHI,school .
MOT,say a full sentence .
CHI,Pape [/?] Miss_Pape drive school .
MOT,okay that's better .
MOT,let's write that down .
MOT,and then you read it .
MOT,miss .
CHI,Pape .
MOT,right .
CHI,drive school .
MOT,drives [/?] should say drives to +/.
MOT,how many children are there in the car ?
MOT,"Mark , can we put that down ?"
MOT,can you read the sentence now ?
MOT,read the sentence .
CHI,<Miss_Pape drive to school> [/?] .
MOT,that's right .
MOT,how many children are in the car ?
CHI,xxx .
MOT,no .
MOT,tell me .
MOT,how many children ?
MOT,can you count them ?
MOT,"Mark , how many children are in the car ?"
MOT,there's +/.
MOT,name the children .
CHI,one .
MOT,ah [/?] who's +/.
MOT,name the children .
MOT,there's al [/?] +/.
CHI,Alicia .
MOT,Alicia .
CHI,Tommy .
MOT,Tommy .
CHI,Ryan .
MOT,Ryan .
CHI,Joey .
MOT,jo [/?] +/.
CHI,Joey .
MOT,does Joey go in the car ?
CHI,no .
MOT,no .
MOT,who goes in the car ?
CHI,Ryan .
MOT,"Ryan , right ."
MOT,who else ?
CHI,Michael .
MOT,Michael doesn't go in the car to school with you .
MOT,you meet Michael at school .
MOT,who goes in the car with Miss_Pape ?
CHI,Tommy .
CHI,Tommy .
MOT,who else ?
CHI,Ryan .
MOT,Ryan right .
CHI,Joey .
MOT,not in the car .
MOT,Joey's in school .
CHI,in school .
MOT,yeah .
MOT,who goes in the car ?
MOT,who sits next to you in the car ?
CHI,Pape .
MOT,"yeah , Miss_Pape on one side ."
MOT,who sits next to you ?
MOT,who sits with you in the front seat ?
MOT,"Mark , Miss_Pape , and who else ?"
MOT,who else ?
CHI,peter .
MOT,"peter , right ."
MOT,and who sits in the back seat ?
CHI,Ryan .
MOT,Ryan .
MOT,who else ?
CHI,Pape .
MOT,in the back seat .
CHI,Tommy .
MOT,Tommy .
MOT,right .
CHI,Pape .
MOT,no .
MOT,where does Miss_Pape sit ?
MOT,in the +/.
CHI,xxx .
MOT,f [/?] +/.
CHI,f [/?] +/.
MOT,no .
MOT,fr [/?] +/.
MOT,front .
CHI,front .
MOT,"front seat , yes ."
MOT,let's write that down .
MOT,I think you're having trouble with that .
MOT,Miss_Pape .
MOT,what's that ?
CHI,Mark [/?] .
MOT,"that's Mark , not Mark ."
MOT,Mark .
CHI,Mark .
CHI,and [/?] .
CHI,Ryan [/?] .
MOT,no [/?] no .
CHI,peter [/?] .
MOT,peter .
CHI,<d@l d@l d@l> [/?] .
MOT,what word is that ?
CHI,sit [/?] .
MOT,sit .
CHI,in [/?] .
CHI,the fff [/?] +/.
CHI,ftf [/?] .
MOT,"no , look at that word ."
CHI,front [/?] .
CHI,ddd [/?] .
CHI,seat [/?] .
MOT,&s [/?] .
CHI,sit [/?] .
CHI,of [/?] .
MOT,"alright , now you read the whole thing ."
CHI,<sit in front sit> [/?] .
MOT,what's that word ?
CHI,dddd [/?] .
MOT,se [/?] +/.
CHI,se [/?] +/.
MOT,seat .
CHI,seat [/?] .
MOT,say it again .
CHI,seat .
CHI,<seat of car> [/?] .
MOT,"right , okay ."
MOT,read the whole sentence .
CHI,done .
MOT,"no , you're not done ."
MOT,what do you wanna do there ?
MOT,who sits in the back seat ?
MOT,let's make the names of +/.
MOT,ow [/?] that's my finger .
MOT,<&-eh &-eh> [/?] .
MOT,what did we tell you cause you slept good last night we were gonna do ?
MOT,"okay , put that away ."
MOT,that's a good idea .
MOT,then come downstairs .
MOT,Mark .
MOT,come on .
MOT,Mark .
MOT,Mark .
MOT,come on we're gonna finish writing .
MOT,and then we'll do some cooking .
CHI,done .
MOT,now we hafta finish writing our story .
MOT,it's not done .
MOT,you sit down .
MOT,we hafta finish writing our story .
MOT,we figured out who sits in the front seat .
MOT,read that again .
CHI,<Miss_Pape and Mark and peter sit in front seat of car> [/?] .
MOT,okay .
MOT,who sits in the back seat now ?
CHI,Pape .
MOT,"no , that's +/."
MOT,she sits in the front seat .
MOT,who sits in the back seat ?
CHI,peter .
MOT,no .
MOT,Alicia .
CHI,xxx .
MOT,Alicia .
MOT,who else ?
CHI,&Ali .
MOT,Alicia .
CHI,Alicia .
MOT,who else ?
CHI,Tommy .
MOT,Tommy .
MOT,Tommy .
MOT,and who else ?
CHI,Ryan .
MOT,"and Ryan , right ."
MOT,where do they sit ?
MOT,can you give me +/.
CHI,<back of car> [/?] .
CHI,<sit in back seat of of car> [/?] +/.
MOT,"of , that's right ."
MOT,can you say it louder ?
CHI,"<Alicia , Tommy> [/?] ."
MOT,"Tommy , that's right ."
CHI,<and Ryan> [/?] .
CHI,<sit in sit in back seat> [/?] .
CHI,xxx .
MOT,that's sposta be an in .
MOT,"I know that doesn't look right , you're right ."
CHI,in .
MOT,"in [/?] in , that's an in ."
MOT,<i@l n@l> [/?] .
MOT,okay .
CHI,<sit in back seat of car> [/?] .
MOT,"when you got home from school , who was here ?"
MOT,who's here at the house ?
CHI,want it .
CHI,want it .
MOT,well just talk to me then .
MOT,what did I tell you last night ?
CHI,yes .
MOT,what are you going to do today cause you stayed in your bed ?
MOT,what are we going to do ?
MOT,what will I make you ?
CHI,jello .
MOT,okay can you say the full thing ?
CHI,making jello .
MOT,yeah .
MOT,why ?
MOT,why are we making jello ?
CHI,because wrong .
MOT,<no no no no> [/?] no .
MOT,because why ?
MOT,because you +/.
CHI,sleep .
MOT,sleep .
MOT,sleep .
CHI,good .
MOT,you sleep good .
MOT,right .
MOT,that's very good .
MOT,would you like to make some jello ?
CHI,yes .
MOT,yes .
MOT,what kind of jello would you like to make ?
CHI,red .
MOT,red jello .
MOT,you wanna pick it out ?
CHI,yes .
CHI,done .
MOT,do I have red jello ?
CHI,yes .
MOT,yes .
CHI,done .
CHI,done .
MOT,isn't there any in there ?
CHI,no .
MOT,"well , what's in there ?"
CHI,there's some jello .
MOT,see what other flavors I have .
MOT,what kind is that ?
CHI,cherry .
MOT,huh ?
CHI,cherry .
MOT,"what , don't you like cherry jello ?"
CHI,yes .
MOT,do you like cherry jello ?
CHI,yes .
MOT,yes ?
MOT,do you wanna make some ?
CHI,yes .
MOT,"well , come here ."
CHI,xxx .
MOT,why are we going to make cherry jello ?
CHI,because wrong .
MOT,what's wrong ?
MOT,alright .
MOT,step .
MOT,step .
MOT,you hafta be careful .
MOT,"okay , I'll get the water boiling ."
MOT,why are we making cherry jello ?
CHI,because wrong .
MOT,because why ?
MOT,because you did what ?
CHI,good .
MOT,tell me .
MOT,I want a full sentence .
MOT,huh ?
MOT,wanna write that down ?
CHI,yes .
MOT,okay .
MOT,if we write that down maybe it'll be easier for you to give me a sentence .
CHI,we [/?] .
CHI,will [/?] .
CHI,make [/?] .
MOT,no .
CHI,cherry [/?] .
MOT,cherry .
MOT,right .
MOT,good .
CHI,jello [/?] .
CHI,<be be> [/?] +/.
MOT,"no , let's look at that word ."
CHI,<be be> [/?] +/.
MOT,look at it again .
MOT,be [/?] +/.
CHI,de [/?] +/.
MOT,be [/?] +/.
CHI,xxx .
MOT,be [/?] +/.
CHI,because [/?] .
MOT,because .
CHI,because .
MOT,because why ?
CHI,because wrong .
MOT,no .
MOT,because +/.
CHI,xxx .
MOT,no because +/.
CHI,<Mark Mark> [/?] .
MOT,Mark .
MOT,<de de de> [/?] .
MOT,Mark .
CHI,<de de de> [/?] .
MOT,st [/?] +/.
CHI,stay [/?] .
MOT,right .
MOT,say it again .
CHI,stayed [/?] .
MOT,stayed .
CHI,stayed [/?] .
MOT,stayed where ?
MOT,what did you do last night ?
MOT,where did you stay ?
CHI,room .
MOT,that's right .
MOT,you stayed in +/.
CHI,room [/?] .
MOT,in room all +/.
CHI,<the night> [/?] .
MOT,"the night , right ."
MOT,now can you read it ?
MOT,that's why we're going to make it .
CHI,Mark xxx .
MOT,do you remember that word ?
MOT,say it louder .
CHI,stayed [/?] .
MOT,stayed .
CHI,stayed [/?] .
MOT,stayed .
MOT,stayed .
MOT,good .
CHI,<stayed in room all night> [/?] .
MOT,yes .
CHI,no came mommy's room .
MOT,no came mommy's room .
MOT,that's right .
MOT,you stayed in your room all night .
MOT,that's why we said we'd make something today .
CHI,jello .
MOT,would you like to make it ?
CHI,yes .
MOT,can you get the bowl ?
MOT,gotta get a bowl and spoon and I've got to boil some water .
MOT,can you reach it ?
MOT,get the chair .
CHI,xxx .
MOT,pull it out .
MOT,"oh , I know where the bowl is ."
MOT,it's in the dish+washer .
MOT,I used it yesterday .
MOT,can you get it out_of the dish+washer ?
MOT,no .
MOT,not in the sink .
MOT,in the dish+washer .
MOT,it's clean .
MOT,you can take it out_of there .
MOT,can you get me a big spoon please ?
MOT,fix your mouth .
MOT,have you got a big spoon or a little one ?
CHI,big one .
MOT,okay .
MOT,that's what I wanted .
MOT,can you open the package ?
MOT,open the package .
MOT,what are you going to do now ?
MOT,Mark ?
MOT,what are you going to do ?
MOT,what are you doing ?
CHI,open it .
MOT,you open it .
MOT,can you do it ?
MOT,you should be able to do it .
MOT,smell good ?
MOT,does it smell good ?
CHI,yes .
MOT,what does it smell like ?
CHI,cherry .
MOT,it smells like cherrys yes .
MOT,you tear it over the bowl .
MOT,okay .
MOT,now pour it .
MOT,let's take the paper off .
MOT,good job .
MOT,okay .
MOT,what are we going to do now ?
MOT,first of all you hafta throw the papers away .
MOT,okay .
MOT,what are we going to do now ?
MOT,did I turn it on ?
MOT,we hafta wait for the water to boil .
MOT,you don't stick you face in it .
MOT,the waters has [/?] to boil .
MOT,fix your mouth .
MOT,Mark .
MOT,Mark cmon .
MOT,we're gonna finish the jello .
MOT,what have you got in your hand ?
MOT,what have you got in your hand ?
CHI,xxx .
MOT,what is that ?
CHI,xxx .
MOT,you tell me .
MOT,talk slowly .
CHI,xxx .
MOT,well what is it ?
CHI,bird .
MOT,it's what ?
MOT,who made it ?
CHI,me .
MOT,did you make that ?
CHI,yes .
MOT,no you didn't .
MOT,who made it ?
CHI,bird .
MOT,"it's a bird , but who made the bird ?"
CHI,Gretchen .
MOT,"she made it , that's right ."
MOT,she gave it to you .
MOT,did she give it to you ?
CHI,yes .
MOT,"what kind of water is this , hot or cold ?"
CHI,cold .
CHI,hot .
MOT,that's right .
MOT,do you wanna stir ?
MOT,<hey hey> [/?] .
MOT,come on .
MOT,it's not going to burn you .
MOT,just be careful .
MOT,it's okay .
MOT,stir it .
CHI,done .
MOT,when we get home from what will it be ready ?
CHI,school .
MOT,no .
MOT,<when we get> [/?] where are we going this afternoon ?
CHI,gymnastics .
MOT,yeah .
