participant,sentence
MOT,"okay , Brett ."
MOT,"oh , you gotta put your green man on start , you silly goose ."
CHI,green .
MOT,"okay , right here ."
MOT,what color did you get ?
CHI,I got the green space .
MOT,okay .
MOT,very good .
MOT,"you know what , you're already at a one ."
MOT,look at this .
MOT,you already are at this .
MOT,turn it over .
MOT,how many raisins do you get ?
CHI,I'm gonna get one raisin .
MOT,alright .
MOT,there it is .
MOT,"okay , my turn ."
MOT,look what I got !
MOT,I got a yellow space .
MOT,okay .
MOT,your turn .
MOT,what did you get ?
CHI,I got the +/.
MOT,what did you get ?
CHI,I got the green space .
MOT,another green space .
CHI,another green space .
MOT,okay .
MOT,we'll put the used cards over here .
MOT,my turn .
MOT,"oh , what did I get ?"
MOT,what did I get ?
CHI,you get the +/.
MOT,you got +/.
MOT,you got the purple space .
MOT,I did .
MOT,so I'm gonna go +/.
CHI,purple space .
MOT,whose turn is it now ?
CHI,it's your turn .
CHI,where's the lollipop ?
MOT,look at me .
MOT,whose turn is it now ?
CHI,it's your turn .
MOT,no .
MOT,I had my turn .
MOT,whose turn is it ?
MOT,look_it .
MOT,whose turn is it now ?
CHI,"mommy's , my turn ."
MOT,right .
CHI,I got the orange space .
MOT,okay .
MOT,you really play this game really +/.
CHI,on the cherry .
MOT,"oh , ."
MOT,you're almost +/.
MOT,almost .
MOT,my turn again .
MOT,wait a minute .
MOT,"oh , ."
MOT,look what I got .
MOT,that's mine +/.
MOT,that's your +/.
MOT,you're right here on orange .
MOT,wait a minute .
MOT,you're here and I'm +/.
MOT,you're here +/.
MOT,"oh , ."
MOT,gotta make your man go forward and I'm here .
MOT,what did I get ?
CHI,you get +/.
CHI,you got two spaces .
MOT,what color are they ?
CHI,blue .
MOT,yeah .
MOT,"so , I can go to one blue space +/."
CHI,Brett's man .
MOT,and to another blue space .
MOT,whose green man ?
CHI,my green man ?
MOT,okay .
MOT,whose turn is it ?
CHI,my turn .
MOT,yeah .
MOT,I got the orange space .
MOT,come around here .
MOT,look_it Brett .
MOT,you +/.
MOT,what would you pass ?
CHI,I go past the one .
MOT,so what does that mean ?
CHI,wait .
MOT,what can you have ?
CHI,the one .
MOT,one what ?
CHI,one raisin .
MOT,why can you have one raisin ?
CHI,because I finished .
MOT,because you passed the one .
CHI,because I passed the one .
MOT,how many raisins can you have ?
CHI,<i got> [/?] I got to pass the one .
MOT,look at me .
MOT,how many raisins can you have now ?
CHI,I can have one raisin .
MOT,yup !
MOT,good talking .
CHI,good +/.
CHI,nutty bar .
MOT,okay .
MOT,whose turn is it now ?
CHI,your turn .
MOT,right .
MOT,look what I got .
MOT,I got a blue space again .
MOT,okay .
CHI,I got the orange space .
MOT,you did +/.
MOT,good Brett .
MOT,good for you .
CHI,good .
MOT,good for you .
MOT,whose [/?] whose turn is it now ?
CHI,mine .
MOT,whose turn ?
CHI,it's mommy's turn .
MOT,whose ?
CHI,your turn .
MOT,that's right .
