participant,sentence
MOT,did [/?] did chip make the birthday cake ?
CHI,yes .
CHI,no .
MOT,no .
MOT,did Miss_Johnson make the birthday cake ?
CHI,yes !
MOT,yes .
MOT,did you help her ?
MOT,Mark ?
MOT,can you look at me when we're talking ?
CHI,you help her .
MOT,did you help her cook ?
CHI,yes .
MOT,yes ?
MOT,what kind of cake was [/?] it ?
MOT,what kind of cake was [/?] it ?
CHI,strawberry .
MOT,it was [/?] a strawberry cake !
CHI,xxx .
MOT,did it have frosting on it ?
CHI,n@l [/?] +/.
MOT,Mark .
CHI,yes .
MOT,<give me> [/?] give me some full sentences .
CHI,m@l [/?] +/.
MOT,where you getting ?
MOT,what are [/?] you getting ?
MOT,is [/?] something you want ?
MOT,"oh , you needed those ."
MOT,I want you to tell me about the birthday party .
CHI,I need those .
CHI,xxx .
MOT,okay .
CHI,xxx .
MOT,Mark .
MOT,it was [/?] a strawberry birthday cake ?
MOT,Mark .
MOT,Mark .
CHI,yes .
MOT,yes .
CHI,&mm [/?] .
MOT,did you have a big piece of cake or a little piece of cake ?
CHI,big piece cake .
CHI,little .
MOT,you had a little or a big ?
CHI,big .
MOT,a big piece of cake .
MOT,did it taste good or did it taste bad .
CHI,taste good .
MOT,"it taste good , huh [/?] ?"
CHI,no .
MOT,what [/?] no what ?
CHI,it a big cake .
CHI,nut cake .
MOT,was [/?] it a circle cake or a square cake ?
CHI,circle .
CHI,circle ?
CHI,no .
MOT,a circle .
CHI,no .
MOT,what was [/?] it ?
CHI,it stop and go .
MOT,wait a minute .
MOT,that's a stop and go sign .
MOT,but let's wait a minute .
MOT,I don't wanna talk about the pictures now .
MOT,I wanna talk about the cake .
CHI,cake .
MOT,was [/?] the cake circle or was [/?] it square ?
CHI,square .
MOT,it was [/?] square .
MOT,did it have frosting on it ?
MOT,honey .
MOT,did the cake have frosting on it ?
MOT,or did it have candy on it ?
MOT,"come on , tell me ."
MOT,did the cake have frosting on it ?
CHI,yes .
MOT,yes .
MOT,what color frosting ?
CHI,white .
MOT,white frosting .
MOT,okay .
MOT,did you have candles on the cake ?
CHI,yes .
MOT,how many candles ?
CHI,two .
MOT,two candles ?
CHI,empty .
MOT,that's right .
MOT,it is empty .
MOT,what was [/?] in the box ?
CHI,raisins .
MOT,who ate the raisins ?
CHI,who did it ?
MOT,"yeah , who did it ?"
CHI,Michael .
MOT,Michael ate the raisins ?
CHI,no .
CHI,Mark .
MOT,yes .
MOT,can you say I +/.
CHI,I ate raisins .
MOT,I ate the raisins .
MOT,say “I did” .
CHI,I ate raisin .
MOT,I ate the raisins .
MOT,that's right .
MOT,<did you give> [/?] let's go back to the birthday party .
MOT,did you give chip a present ?
CHI,yes .
MOT,what present ?
CHI,letter Mark .
CHI,letter Joey .
CHI,letter .
CHI,Joey .
MOT,Joey .
CHI,xxx .
MOT,you gave them letters ?
CHI,yes .
MOT,"oh , you wrote chip letters ."
CHI,yes .
MOT,well that's nice .
MOT,good .
MOT,did chip go skating with you yesterday ?
CHI,yes [/?] no .
MOT,"oh , he didn't ?"
MOT,did he go ice skating with you ?
CHI,yeah .
MOT,yes .
MOT,okay .
MOT,did you have any ice_cream with the birthday cake .
MOT,Mark ?
MOT,look at mommy .
MOT,did you have ice_cream with the birthday cake ?
CHI,yes .
MOT,yes .
CHI,who did it ?
CHI,that mommy .
MOT,yeah that's mommy's .
CHI,mommy picture .
MOT,mommy's pictures .
CHI,not Mark .
MOT,are [/?] they Mark's or mommy's ?
CHI,mommy .
MOT,yes .
CHI,xxx .
MOT,yeah .
MOT,what did you do at school today ?
MOT,did chip come to school today ?
CHI,yes .
MOT,yes .
MOT,did he help you wash your hands today .
CHI,<done done> [/?] done .
MOT,done what ?
CHI,Donald not here .
MOT,who's not here ?
CHI,Donald not here .
CHI,Donald not here .
MOT,Donald's not there .
CHI,no .
MOT,"oh , where is Donald ?"
CHI,gone .
MOT,is [/?] he sick ?
CHI,no .
MOT,or [/?] or is [/?] he done working ?
CHI,done working .
MOT,he's done working .
MOT,"he is the janitor , right ."
CHI,janitor .
MOT,can you say that ?
CHI,janitor .
MOT,right .
MOT,Donald is the janitor .
CHI,j@l [/?] .
MOT,who is helping Donald ?
CHI,Mister_White .
MOT,Mister_White .
MOT,"oh , ."
MOT,how about +/.
CHI,new [/?] a new teacher .
MOT,you have a new teacher .
MOT,is [/?] Mister_White at school ?
CHI,Donald not here .
MOT,Donald's not here .
MOT,maybe I've got the wrong person .
MOT,I've gotta ask Miss_Jillson about that .
MOT,okay .
MOT,I'm gonna see Miss_Jillson tomorrow and I'm gonna ask her who Donald is .
CHI,don't hit Donald ?
MOT,no .
CHI,don't touch .
MOT,who [/?] what does Donald do ?
MOT,is [/?] Donald a teacher ?
CHI,yes .
MOT,who does he teach ?
CHI,Donald +/.
MOT,hm: [/?] ?
CHI,Donald [/?] Donald not die .
MOT,"no , he didn't die ."
MOT,"no , he didn't die ."
CHI,die .
MOT,maybe he's just taking a vacation .
CHI,yes .
CHI,take a walk .
MOT,he's taking a walk .
CHI,yes .
MOT,yes .
CHI,<in vaca> [/?] +/.
MOT,huh [/?] ?
CHI,yes .
MOT,is [/?] he taking a vacation ?
CHI,yes .
MOT,okay .
CHI,<&-uh &-uh> [/?] .
MOT,okay .
MOT,<was he at> [/?] he was [/?] not at school today .
MOT,was [/?] Mister_White at school today ?
CHI,yes .
MOT,yes .
MOT,did Donald help Mister_White ?
CHI,yes .
MOT,"oh , alright ."
MOT,<is anyone helping> [/?] who's helping Mister_White now ?
MOT,Mark .
MOT,who helps Mister_White ?
MOT,Mark ?
CHI,yes .
MOT,who helps Mister_White ?
CHI,Mark .
MOT,you don't help Mister_White .
MOT,"well , maybe you do ."
MOT,who ?
MOT,look at mommy .
CHI,who .
MOT,who ?
CHI,who help Mister_White .
MOT,who does ?
MOT,does Miss_Jillson or Rose_Marie help Mister_White ?
CHI,Donald .
MOT,Donald helps Mister_White .
MOT,"oh , I gotta write a note ."
MOT,"okay , I didn't know about that one ."
CHI,yes .
MOT,yes pl [/?] +/.
MOT,one [/?] .
MOT,two [/?] .
CHI,two .
MOT,what do you say ?
MOT,wait a minute .
CHI,thank you .
MOT,okay .
CHI,broken .
MOT,"no , it's +/."
CHI,stuck .
MOT,okay .
MOT,what is [/?] it ?
CHI,play .
MOT,what is [/?] it ?
CHI,play_dough .
MOT,yes .
MOT,"okay , you wanna open the other present ?"
MOT,I'm going to throw this away .
MOT,you haven't done this for a few months .
MOT,"oh , !"
MOT,what's that ?
MOT,can you tell me what that is [% uc] ?
MOT,read it .
CHI,cookie [/?] .
MOT,cook +/.
CHI,ie [/?] .
MOT,"yeah , cookie ."
CHI,bird .
MOT,look at it .
CHI,"<Ma , Ma> [/?] ."
MOT,"no , look at it again ."
CHI,<m making> [/?] .
MOT,maker .
CHI,maker .
CHI,open it .
MOT,yeah .
MOT,we'll open it .
MOT,you can make cookies with it .
MOT,throw the paper away .
MOT,and then we'll open it .
MOT,xxx what we'll do with that ?
MOT,we'll make +/.
CHI,play .
MOT,play_dough +/.
MOT,cook [/?] +/.
CHI,cookie .
MOT,cookies .
MOT,right .
MOT,that's right .
MOT,can you open up the play_dough ?
CHI,no Timmy .
CHI,no Timmy .
MOT,no Timmy .
MOT,no .
MOT,"okay , Mark ."
MOT,you open it .
MOT,maybe we can get Timmy to play a little with us .
CHI,broken .
MOT,"no , it's +/."
CHI,stuck .
MOT,alright .
MOT,it's hard to open .
CHI,hard to open .
MOT,yes .
MOT,can you get it out ?
CHI,no .
MOT,okay .
MOT,does it smell good ?
CHI,making bird .
MOT,"well , no ."
MOT,that isn't what we do first .
MOT,what do we do first ?
MOT,"what [/?] oh , you smelled it ."
MOT,how about we roll some ?
