participant,sentence
MOT,"Rick , what's his name ?"
CHI,a [/?] spikes .
MOT,"oh , good boy ."
MOT,okay !
CHI,"oh , let's let it dry ."
MOT,you let it all to dry up .
MOT,"it was wet , huh [/?] ?"
MOT,"where did you have all this stuff , Rick ?"
CHI,in the tub .
MOT,"in [/?] yeah , we had it in the bath+tub , huh [/?] ?"
MOT,so it got wet .
CHI,<a no> [/?] that's no more ?
MOT,"no more in the tub , no ."
MOT,took them out .
MOT,what are you making ?
MOT,"what is this , Rick ?"
CHI,a club+house .
MOT,"the club+house , good !"
CHI,I can't bring this all +/.
CHI,I put this +/.
MOT,yeah .
CHI,hat back .
MOT,a hat on the club+house ?
CHI,take off .
MOT,"yeah , take it off ."
MOT,"you gotta put that on Potato_Head , huh [/?] ?"
MOT,which one ?
MOT,want me to help ?
CHI,it feel soaking .
CHI,it take +/.
CHI,it needs some wheels ?
CHI,up around ?
MOT,hm: [/?] ?
CHI,I will snap the wheels ?
MOT,you're snapping the wheels on ?
MOT,"that's good , Rick ."
MOT,that's good .
MOT,good boy !
CHI,I think Potato_Head go in here .
CHI,where's the bonnet ?
MOT,the bonnet ?
MOT,let's see .
MOT,here we go .
MOT,"Rick , what color is the bonnet ?"
CHI,pink .
MOT,"pink bonnet , good boy ."
CHI,<I put> [/?] I put a bonnet .
MOT,"yeah , you put right on the head +/."
CHI,a [/?] don't take it off the head .
MOT,"no , leave it on ."
MOT,keep her warm .
CHI,I want a [/?] shoes on .
CHI,want this on ?
MOT,yeah .
MOT,"put the shoes on , that's right !"
MOT,what are you doing Rick ?
CHI,putting his shoes on .
MOT,"yeah , what color are these shoes , Rick ?"
MOT,look !
CHI,gray .
MOT,"no , Rick , look over here ."
MOT,what color are her shoes ?
CHI,yellow .
MOT,"yellow , good boy ."
MOT,yellow shoes for him .
CHI,where's the one ?
MOT,what are you looking for ?
CHI,where's the one ?
MOT,the what ?
CHI,the white one !
MOT,"oh , the white hat ?"
MOT,that little white hat ?
MOT,let me see .
MOT,this what you're looking for ?
MOT,there you go .
MOT,what do you say ?
CHI,thank you .
MOT,"okay , good boy ."
MOT,"good , get them all set up ."
CHI,I wanna try to put it on .
MOT,okay .
MOT,"Rick , are we gonna put the school house all together ?"
MOT,what about the truck ?
MOT,"Rick , look at me ."
MOT,where does the top for the school house go ?
CHI,I put this face on .
MOT,okay .
CHI,I put this on ?
MOT,"yeah , good boy ."
MOT,"what's that , another face ?"
CHI,where's the flower ?
CHI,I want [/?] broke the flower .
MOT,"oh , there it is ."
CHI,it's all broke off now .
MOT,what's that Rick ?
CHI,a chimney .
MOT,a chimney .
MOT,a little like a steeple I guess huh [/?] ?
MOT,where's the top for the steeple ?
MOT,"what goes up here , Rick , look !"
MOT,what goes here ?
CHI,a piece .
MOT,"yeah , that looks like a roof with a steeple ."
MOT,good boy .
MOT,what are you looking for now ?
CHI,the [/?] a clock .
MOT,a clocks .
MOT,"what do you do with clocks , Rick ?"
CHI,I put these on now +/.
MOT,Rick .
CHI,this on .
MOT,what are clocks for ?
MOT,to tell +/.
CHI,the school house .
MOT,to tell time !
CHI,I put some windows .
MOT,okay .
MOT,let's see +/.
MOT,where are all our +/.
MOT,"oh , here's one ."
MOT,"oh , here's another one ."
MOT,"Rick , how many windows ?"
CHI,"<one , two , three> [/?] ."
MOT,good boy !
CHI,"<two , four> [/?] ."
CHI,this is no window .
MOT,"oh , yeah , I think we're missing one window ."
