participant,sentence
MOT,good boy Stuart .
CHI,good boy .
MOT,what's that ?
MOT,look here .
MOT,Stuart .
MOT,what's that ?
MOT,right here .
MOT,look .
MOT,shoes .
MOT,say shoes .
CHI,shoe .
MOT,and who's this ?
CHI,&e [/?] +/.
CHI,doll .
MOT,"Stuart , say Mikey ."
CHI,Mikey .
MOT,Mikey .
CHI,Mikey .
MOT,hi .
MOT,hi .
MOT,"Stuart , hi ."
CHI,okay .
MOT,say hi .
CHI,hi .
MOT,how are you ?
CHI,fine .
MOT,good boy .
MOT,that's Mikey .
MOT,and what are these ?
CHI,shoe .
MOT,good .
MOT,"Stuart , what's this ?"
CHI,baby .
MOT,look .
MOT,what is it ?
CHI,hair .
MOT,"good boy , you're smart ."
MOT,Stuart .
MOT,you're a good boy .
CHI,okay .
MOT,and what are these ?
CHI,key .
MOT,keys .
MOT,they're keys .
MOT,"look in your book , huh [/?] ."
MOT,see all the nice things ?
CHI,key .
MOT,"Stuart , what's this ?"
CHI,pillow .
MOT,good boy .
MOT,what's this ?
MOT,it's a bed .
CHI,bed .
MOT,good boy .
MOT,"oh , look ."
MOT,what's he doing ?
CHI,bath .
MOT,"bath , good boy ."
MOT,"oh , good boy Stuart ."
MOT,what's this ?
MOT,bear .
MOT,Stuart .
MOT,say bear .
CHI,bear .
MOT,"that's right , good boy ."
MOT,what's he doing ?
CHI,xxx .
MOT,he's sleeping .
CHI,sleep .
MOT,sleeping .
MOT,"Stuart , what's this ?"
MOT,what is it ?
CHI,baby .
MOT,"Stuart , say pants ."
MOT,look .
MOT,say pants .
CHI,pants .
MOT,good boy .
MOT,what's this ?
CHI,shirt .
MOT,good boy .
MOT,that's right .
MOT,good boy Stuart .
MOT,what's this ?
CHI,shirt .
MOT,that's socks ?
CHI,sock .
MOT,what's this ?
CHI,shoe .
MOT,good boy .
MOT,"oh , look Stuart ."
MOT,a present .
MOT,it's a present .
MOT,do you wanna open it ?
MOT,open .
MOT,go ahead .
CHI,pull it .
MOT,pull it .
MOT,"ah , what is it ?"
MOT,oop [/?] !
MOT,"oh , a present for Stuart ."
MOT,now for me to figure out how I'm going to do this .
MOT,"oh , boy ."
MOT,"oh , look Stuart , it's a book ."
MOT,<teddy_bear bears take a vacation> [/?] .
MOT,look at that .
MOT,nice .
MOT,very nice .
MOT,am I doing this right ?
MOT,"oh , look at that Stuart ."
MOT,look .
MOT,"it's got honey in there , underneath the hood ."
MOT,"got another one in the back , too , in the trunk ."
MOT,"oh , look ."
MOT,look .
MOT,it's a ball .
MOT,and a bat .
MOT,in here .
MOT,it's nice .
CHI,okay .
MOT,this is nice .
MOT,"oh , look_it Stuart ."
MOT,oop [/?] !
MOT,look Stuart .
MOT,look .
MOT,right in here .
MOT,it's a little bear .
MOT,"Stuart , it's a bear ."
MOT,"Stuart , it's a bear ."
CHI,bear .
MOT,"yeah , a little [/?] baby bear ."
MOT,<let's> [/?] see .
MOT,look .
MOT,"oh , ."
MOT,see the bear ?
MOT,with the umbrella ?
MOT,looks like he's at the beach .
MOT,with the water .
CHI,ba [/?] .
MOT,oop [/?] .
MOT,look .
MOT,do you know what that is ?
MOT,what is it ?
CHI,umbrella .
MOT,and [/?] it's a fish .
MOT,see the fish ?
CHI,fish .
MOT,in the water .
MOT,and a crab .
MOT,Stuart .
MOT,it's a crab .
MOT,see the crab .
CHI,crab .
CHI,crab .
MOT,crab .
MOT,that's right .
MOT,that's good Stuart .
MOT,oop [/?] !
MOT,looks like he's riding his bike .
MOT,see the bike ?
MOT,what's he doing ?
MOT,"Stuart , what's he doing ?"
CHI,doing ?
MOT,he's riding his bike .
MOT,the bear .
MOT,look .
CHI,bike .
MOT,bike .
MOT,that's right .
MOT,and that's a +/.
MOT,oop [/?] Stuart .
MOT,that's a frog .
MOT,frog .
MOT,Stuart .
MOT,can you say frog ?
CHI,frog .
MOT,frog .
MOT,good boy .
MOT,and a turtle .
MOT,turtle .
MOT,see that .
MOT,they're all hidden .
MOT,Stuart .
MOT,see the squirrel ?
CHI,squirrel .
MOT,and the two bears .
MOT,see .
MOT,let's see what's in there .
MOT,it's a skunk .
MOT,see the skunk ?
MOT,like that ?
MOT,huh ?
MOT,it's nice .
MOT,what a nice +/.
MOT,"oh , look Stuart ."
MOT,look_it .
MOT,Stuart .
MOT,what's that ?
MOT,what are these ?
MOT,they're bears .
MOT,let's see what's hidden in here .
MOT,oh „ one of them is riding a plane .
MOT,look here .
MOT,see the plane ?
CHI,plane .
MOT,that's right .
MOT,good boy .
MOT,"Stuart , look ."
MOT,you like this ?
MOT,Stuart .
MOT,do you know what that is ?
CHI,rainbow .
MOT,rainbow .
CHI,rainbow .
MOT,good boy .
MOT,"you like rainbows , huh [/?] ?"
MOT,and you see what these are ?
CHI,rainbow .
MOT,what's this +/.
MOT,with ice_cream .
MOT,see the ice_cream ?
MOT,"oh , boy , something that you like is rainbows , huh ."
MOT,they have rainbows in school .
MOT,look at that .
MOT,see the sky ?
MOT,"mama showed you the sky before , right ?"
MOT,and the moon .
MOT,and the bears .
CHI,uhoh [/?] !
MOT,let's see .
MOT,"surprises , and the +/."
MOT,oop [/?] !
MOT,what's that ?
MOT,Stuart what's that ?
MOT,Stuart .
MOT,"Stuart , look ."
MOT,look here .
MOT,what is this ?
CHI,bear .
CHI,uhoh [/?] !
MOT,and what is this up here ?
MOT,look here .
MOT,"Stuart , look here ."
MOT,what is it ?
CHI,bear .
MOT,"yeah , that's a bear ."
MOT,this is a plane .
MOT,can you see that ?
MOT,it's small .
CHI,"<oh , oh , oh> [/?] !"
MOT,"oh , look Stuart ."
MOT,looks like a shooting star .
MOT,shooting star ?
CHI,star .
MOT,star .
CHI,star .
MOT,and the sky .
MOT,there's a planet .
CHI,uhoh [/?] !
MOT,can you say planet ?
CHI,uhoh [/?] !
MOT,"oh , Stuart , that's a nice book ."
MOT,that's a nice book .
MOT,it's nice .
CHI,xxx .
MOT,"see what else we have here , Stuart ."
MOT,oop [/?] what's that ?
CHI,sandwich .
MOT,sandwich .
MOT,and what's this ?
CHI,xxx .
MOT,look .
MOT,what is it ?
CHI,xxx .
MOT,it's milk .
CHI,milk .
MOT,milk .
MOT,and what's this ?
CHI,cake .
MOT,yep .
MOT,and what's this ?
MOT,right here .
MOT,fish .
CHI,fish .
MOT,good boy .
MOT,what are these ?
