participant,sentence
MOT,xxx .
CHI,I wanna make mine .
MOT,do you wanna play later on ?
CHI,yeah .
MOT,you want more play time .
MOT,okay .
MOT,<well wh> [/?] this is what you hafta do first .
MOT,then you can more +/.
CHI,I don't wanna read xxx .
MOT,then you can +/.
MOT,I don't wanna read him either .
MOT,let me see you tie your shoe .
CHI,make the red lace lie .
CHI,make the white lace lie .
CHI,I'm calling Richard !
MOT,Richard's in Virginia .
MOT,please tie your shoe .
CHI,gonna make the red tie .
CHI,make the white go under it .
CHI,I don't wanna make some letters .
MOT,come on .
CHI,make it the red one .
CHI,and make a white bunny .
CHI,xxx .
MOT,what's he gonna do ?
MOT,he's gonna take a nap with his head where ?
CHI,down .
MOT,"yeah , his head's gotta be +/."
MOT,"oh , where's your bunny eartail@f ?"
MOT,let me help you with your bunny eartail@f .
MOT,here's your little bunny eartail@f .
MOT,okay .
MOT,okay .
MOT,there you go .
MOT,now your little snake is taking a nap .
MOT,"okay , now what's he gonna do ?"
CHI,he gonna sneak around and look at the little bunny .
CHI,like that .
CHI,like hop that xxx .
CHI,make little bunny ears .
MOT,"okay , now you usually can do that ."
CHI,I don't wanna make some more .
MOT,alright we'll do this later .
CHI,I don't wanna make some more .
MOT,"Brett , sit right here next to me ."
CHI,I don't wanna make some more .
MOT,hey [/?] Brett .
MOT,Brett .
MOT,where's the book ?
CHI,above on your hair .
MOT,where's the book ?
CHI,on your hair .
MOT,all [/?] <you hafta> [/?] look at +/.
CHI,above your hair .
MOT,where's the book ?
CHI,above your hair .
MOT,where's the book now ?
CHI,on your hair .
MOT,okay .
MOT,I wanna hear you .
MOT,speak [/?] speak up .
MOT,okay .
MOT,where's the book ?
CHI,above your hair !
MOT,where's the book ?
CHI,on your hair !
MOT,where's the book ?
CHI,between your legs !
MOT,where's the +/.
CHI,book .
MOT,where's the book now ?
CHI,under your +/.
MOT,Brett where's the book ?
CHI,on your neck .
MOT,yeah .
MOT,hey [/?] now where's the book ?
CHI,on [/?] on my hair .
MOT,yeah .
MOT,where's +/.
MOT,sit up Brett .
MOT,come here .
MOT,now where's the book .
CHI,between my legs .
MOT,yeah .
CHI,hi .
MOT,that's good .
MOT,hey [/?] Brett .
MOT,whose [/?] whose blue pants ?
CHI,my blue pants .
MOT,whose +/.
CHI,I wanna put the blue shirt .
MOT,"after you do work I'll let you put your favorite shirt on , okay ?"
MOT,"Brett , do you wanna put your favorite shirt on after you work ?"
CHI,yeah .
CHI,yeah .
MOT,okay Brett .
MOT,when can you put your shirt on ?
CHI,after you do work .
MOT,after who does work ?
CHI,after I .
MOT,yeah .
MOT,whose brown sweater ?
CHI,where's the fireworks ?
MOT,whose brown sweater ?
CHI,yours .
MOT,yeah .
CHI,the fireworks up high .
MOT,hey [/?] Brett .
MOT,Brett .
CHI,the firework .
MOT,whose machine is over there ?
CHI,it's their machine .
MOT,that's right .
MOT,whose yellow house is this ?
CHI,it's our yellow house .
MOT,that's right .
CHI,their machine .
MOT,let's do some talking about your pictures .
MOT,because that's when we get a_lot_of conversation out_of you .
MOT,"oh , tell me about this picture ."
CHI,he's eating a sour lemon .
CHI,tastes sour .
MOT,what's he doing ?
CHI,eating a sour lemon .
