participant,sentence
MOT,who runs on the floor ?
CHI,mommy .
MOT,alright .
MOT,full sentence .
CHI,mommy run floor .
MOT,no .
MOT,full sentence .
CHI,mommy +/.
MOT,mommy run +/.
CHI,floor .
MOT,no .
MOT,where o@l [/?] +/.
CHI,on the floor .
MOT,that's right !
MOT,what do you got there ?
MOT,show me another picture ?
CHI,walnut .
MOT,a what ?
CHI,walnut .
MOT,walnuts ?
CHI,yeah .
MOT,okay .
MOT,how about a sentence with walnuts ?
CHI,eye .
CHI,wheel .
CHI,duck .
MOT,"no , wait ."
MOT,"<no , no , no> [/?] no ."
MOT,we're gonna make sentences .
CHI,no .
MOT,Mark .
CHI,xxx .
MOT,give me the pictures .
CHI,xxx .
MOT,no .
CHI,done .
MOT,okay .
MOT,give me a sentence with walnut .
MOT,huh ?
CHI,walnut <on the> [/?] on the table .
MOT,okay .
MOT,but how about a better one ?
MOT,what do you do with walnuts .
CHI,eat walnut .
MOT,full sentence .
MOT,who eats walnuts ?
CHI,Mark .
MOT,full sentence .
CHI,Mark eat walnut .
MOT,yeah .
MOT,do you like walnuts ?
CHI,yeah .
MOT,what color are walnuts ?
CHI,brown and tan .
MOT,brown and tan .
MOT,okay .
MOT,can you say a full sentence ?
CHI,brown and tan .
MOT,wa [/?] +/.
CHI,walnut .
MOT,are +/.
CHI,tan .
MOT,yeah .
CHI,brown .
MOT,yeah .
MOT,what shape are they ?
CHI,circle .
MOT,circle .
MOT,yes .
MOT,how about a sentence with play ?
CHI,play a ball .
MOT,full sentence .
CHI,play ball .
MOT,okay .
MOT,who plays ball ?
CHI,Mark .
MOT,another se [/?] &-uh [/?] full sentence .
CHI,Mark play ball .
MOT,who do you play ball with ?
CHI,Mark .
MOT,no .
MOT,Mark plays ball with ?
CHI,with .
CHI,Tim [/?] mommy .
MOT,mommy and +/.
CHI,Kristen .
MOT,Kristen and +/.
CHI,daddy .
MOT,<&-uh huh> [/?] .
CHI,Timmy .
MOT,Timmy .
CHI,done .
MOT,done .
MOT,do you play ball at school ?
CHI,yeah .
MOT,who do you play ball with in school ?
MOT,Mark ?
MOT,who do you play ball with in school ?
MOT,come on .
MOT,who ?
MOT,look at me .
CHI,who you play ball ?
MOT,yeah .
MOT,who do you play ball with ?
MOT,hm: ?
MOT,Mark ?
MOT,who ?
CHI,who play ball .
MOT,who plays ball ?
CHI,mommy .
MOT,in school ?
CHI,no .
MOT,who plays in school ?
CHI,who play in school .
MOT,who ?
MOT,&-uh [/?] then you can have these .
MOT,answer this question .
CHI,who play in school .
MOT,well answer it .
CHI,who play in school .
MOT,"alright , who ?"
CHI,Mark .
MOT,who do you play with ?
CHI,Irene .
MOT,where is Irene ?
CHI,gone .
MOT,where is she gone ?
CHI,to have a baby .
CHI,Miss_Jillson .
MOT,Miss_Jillson that's right .
MOT,you play with Miss_Jillson .
MOT,that's right .
MOT,okay .
MOT,wanna look at another picture ?
CHI,walnut .
MOT,well we've already done walnut .
MOT,let's do another one .
CHI,eye .
MOT,eyes .
MOT,okay .
MOT,give me a sentence with eyes .
CHI,that on [/?] on face .
MOT,alright .
CHI,eye go on feet .
MOT,no .
MOT,they don't go on feet .
MOT,do eyes go on their feet ?
CHI,no .
MOT,no .
MOT,where do they go ?
CHI,no .
CHI,eye go on feet .
MOT,do eyes go on their feet ?
CHI,no .
MOT,no .
CHI,no .
CHI,<eye go on> [/?] eye go right there .
MOT,they go right there ?
MOT,where's that ?
CHI,yes .
MOT,yes .
MOT,where is this ?
MOT,what's this called ?
