participant,sentence
MOT,Rick what's this ?
CHI,what that ?
CHI,fence .
MOT,that's a fence .
MOT,can you put it together ?
CHI,open .
CHI,open .
MOT,you putting the car in the house Rick ?
CHI,xxx .
MOT,Rick where does the bed go ?
MOT,there .
MOT,good boy .
MOT,in the bed+room .
CHI,xxx .
MOT,good boy .
MOT,"Rick , look ."
MOT,look at all the animals .
MOT,let's make the fence .
MOT,look .
MOT,I made some of the fence .
MOT,can you make some ?
MOT,Rick look .
CHI,it's on .
MOT,don't touch .
CHI,it's on .
MOT,yeah .
CHI,green .
MOT,"Rick , what color is this ?"
CHI,red .
MOT,good boy .
MOT,you're pressing the button .
MOT,"Rick , what color is this ?"
CHI,blue .
MOT,good boy .
MOT,"Rick , what's he doing ?"
MOT,look .
MOT,Rick .
CHI,this .
CHI,cowboy .
MOT,that's a cowboy .
MOT,good boy .
MOT,put him on his horse Rick .
MOT,good boy .
CHI,nap .
CHI,nap .
MOT,Rick who's this ?
MOT,look at me .
MOT,who's this ?
CHI,piggy .
MOT,piggy .
CHI,xxx it up .
MOT,look Rick .
MOT,Rick .
MOT,look who's over here ?
CHI,xxx pig .
MOT,Rick let's set up the fence .
MOT,for the animals .
MOT,come here Rick .
MOT,let's do this .
CHI,"oh , ."
MOT,"good boy , you're making a fence ."
CHI,make fence .
MOT,that's a good boy !
MOT,"Rick , you're making the fence ."
MOT,here's some more .
MOT,good boy .
MOT,here's some more .
CHI,xxx bed .
MOT,you're gonna put the bed in the fence ?
MOT,Rick what about the animals ?
MOT,"where will they go , okay ?"
MOT,good boy .
MOT,Rick where does the chicken go ?
CHI,people .
MOT,Rick look .
MOT,where does the chicken go ?
CHI,chicken go ?
MOT,in there too ?
CHI,okay .
MOT,you better put the bed back in the bed+room .
MOT,"good boy , Rick , you're making the fence !"
MOT,that's good .
MOT,you do a good job .
MOT,here's some more .
MOT,you want some more ?
CHI,more .
MOT,say “more fence” .
CHI,want fence .
CHI,want fence .
MOT,good boy .
MOT,good boy .
MOT,Rick here's the harness for the horse .
MOT,look .
MOT,put the harness on .
CHI,harness on .
MOT,put it on .
MOT,push it on Rick .
MOT,push it on .
MOT,good boy .
CHI,giraffe .
CHI,giraffe ?
MOT,"that's a horse , Rick ."
MOT,"Rick look , what's this ?"
CHI,horse .
MOT,"look at this , what's this ?"
CHI,the cow moo .
MOT,"the cow , he says moo [/?] ."
MOT,good boy .
MOT,"Rick , what does the horse say ?"
MOT,good boy .
MOT,"Rick , what does a sheep say ?"
MOT,Rick look .
MOT,"Rick look , what does the sheep say ?"
MOT,baaa [/?] .
CHI,baaa [/?] .
MOT,good boy .
MOT,what does the rooster go ?
CHI,hey [/?] .
MOT,and the piggy ?
MOT,"what does the pig say , Rick ?"
CHI,hey [/?] .
MOT,"no , Rick look ."
CHI,hey [/?] .
MOT,Rick ?
MOT,what does the pig say ?
MOT,oink [/?] .
CHI,oink [/?] .
MOT,"<oink , oink> [/?] ."
MOT,good boy .
MOT,don't open it Rick .
MOT,say closed .
CHI,closed .
MOT,keep it closed .
CHI,keep closed .
CHI,keep closed .
CHI,keep closed .
MOT,good looking at mommy .
MOT,good looking .
MOT,who's my boy ?
CHI,me .
MOT,good boy .
MOT,"Rick , point to the pig ."
CHI,pig .
MOT,"no , that's wrong , look ."
CHI,pig .
CHI,pig .
MOT,who has the pig ?
CHI,pig .
MOT,no .
CHI,pig .
MOT,"piggy , Rick ."
CHI,piggy .
MOT,"Rick look , piggy ."
CHI,piggy .
CHI,piggy .
MOT,talk to the piggy .
CHI,piggy .
CHI,piggy .
MOT,"piggy , okay , good boy ."
MOT,"Rick , can you put the cowboy +/."
MOT,"good boy , you put the farmer in !"
MOT,"but I wonder what happened to his little cart , Rick ?"
MOT,good boy .
MOT,here's some more fence .
CHI,more fence .
MOT,you put the fence together .
MOT,you did a good job .
MOT,Rick where does the rooster go ?
MOT,you can put him in the hayloft .
MOT,say no .
MOT,Rick look .
MOT,say no .
CHI,no .
CHI,no .
MOT,alright .
MOT,Rick here's the farmer .
MOT,where do you put him ?
MOT,okay .
MOT,"you put the cover on , that's good ."
MOT,Rick look .
MOT,Rick what's this ?
CHI,door .
MOT,that's the door .
MOT,Rick what's this ?
CHI,broken .
MOT,"it's broken , what +/."
MOT,that [/?] you know what ?
MOT,that goes right here .
MOT,look .
MOT,"no , not on that one , it goes on this one ."
MOT,give the cowboy some hair .
MOT,turn it around .
MOT,turn it around .
MOT,"goes this way , look_it ."
MOT,look at mama .
MOT,see ?
MOT,press it down .
MOT,good boy .
MOT,ah [/?] .
MOT,good try .
MOT,what else does he need ?
MOT,does he need his hat ?
MOT,Rick look .
MOT,what's this ?
CHI,hat .
MOT,good boy .
MOT,whoops [/?] .
MOT,there !
MOT,there goes his hat !
MOT,now he's all set .
MOT,wanna put him on his horse ?
MOT,"you can put him on his horse , Rick ."
MOT,make him ride his horse .
CHI,rides a horse .
MOT,he's riding the horse .
MOT,good boy .
CHI,purple .
MOT,that's a purple car .
MOT,good talking Rick .
MOT,good boy .
CHI,purple .
MOT,okay .
CHI,purple .
CHI,purple .
MOT,that's purple .
MOT,that's right .
MOT,Rick what color is this car ?
MOT,what color ?
CHI,color .
MOT,what color ?
CHI,color .
CHI,color .
MOT,white .
CHI,white .
MOT,say white car .
CHI,white car .
MOT,good boy .
MOT,good boy Rick .
MOT,good boy .
MOT,"Rick , here are the cows ."
MOT,the cattle .
MOT,you gonna put them in the farm too ?
MOT,here's another horse .
CHI,present .
MOT,"Rick look , that's for you !"
CHI,have a present .
MOT,a present .
MOT,good boy .
MOT,"oh , look at that , did you +/."
MOT,"Rick , did you say thank you ?"
MOT,say thank you .
CHI,thank you .
MOT,okay .
MOT,"<ah , oh> [/?] Rick look that !"
CHI,want help open .
MOT,Rick look .
CHI,xxx .
MOT,Rick .
MOT,"look at this , what's this ?"
CHI,boy .
MOT,what's this Rick ?
MOT,Rick look at mama .
MOT,look .
CHI,what that ?
MOT,"Rick , is this a bear ?"
CHI,bear .
CHI,bear .
CHI,xxx .
CHI,bear .
CHI,xxx .
MOT,Rick look .
CHI,got a bear .
MOT,turn the pages .
MOT,isn't that nice ?
CHI,turn .
MOT,"look , what's he riding ?"
CHI,bike .
MOT,a bike .
MOT,what's this ?
CHI,this .
CHI,what that ?
MOT,"that's a butterfly , Rick ."
MOT,good asking .
CHI,butterfly .
MOT,good boy .
MOT,what's this ?
CHI,what this ?
MOT,that's a tree .
CHI,xxx .
MOT,Rick what are they riding .
CHI,tree .
MOT,but what's this that they're in ?
CHI,swing .
MOT,"that's a swing , good boy ."
MOT,good boy .
MOT,"Rick , what's that ?"
CHI,night moon .
MOT,"that's the moon , yeah ."
MOT,they're saying good_night moon .
MOT,good boy !
MOT,"oh , look at that Rick ."
MOT,mommy didn't even see that .
MOT,"look , Rick ."
MOT,"oh , Rick look at this ."
MOT,Rick what's this ?
CHI,what's this ?
MOT,look .
CHI,what that ?
CHI,xxx .
MOT,that's a plane .
MOT,close Rick .
CHI,plane .
MOT,"look , let's see what the next one has ."
MOT,"oh , I think we hafta go back ."
MOT,"okay , come back to this one , look ."
MOT,Rick .
MOT,look Rick !
MOT,what's this Rick ?
CHI,cone .
CHI,ice_cream .
MOT,ice_cream cone .
MOT,"good boy , Rick ."
MOT,you're talking nice .
MOT,Rick what's this ?
CHI,what that ?
CHI,train .
MOT,that's a plane .
CHI,plane .
MOT,Rick look .
MOT,count the bears .
CHI,one [/?] .
MOT,"<one , two> [/?] ."
MOT,good boy .
MOT,let's see what the next one is Rick .
MOT,let's see .
MOT,what's that Rick ?
CHI,it's a owl .
MOT,that's an owl .
MOT,good boy .
MOT,we got another one .
CHI,want help .
CHI,help .
MOT,here .
MOT,want me help ?
MOT,Rick what's that ?
CHI,what's this ?
MOT,that's a skunk .
CHI,skunk .
MOT,yeah .
MOT,hey [/?] go to this page .
MOT,"Rick , look , see ."
MOT,what's this ?
CHI,what that ?
CHI,this .
MOT,"okay , Rick , look ."
MOT,what's that ?
CHI,what that ?
CHI,this .
MOT,you know what this is ?
CHI,what that ?
MOT,"that's a frog , Rick ."
MOT,"Rick , say frog ."
CHI,frog .
CHI,frog .
MOT,good boy .
MOT,Rick what's this ?
CHI,frog .
MOT,"no , what's this one ?"
CHI,what that ?
MOT,Rick look .
CHI,this .
MOT,that's a turtle .
CHI,turtle .
CHI,turtle .
MOT,good boy .
MOT,"okay , let's go to the next one ."
MOT,what's this ?
CHI,a beach .
MOT,"that's the beach , yeah ."
MOT,they're at the beach .
MOT,and what's this over here Rick look ?
CHI,what that ?
CHI,fish .
MOT,that's a fish .
CHI,fish .
MOT,look at this Rick .
MOT,"Rick , look at me ."
CHI,what ?
MOT,Rick what's this ?
CHI,what this ?
CHI,what that ?
MOT,that's a crab .
CHI,crab .
MOT,isn't this a nice book Rick ?
MOT,Rick look .
MOT,what's that ?
CHI,door .
MOT,that's the car .
MOT,ooh [/?] I think there's another one around this one .
MOT,Rick look .
MOT,that's tennis .
MOT,they're playing tennis .
MOT,isn't that nice ?
MOT,look .
MOT,what's he doing ?
CHI,house .
MOT,what's this Rick ?
CHI,house .
MOT,"that's a house , yeah ."
MOT,see and there's honey .
MOT,that's honey Rick .
CHI,honey .
MOT,honey .
MOT,pots of honey .
