participant,sentence
MOT,good job !
CHI,oop [/?] it fell down .
MOT,"yeah , it fell down ."
MOT,build the tower again .
MOT,build the tower .
CHI,good job .
MOT,yeah .
CHI,it's a good job .
MOT,want some help ?
CHI,want some help ?
CHI,want some help ?
CHI,help game .
CHI,help game .
CHI,help game .
CHI,help game .
CHI,help game .
CHI,help game .
CHI,need help .
MOT,"what color is that , roger ?"
CHI,yellow .
MOT,yellow .
CHI,good job .
CHI,good job .
MOT,are you_all through ?
MOT,give me the cups .
CHI,give me the cups .
MOT,put them all away .
CHI,roger .
MOT,put the cups away .
CHI,roger .
CHI,roger .
CHI,roger .
CHI,give me the cup .
MOT,thank you !
MOT,you did a good job !
MOT,you're gonna get a piece of the twinkie .
CHI,piece of a twinkie .
CHI,twinkie .
MOT,and get a drink of chocolate milk .
CHI,good boy .
MOT,good boy .
CHI,time to play your blocks .
MOT,alright .
MOT,take your blocks out .
CHI,take your blocks out .
CHI,take +/.
CHI,take your blocks out .
CHI,xxx .
CHI,no .
CHI,don't xxx +/.
MOT,what do you need ?
CHI,help ?
MOT,you need help ?
CHI,need help ?
MOT,okay .
CHI,make a police car .
CHI,police man !
MOT,police man .
CHI,police .
MOT,make a police car .
MOT,where's the police car ?
CHI,police man open the door .
MOT,yeah .
MOT,he opened the door .
MOT,what's this roger ?
MOT,what's this ?
CHI,police car .
MOT,what's this ?
CHI,police man .
MOT,it's a police man ?
MOT,alright put the police man in the car .
MOT,ah [/?] .
CHI,open the door .
MOT,put the police man in the car .
MOT,roger what color is the car ?
MOT,hm:: [/?] ?
MOT,what color is the car ?
CHI,car .
MOT,what color is it ?
MOT,what color is this ?
CHI,twinkie .
MOT,what color is it ?
MOT,what color is this ?
CHI,police car .
MOT,yeah what color is the police car ?
MOT,what color is it ?
CHI,blue .
MOT,"blue , yeah ."
CHI,lay down .
MOT,yeah the man's lying down inside the police car .
MOT,you have two police cars now .
MOT,"come here , roger ."
MOT,roger .
MOT,sit down .
CHI,sit down .
MOT,what's that ?
CHI,it's a bite .
CHI,it's a busybite@c .
MOT,no that's a microphone .
CHI,microphone .
CHI,microphone .
CHI,oop [/?] it fell down .
MOT,"oh , ."
CHI,it fell down .
MOT,the police car tipped over .
MOT,roger why don't you put [/?] put your blocks away ?
MOT,put your blocks away .
CHI,xxx .
CHI,put the blocks away .
CHI,put the +/.
MOT,put all the blocks away .
CHI,xxx .
CHI,that's old xxx .
CHI,no talking .
CHI,get the raincoat .
CHI,no talking .
MOT,zip up .
CHI,zipper up .
MOT,zip it up .
CHI,zipper up .
CHI,zipper up .
CHI,zipper up .
MOT,good boy .
MOT,put the blocks away .
CHI,zipper up .
CHI,zipper up .
MOT,put the blocks away .
CHI,good boy .
MOT,good boy .
CHI,good boy .
CHI,do you need help ?
CHI,need help .
CHI,that's right .
CHI,good boy .
MOT,open the present .
CHI,present .
CHI,don't touch .
MOT,don't touch xxx .
MOT,open it .
CHI,good boy .
MOT,what is it ?
CHI,police cars .
MOT,"well , they're not all police cars ."
MOT,they're just cars .
MOT,let's see .
MOT,what color is this one ?
CHI,red .
MOT,what's that ?
CHI,yellow .
CHI,what color ?
CHI,green .
CHI,what color ?
CHI,purple .
CHI,what +/.
CHI,orange .
CHI,blue .
MOT,right .
CHI,good boy .
MOT,yeah .
MOT,you wanna open it up ?
CHI,wanna bite ?
MOT,"yep , open it up ."
MOT,play with all the cars ?
MOT,sit down .
MOT,look at all the cars .
MOT,oops [/?] .
MOT,looks like one of them lost it's wheels .
CHI,blue .
CHI,purple .
MOT,maybe they gave us an extra set of wheels .
MOT,that's a truck .
MOT,what's this roger ?
CHI,door .
MOT,"that's a door , yeah ."
MOT,and what's this ?
CHI,Ann's car .
MOT,what's this roger ?
CHI,Ann .
MOT,Ann's car ?
MOT,yeah <this is> [/?] this is almost the same color as Ann's car .
CHI,"<it's , it's a> [/?] it's a orange car ."
MOT,it's an orange car ?
CHI,orange car ?
MOT,"this one looks like a Volkswagon , but I don't know +/."
CHI,no more twinkies .
MOT,it looks like a +/.
MOT,oh „ a Porsche .
MOT,Porsche .
CHI,it's a green car .
MOT,it's a green car .
CHI,it's a yellow car .
MOT,"yeah , it's a yellow car ."
CHI,yellow car .
MOT,who [/?] who's that ?
CHI,mommy .
MOT,"that's mommy , yeah ."
CHI,<it's> [/?] it's red .
CHI,it's a purple xxx .
MOT,it's a purple +/.
MOT,purple car ?
CHI,car .
CHI,purple red .
MOT,it's red .
CHI,<it's> [/?] it's red .
CHI,it's blue .
MOT,"here , can we line them up ?"
MOT,let's line up all the cars like this .
MOT,roger here .
CHI,orange car .
MOT,line up all the cars .
MOT,put that one here .
CHI,good boy .
MOT,okay count the cars .
MOT,count them .
CHI,<one two three four five six seven eight> [/?] .
MOT,there's eight ?
MOT,let's count them again .
MOT,one [/?] .
CHI,<one two three four five six> [/?] .
MOT,six cars .
CHI,six car .
CHI,six car .
MOT,can you do this ?
MOT,what's this here ?
MOT,do you wanna +/.
CHI,train ?
MOT,what's this ?
CHI,a square .
MOT,yeah we made a square out_of the cars .
CHI,you made this .
CHI,you make a triangle .
MOT,no I made a square .
MOT,can we make a triangle ?
CHI,we make a triangle ?
MOT,let's see .
MOT,no .
MOT,what's that ?
CHI,triangle .
MOT,yeah .
CHI,<you make a> [/?] you make a triangle ?
MOT,yeah .
MOT,I made a triangle with the cars .
MOT,what are you doing roger ?
CHI,you make a car .
MOT,"oh , you're lining up all the cars ."
MOT,"oh , pushing them all together ?"
CHI,<one two three four five six seven> [/?] .
CHI,<seven six> [/?] .
CHI,find cars .
CHI,find cars .
MOT,"roger , who's that ?"
CHI,mommy .
CHI,roger look at me .
MOT,do you wanna +/.
MOT,"those are nice cars , huh [/?] ?"
MOT,which one is Ann's car ?
MOT,show me Ann's car ?
CHI,Ann's car .
MOT,which one is Ann's car ?
MOT,come here .
MOT,"hey [/?] , hands down ."
CHI,"roger , hands down ."
MOT,let's play a little game .
MOT,okay ?
MOT,look roger .
MOT,which one's Ann's car ?
CHI,good boy .
MOT,wanna play with the blocks ?
MOT,put the blocks out .
MOT,the shapes .
MOT,take the shapes out .
CHI,shapes .
CHI,pentagon .
MOT,roger what do you need ?
CHI,need help .
MOT,okay .
CHI,help game .
MOT,take the shapes out .
CHI,"oh , !"
CHI,"yeah , it's +/."
CHI,xxx .
MOT,roger .
CHI,yeah it's the circle .
MOT,put the circle in the box .
MOT,what color's the circle ?
CHI,orange .
MOT,alright put the orange circle in the box .
MOT,what's that ?
CHI,blue [/?] blue pentagon .
MOT,blue pentagon alright .
MOT,put the pentagon in .
CHI,we got the pentagon ?
CHI,got the pentagon ?
MOT,put the pentagon in the box .
MOT,what do you need ?
CHI,need help .
MOT,okay .
CHI,<you need> [/?] you need xxx .
MOT,is that it ?
CHI,pentagon ?
MOT,we'll find it roger .
MOT,put the pentagon in .
CHI,here's orange .
MOT,what's that ?
CHI,star .
MOT,alright put the star in the box .
MOT,what color is the star ?
MOT,roger ?
MOT,look at me .
CHI,star .
MOT,what color is the star ?
CHI,"blue [/?] , red star ."
MOT,alright .
MOT,put the star in the box .
CHI,Fruit_Roll_Ups .
CHI,Fruit_Roll_Ups .
MOT,roger .
MOT,look at me .
MOT,what do you need ?
CHI,need help .
CHI,it's a purple +/.
CHI,it's a purple triangle .
MOT,put the purple triangle in the box .
CHI,put the white in .
MOT,"well , you can put the white one in too ."
MOT,xxx .
CHI,xxx .
MOT,here .
MOT,let's find it .
CHI,yeah it's parallelogram .
MOT,alright .
CHI,parallelogram .
MOT,parallelogram .
MOT,but you're close .
MOT,put it in .
CHI,put it in .
CHI,put it in .
CHI,oop [/?] it fell down .
MOT,oop [/?] .
CHI,fell and down .
MOT,put it in the box .
CHI,get up .
MOT,what's the matter roger ?
CHI,we got +/.
CHI,we got parallelogram .
MOT,turn it around .
CHI,put the star in .
MOT,alright .
MOT,what color is the star ?
CHI,put the star .
CHI,twinkle star .
MOT,put the star in .
MOT,the green star .
MOT,what's that ?
CHI,purple diamond .
MOT,purple diamond ?
MOT,put the purple diamond in .
MOT,good boy .
MOT,what's that ?
CHI,star .
MOT,"okay , put the green star in ."
CHI,xxx .
CHI,xxx .
MOT,"well , turn it this way ."
MOT,what's that roger ?
CHI,star .
MOT,that's not a star .
CHI,star .
MOT,is that an oval ?
CHI,a moon .
MOT,a moon ?
MOT,okay .
CHI,it's a orange oval .
MOT,"that's an oval , yes ."
MOT,does that go right there ?
MOT,roger ?
MOT,is that it ?
MOT,no .
CHI,no .
MOT,no .
MOT,daddy's wrong .
MOT,how about this one ?
MOT,what's that ?
CHI,oval .
MOT,okay .
MOT,"good boy , you get a piece +/."
CHI,of a twinkie .
MOT,"here , we'll just let you take a bite ."
MOT,take a bite .
MOT,good .
MOT,have some chocolate milk .
CHI,twinkie .
CHI,don't spill it .
MOT,don't spill it .
MOT,do you +/.
CHI,good boy .
MOT,good boy .
MOT,"okay , what else do you wanna play with ?"
CHI,play with blocks and Cabbage_Patch .
MOT,where's Doctor_Essy_Bessy ?
MOT,what's this ?
MOT,put the cars down .
MOT,what's this ?
CHI,xxx .
MOT,what's that ?
CHI,lotion .
MOT,can I have the lotion ?
CHI,can I have the lotion ?
MOT,<can you> [/?] can you open the lotion ?
CHI,and hand .
CHI,and hand .
MOT,what do you need ?
CHI,need help .
MOT,"okay , daddy will help you ."
MOT,where do you want the lotion ?
CHI,on a hand .
MOT,alright .
MOT,you want it on your hand ?
CHI,hand .
MOT,gotta turn your hand like this .
MOT,here you go .
CHI,okay hand .
MOT,okay .
MOT,rub the lotion .
MOT,roger [/?] roger .
MOT,look at me .
MOT,go like this .
