participant,sentence
MOT,you played in the field .
CHI,and laughed .
MOT,and laughed out in the field .
CHI,and say bye the kite .
CHI,bye to the kite .
MOT,to the kite .
MOT,that's right .
MOT,Jack played with the kite today at school .
MOT,and had lots_of fun .
CHI,bye to the kite .
MOT,did Jack fly the kite ?
CHI,bye the kite .
MOT,<and where> [/?] where <was this> [/?] was [/?] the kite ?
CHI,"going bye , saying bye ."
MOT,and where was [/?] it ?
CHI,up .
MOT,way up in the +/.
CHI,bye [/?] sky .
MOT,sky .
CHI,"<bye , bye> [/?] bye kite ."
MOT,and did Jack hold onto the kite ?
CHI,Jack say bye to the kite .
MOT,what did Jack hold on to ?
CHI,the kite .
MOT,the kite .
CHI,and Jack say bye the kite .
MOT,did [/?] did Jack hold onto a piece of string ?
CHI,and say bye to the kite .
MOT,and played with the kite .
MOT,Jack played with the kite .
MOT,did you have fun ?
CHI,say bye the kite .
MOT,did Jack like that ?
CHI,yeah .
MOT,yeah .
MOT,that's what Katherine wrote me a note home .
MOT,and said Jack had so much fun today in school .
CHI,where's Mary_Ellen ?
MOT,Mary_Ellen probably went home .
MOT,she's probably home right now .
MOT,"Mary_Ellen probably walked into her house and sat down on the chair and said oh , I had such a busy day at school playing with Jack and +/."
CHI,that's all for the day .
MOT,that's right .
MOT,"and she may have said , that's all for the day ."
CHI,xxx .
MOT,"no , at the league school ."
MOT,okay .
CHI,until then this is Lynn Rosen .
MOT,until then this is Lynn Rosen ?
CHI,this is Lynn Rosen .
CHI,until then this is Lynn Rosen Speaknsay .
MOT,"oh , Speaknsay ."
CHI,bon@s:fra appetit@s:fra .
CHI,bon@s:fra appetit@s:fra .
MOT,did you say bon@s:fra appetit@s:fra ?
MOT,who says that ?
MOT,who says bon@s:fra appetit@s:fra ?
CHI,Julia_Child .
MOT,who does ?
CHI,Lynn .
MOT,does Lynn ?
MOT,maybe Lynn does say that at school .
MOT,who else says that ?
CHI,xxx .
CHI,Doctor_Kaban .
MOT,"no , Doctor_Kaban doesn't say that ."
MOT,what does Doctor_Kaban do ?
CHI,he won the beep .
MOT,Doctor_Kaban took care of Jack's +/.
CHI,teeth .
MOT,teeth .
MOT,that's right .
CHI,Jack says he won the beep .
MOT,that was [/?] last year .
CHI,say beep .
MOT,and he beeped .
CHI,and they won the beep .
MOT,who beeped ?
MOT,"here , you wanna put some more of these together Jack ?"
MOT,here .
CHI,xxx .
MOT,here you go .
MOT,you wanna put them in .
CHI,bon@s:fra appetit@s:fra .
MOT,here you go .
MOT,wanna put that in ?
MOT,there goes another one .
CHI,"oh , well ."
CHI,it's fun to +/.
CHI,piece .
MOT,just put that in .
MOT,put it in tight .
MOT,"Jack , tell Helen where did you go yesterday ?"
MOT,where did mama and Jack go yesterday ?
MOT,Jack ?
MOT,"Jack , no talking television ."
MOT,Jack ?
MOT,turn around .
MOT,tell Helen where you went yesterday .
MOT,did you get your jogging outfit on ?
CHI,yeah .
MOT,and where did we go ?
CHI,running .
MOT,we went running .
MOT,where did we go running ?
CHI,<on the> [/?] <in the> [/?] on around the fresh pond .
MOT,where did we go ?
MOT,mama and Jack went running .
MOT,take that out_of your mouth .
CHI,xxx .
MOT,mama and Jack went running where ?
CHI,around the fresh pond .
MOT,that's right .
MOT,we went over to the fresh pond and we went running .
MOT,and did Jack like that ?
CHI,but [/?] and see Jack ride back in the car ?
MOT,did Jack like +/.
MOT,did Jack like running at fresh pond ?
CHI,yeah .
MOT,"good , yeah ."
MOT,are [/?] we gonna go again ?
CHI,yeah .
MOT,good .
MOT,we will .
MOT,we'll go again .
MOT,would Jack like to go today ?
CHI,it's now .
