participant,sentence
MOT,god bless you .
MOT,bless you .
MOT,can you sing “sit right down” ?
MOT,huh [/?] ?
MOT,you do .
MOT,<sit right down> [/?] .
MOT,Stuart .
CHI,want water .
MOT,you want water ?
CHI,water .
MOT,that's good asking .
MOT,okay .
MOT,say sit right down .
CHI,sit down .
MOT,sit right down .
CHI,sit right down .
MOT,good boy .
MOT,you can have water .
MOT,okay .
CHI,xxx .
MOT,here you go .
MOT,get you a tissue .
MOT,Stuart .
MOT,"oh , ."
MOT,come sit .
MOT,good boy .
MOT,wipe your nose .
MOT,what's this ?
CHI,nose .
MOT,what's this ?
CHI,what this ?
MOT,look .
MOT,tissue .
CHI,tissue .
MOT,yeah .
MOT,here you go .
MOT,oop [/?] .
MOT,Stuart .
MOT,wanna sing some more ?
CHI,more .
MOT,you like that ?
CHI,I like it .
MOT,you like it ?
MOT,huh [/?] ?
MOT,Stuart .
MOT,you like it ?
MOT,what do you like ?
CHI,want [/?] want chip .
MOT,you want chip ?
CHI,chip .
MOT,"oh , ."
MOT,you gotta sit down .
MOT,oop [/?] .
MOT,over here .
CHI,over here .
MOT,good boy .
MOT,what do you like ?
CHI,I like &ch [/?] chips .
MOT,good .
MOT,good boy Stuart .
MOT,you're a good boy .
MOT,you're quiet now Stuart .
MOT,I like it .
MOT,what do you want ?
CHI,want chip .
MOT,okay .
MOT,"Stuart , what's that ?"
CHI,pillow .
MOT,good .
MOT,good job .
MOT,you're quiet .
MOT,what's that ?
CHI,bear .
MOT,good boy Stuart .
MOT,now you're a good boy .
MOT,huh [/?] ?
MOT,now you're quiet .
MOT,right ?
MOT,good boy .
MOT,piggys .
MOT,piggy [/?] piggy .
CHI,want water .
MOT,piggys .
CHI,want water .
MOT,good boy .
MOT,that's good asking .
MOT,Stuart .
CHI,want chip .
MOT,you want more chip ?
CHI,chip .
CHI,xxx .
MOT,let me hear you count .
CHI,count .
CHI,five [/?] .
MOT,one .
CHI,"<one , two> [/?] ."
MOT,three .
CHI,three [/?] .
MOT,four .
CHI,"<four , five> [/?] ."
MOT,yeah .
MOT,that's good counting .
MOT,good boy .
MOT,good job Stuart .
MOT,where is that book that's the +/.
MOT,you know what these are .
MOT,remember ?
MOT,you remember ?
MOT,what's this ?
CHI,horsie .
MOT,yeah .
MOT,good boy Stuart .
MOT,that's really good .
MOT,good job .
MOT,what's this ?
CHI,kitty .
MOT,good boy Stuart .
MOT,you can have some more chips .
MOT,you're a smart boy Stuart .
MOT,Stuart's smart .
MOT,and I like it when you're quiet Stuart .
CHI,like it .
MOT,I like when you're quiet .
CHI,Rita .
MOT,how about <a@l b@l c@l> [/?] ?
CHI,<a@l b@l c@l> [/?] .
MOT,good .
MOT,<a@l b@l c@l d@l> [/?] .
CHI,<a@l b@l c@l> [/?] .
MOT,d@l [/?] .
CHI,d@l [/?] .
MOT,good .
MOT,what do you like ?
CHI,I like chips .
MOT,what do you want ?
CHI,want chip .
MOT,good .
CHI,xxx .
MOT,yeah .
MOT,that's really good Stuart .
MOT,&mm [/?] .
MOT,you like that huh [/?] ?
MOT,who's that ?
CHI,nose .
MOT,what's his name ?
CHI,mouth .
MOT,look .
MOT,say buddy .
CHI,buddy .
MOT,give buddy a kiss .
MOT,good boy .
MOT,say hi buddy .
CHI,hi buddy .
MOT,good job .
MOT,he likes you .
CHI,I like you .
MOT,yeah .
MOT,he likes you .
CHI,chip .
MOT,wait .
MOT,"Stuart , what's this ?"
CHI,&mm [/?] .
MOT,plane .
CHI,plane .
MOT,yeah .
MOT,plane .
CHI,plane .
CHI,car .
MOT,yeah .
MOT,that's a good boy .
CHI,shovel .
MOT,boat .
CHI,boat .
MOT,that's right .
MOT,that's a boat .
MOT,good .
MOT,and a train .
CHI,train .
MOT,train .
CHI,train .
MOT,train .
MOT,and a truck .
MOT,right .
MOT,truck .
CHI,want chip .
MOT,truck .
CHI,want chip .
MOT,and what are these ?
CHI,block .
MOT,blocks .
MOT,put it on .
CHI,on .
CHI,on .
MOT,good boy .
MOT,that's nice putting the block on there Stuart .
MOT,good job .
CHI,Stuart .
MOT,want a present ?
CHI,present .
MOT,"oh , ."
MOT,thank you .
MOT,say thank you .
CHI,thank you .
MOT,good boy .
MOT,let's open .
MOT,open .
MOT,boy Stuart .
MOT,what do you got this time ?
MOT,let's see .
MOT,open it up .
MOT,"oh , ."
MOT,look Stuart .
MOT,look_it .
MOT,see the little babys ?
CHI,baby .
MOT,and the +/.
MOT,and the crib and horsie .
CHI,horsie .
MOT,yeah .
MOT,you needta have your hands down .
MOT,tell me what's this ?
CHI,baby .
MOT,yeah .
MOT,it's a little baby huh [/?] ?
MOT,that's a good boy .
MOT,"oh , this is nice Stuart ."
MOT,the baby's in there .
CHI,baby .
MOT,yeah .
MOT,see the baby ?
MOT,what's this ?
CHI,what this ?
MOT,horsie .
MOT,the baby's on the horsie .
MOT,see ?
MOT,nice .
MOT,and we'll put the other baby in the chair .
CHI,want chip .
CHI,xxx chip .
MOT,what ?
MOT,this baby's going in bed .
CHI,xxx .
MOT,what ?
CHI,xxx .
MOT,what Stuart ?
CHI,want chip .
CHI,xxx .
CHI,hey [/?] xxx !
MOT,can you play the piano ?
MOT,good boy .
MOT,who gave that to you ?
MOT,papa gave that to you .
MOT,huh [/?] Stuart .
MOT,and what's this ?
CHI,balloon .
MOT,"oh , Stuart's balloon ."
CHI,balloon .
MOT,"oh , Stuart ."
MOT,what's your name ?
CHI,Rita .
MOT,no .
MOT,Stuart_Vicari .
CHI,Stuart_Vicari .
MOT,that's right .
MOT,what's your name ?
CHI,Stuart_Vicari .
MOT,that's right Stuart .
MOT,good boy .
MOT,see the play+pen ?
MOT,the baby goes in the play+pen .
MOT,put the baby in .
MOT,good boy .
MOT,see the baby's gonna play .
CHI,want +/.
MOT,see the baby ?
CHI,want water .
CHI,want water .
MOT,good boy Stuart .
MOT,I love you .
CHI,want chip .
MOT,I love you .
CHI,want +/.
MOT,I love you .
CHI,want chip .
MOT,I love you .
CHI,I love you .
CHI,mama .
MOT,good boy .
MOT,and I love Stuart .
CHI,Stuart_Vicari .
MOT,yeah .
MOT,<that's your> [/?] that's your name .
MOT,that's your name .
CHI,Rita .
MOT,no .
CHI,no .
MOT,Stuart_Vicari's your name .
CHI,Stuart_Vicari .
MOT,that's right Stuart .
MOT,I can see your feet .
MOT,and your legs .
MOT,and belly .
CHI,hey [/?] .
MOT,and arms .
MOT,huh [/?] Stuart .
CHI,want chip .
MOT,and what's this ?
CHI,want chip .
CHI,xxx .
MOT,what's this ?
CHI,what this ?
MOT,your hair .
CHI,hair .
MOT,yeah .
MOT,that's Stuart's hair .
MOT,and what's this ?
CHI,eye .
MOT,yeah .
MOT,what's this ?
CHI,teeth .
MOT,mhm [/?] .
MOT,mama's teeth .
MOT,yeah .
MOT,good boy .
MOT,what about this ?
CHI,phone .
MOT,yeah .
MOT,say hello papa .
CHI,hello papa .
MOT,good boy .
MOT,papa's gonna come and see you today Stuart .
MOT,should make a tower .
MOT,missed one Stuart .
MOT,huh [/?] ?
MOT,what do you think ?
MOT,yeah I know .
CHI,want chip .
MOT,put your hands down .
CHI,down .
MOT,see my tower .
MOT,what is that ?
CHI,what ?
MOT,tower .
CHI,tower .
MOT,you needta hold it with this hand .
MOT,here .
MOT,good boy .
CHI,good boy .
MOT,good job Stuart .
MOT,you can have a chip .
MOT,"that's good putting the blocks on there , to make a tower ."
CHI,I like it .
MOT,you like it ?
CHI,I like it .
MOT,look at this .
CHI,xxx that .
MOT,what's that ?
CHI,banana .
MOT,banana .
MOT,good job .
CHI,good boy !
MOT,what's this ?
MOT,apple .
CHI,apple .
MOT,yeah .
MOT,and grapes .
MOT,grapes .
CHI,grape .
MOT,grape .
MOT,and pear .
CHI,pear .
MOT,&mm [/?] .
MOT,that's all fruit .
MOT,that's what that is .
MOT,put your hands down .
CHI,down .
MOT,good boy Stuart .
MOT,you're sitting nice .
MOT,you're a good boy .
MOT,let's see .
MOT,if I can get this over here .
MOT,so I can look .
MOT,do you like books ?
MOT,huh [/?] ?
MOT,what's that Stuart ?
CHI,crayon .
MOT,crayon .
MOT,good boy .
MOT,what's that ?
CHI,pants .
MOT,pants .
CHI,pants .
MOT,what's that ?
CHI,what that ?
MOT,look .
CHI,shirt .
MOT,shirt .
MOT,good job Stuart .
CHI,xxx .
MOT,what's that ?
CHI,shirt .
MOT,look .
MOT,socks .
CHI,shirt .
MOT,socks .
CHI,sock .
MOT,good .
CHI,shoe .
MOT,yeah .
MOT,Stuart's has [/?] shoes .
CHI,hat .
MOT,hat .
MOT,that's right .
MOT,what about this ?
CHI,what this ?
MOT,good asking .
MOT,mitten .
CHI,mitten .
MOT,that's right .
MOT,that's mitten .
MOT,that's a good boy .
CHI,xxx .
MOT,Stuart .
MOT,you're doing good .
MOT,what's that ?
CHI,xxx .
MOT,what is it ?
CHI,what this ?
MOT,that's good asking Stuart .
MOT,this is a bear .
CHI,bear .
MOT,good boy .
MOT,what's this ?
CHI,what this ?
CHI,ball .
MOT,yeah .
MOT,good boy .
MOT,that's good Stuart .
MOT,what's this ?
CHI,horsie .
MOT,yeah .
MOT,that's a horsie over here .
MOT,this is a duck .
MOT,duck .
MOT,Stuart .
MOT,say duck .
CHI,duck .
MOT,good boy .
CHI,"Stuart , a duck ."
CHI,xxx .
MOT,good boy Stuart .
CHI,xxx .
MOT,let's put some more blocks on .
CHI,put a [/?] block on .
MOT,push .
MOT,push it on .
MOT,good job .
MOT,you needta hold it .
MOT,the tower .
MOT,hold the tower and put the block on .
CHI,xxx .
MOT,push .
MOT,push .
MOT,good boy Stuart .
MOT,that's making a tower .
MOT,hold it .
CHI,hold it .
MOT,good boy Stuart .
CHI,hold it .
MOT,good job .
MOT,you built a tower Stuart .
CHI,tow [/?] .
MOT,tower .
CHI,tow [/?] .
MOT,wer [/?] .
CHI,wer [/?] .
MOT,look .
MOT,say tower .
CHI,tower .
MOT,good boy .
MOT,that's good trying .
MOT,"<tickle , tickle> [/?] tickle ."
MOT,you being a good boy Stuart ?
MOT,Stuart .
MOT,you're quiet .
CHI,want chip .
MOT,now that's a good boy .
MOT,who's that ?
CHI,nose .
MOT,say buddy .
CHI,buddy .
MOT,hi .
CHI,hi .
MOT,what's this ?
CHI,hair .
MOT,yeah .
MOT,what's this ?
CHI,belly .
MOT,good boy .
MOT,what's this ?
CHI,eye .
MOT,what's this here ?
CHI,arm .
MOT,good job .
MOT,what's this ?
MOT,good boy .
MOT,give him a kiss .
MOT,good job Stuart .
MOT,you're being a good boy .
MOT,good boy Stuart .
MOT,that's his hair .
MOT,and there's your hair .
MOT,good boy .
MOT,what's that ?
CHI,shovel .
MOT,good boy .
MOT,what's that ?
CHI,boat .
MOT,good job .
MOT,what's this ?
CHI,boat .
MOT,no .
MOT,toy .
CHI,toy .
MOT,what's this ?
CHI,toy .
MOT,good job .
MOT,what's that ?
CHI,horsie .
MOT,horsie .
MOT,you like horsies huh [/?] ?
CHI,want [/?] want chip .
CHI,like you .
MOT,I love you Stuart .
MOT,I love you .
MOT,let me hear you sing .
MOT,Stuart .
MOT,what do the people on the bus do ?
MOT,what do the people on the bus do ?
CHI,bus .
MOT,they go +/.
MOT,up and down .
MOT,let me hear you sing .
CHI,<bus go> [/?] .
MOT,<they go up and down> [/?] .
MOT,<you do up and down> [/?] .
CHI,<up and down> [/?] .
MOT,<up and down> [/?] .
MOT,good boy .
CHI,want chip .
MOT,good try Stuart .
CHI,chip .
MOT,that's good trying Stuart .
MOT,and listening .
MOT,you're listening to mama sing .
MOT,mama's singing to you .
MOT,these are the animals .
MOT,that live on the farm .
MOT,they live on the farm .
CHI,xxx .
MOT,what's this ?
CHI,doggie .
MOT,yeah .
MOT,those are doggys .
MOT,and what's this ?
CHI,doggie .
MOT,no .
MOT,kitty .
CHI,kitty .
MOT,those are kittys .
MOT,they're different .
MOT,yeah .
MOT,and what are these ?
CHI,kitty .
MOT,no .
MOT,that's wrong .
MOT,say horsie .
CHI,horsie .
MOT,what is it ?
CHI,horsie .
CHI,want chip .
CHI,hey !
MOT,good boy Stuart .
CHI,want water .
MOT,that's good asking for water .
MOT,good boy .
MOT,thirsty huh [/?] ?
CHI,want chip .
MOT,how about doing pattycake with me ?
CHI,want chip .
MOT,let me see you do pattycake .
CHI,pattycake .
MOT,that's good .
CHI,want chip .
MOT,you're a good boy .
CHI,want chip .
MOT,you're a good boy .
MOT,you like chips huh [/?] ?
CHI,I like chip .
MOT,I know .
MOT,they're salty .
CHI,chip .
MOT,they're good .
CHI,chip good .
MOT,they're good .
CHI,want chip .
MOT,look .
MOT,what do you want ?
CHI,want chip .
MOT,look at me .
MOT,what do you want ?
CHI,want chip .
MOT,look at me .
MOT,what do you want ?
CHI,want chip .
MOT,mama .
MOT,that's good .
MOT,that's good .
CHI,chip .
MOT,good boy Stuart .
MOT,you say want chip mama .
MOT,want chip mama .
MOT,yeah .
MOT,that's my name .
MOT,mama .
MOT,good boy .
CHI,want chip .
MOT,you needta look at me .
MOT,what do you want ?
CHI,want chip .
CHI,Stuart .
MOT,you needta say want chip mama .
CHI,want chip mama .
MOT,good boy Stuart .
MOT,"oh , that was good ."
CHI,xxx .
MOT,good boy .
MOT,yey [/?] Stuart .
MOT,yey [/?] Stuart .
MOT,good boy Stuart .
CHI,hey [/?] .
MOT,good boy .
MOT,I'm gonna tickle you .
MOT,"<tickle , tickle> [/?] tickle ."
MOT,you like tickles ?
CHI,I like .
MOT,tick [/?] +/.
MOT,do you like tickles huh [/?] ?
MOT,what do you like ?
CHI,want chip .
MOT,tickles .
CHI,tickle .
MOT,"<tickle , tickle> [/?] ."
MOT,you like that huh [/?] ?
MOT,you got a fat belly ?
MOT,let me see that belly .
MOT,it's fat .
MOT,it's too fat .
MOT,and you're a good boy .
MOT,you're sitting nice with me Stuart .
MOT,that's good sitting .
MOT,good boy .
MOT,you get to have a chip .
MOT,you're sitting nice and quiet .
MOT,when we made towers .
MOT,right .
MOT,right ?
CHI,xxx .
MOT,feet .
MOT,"<one , two> [/?] ."
CHI,"<one , two> [/?] ."
MOT,you have two feet Stuart .
MOT,"<one , two> [/?] ."
CHI,"<one , two> [/?] ."
MOT,one [/?] two feet .
CHI,"<one , two> [/?] ."
MOT,feet .
CHI,feet .
MOT,that's right .
MOT,and you have two arms .
