participant,sentence
MOT,okay .
MOT,"what have you got here , Jack ?"
MOT,let's read this .
CHI,books .
MOT,what does that say ?
CHI,crayon [/?] .
MOT,Crayola .
CHI,I'm too big .
MOT,and what does that say ?
CHI,don't be greedy .
MOT,what does that say ?
CHI,don't be greedy .
MOT,what does that say ?
CHI,greedy .
MOT,what does that say right there Jack ?
CHI,color [/?] .
MOT,color .
CHI,<ing book> [/?] .
MOT,color and learn book .
MOT,and what is that word ?
MOT,what's that word ?
CHI,rainbow [/?] .
MOT,right .
CHI,no .
MOT,very good .
MOT,can we open it ?
MOT,let's open it .
CHI,xxx xxx xxx .
MOT,let's put this through there .
MOT,there .
MOT,now you can open that .
CHI,books .
CHI,xxx xxx .
CHI,got books .
MOT,"oh , look !"
CHI,thank you xxx .
CHI,thank you xxx .
MOT,"Jack , a story ."
MOT,what does that say ?
CHI,bluebird [/?] .
MOT,what does that say ?
CHI,choose [/?] .
MOT,choose [/?] .
CHI,the [/?] .
MOT,the [/?] .
CHI,right [/?] .
MOT,right [/?] .
CHI,colors [/?] .
MOT,colors [/?] .
CHI,that's right .
MOT,that's good .
MOT,what does that say ?
CHI,<it's> [/?] .
MOT,<it's> [/?] .
CHI,easy [/?] .
MOT,easy [/?] .
CHI,<to do> [/?] .
MOT,very good .
MOT,and what does that say there ?
CHI,don't be greedy .
MOT,what's that word there Jack ?
CHI,greedy .
MOT,what does that say ?
CHI,color [/?] .
MOT,color [/?] .
CHI,hearts [/?] .
CHI,red [/?] .
MOT,red [/?] .
CHI,bluebirds [/?] .
MOT,bluebirds [/?] .
CHI,make [/?] .
MOT,make [/?] .
CHI,blue [/?] .
MOT,blue [/?] good .
CHI,no .
MOT,what's that a picture of ?
CHI,dog .
MOT,"yeah , it looks like a dog ."
MOT,what does that say ?
CHI,xxx .
CHI,xxx .
MOT,xxx .
MOT,do you wanna color ?
MOT,"what's this say here , Jack ?"
CHI,fruits [/?] .
MOT,fruits [/?] .
CHI,and [/?] .
CHI,<and vegetables book> [/?] .
MOT,good .
MOT,are you going to color on the fruits and vegetables book ?
MOT,you can get crayons from this here .
MOT,and right there .
CHI,color me .
CHI,I'm too big .
MOT,you're too big .
CHI,and I'm too big .
CHI,don't be greedy .
CHI,don't be greedy .
MOT,wanna look at this a little more Jack ?
MOT,you saw the dog there .
CHI,don't be greedy .
MOT,do you wanna open it yourself ?
CHI,you don't be [/?] greedy .
MOT,and show joy .
CHI,no .
CHI,don't be greedy .
MOT,can you share that with mumma ?
CHI,don't be greedy .
MOT,you wanna share it with joy ?
CHI,give me it .
CHI,xxx .
MOT,you wanna color this book here Jack ?
MOT,the fruit and vegetable book ?
CHI,no .
MOT,alright .
MOT,do you wanna color this book here ?
CHI,no .
CHI,no .
MOT,oh „ you're going to color the fruit and vegetable .
MOT,can you share with joy ?
CHI,no .
MOT,and have her color ?
CHI,I'm too big .
CHI,later on seven .
CHI,later on +/.
MOT,there we go .
MOT,"Jack , can I share some of these toys with you ?"
CHI,xxx .
MOT,can we read this story together ?
CHI,you better +/.
CHI,you better xxx .
CHI,box .
MOT,can we read this together ?
CHI,box .
MOT,"no , don't wanna share that ?"
CHI,later on seven .
MOT,can we read this Jack ?
MOT,can I open this Jack ?
CHI,no .
MOT,okay ?
MOT,this right here and we'll go over some of these ?
MOT,okay .
MOT,Jack ?
MOT,Jack ?
MOT,look at this .
MOT,"tell mumma , what's that ?"
CHI,xxx [/?] .
MOT,that's the letter xxx [/?] .
MOT,and what is that word there ?
MOT,Jack ?
MOT,what does that say right there ?
CHI,xray [/?] .
MOT,xray [/?] right .
CHI,xxx .
MOT,"okay , can we do this one here ?"
MOT,"Jack , what letter is that ?"
MOT,Jack ?
MOT,"Jack , what letter is that Jack ?"
CHI,i [/?] .
MOT,i [/?] right .
MOT,and what does that say ?
CHI,<i the indian> [/?] .
MOT,say indian .
CHI,indian .
MOT,good .
MOT,very good .
MOT,what do we have here ?
MOT,what does that say here Jack ?
MOT,Jack .
CHI,there .
MOT,Jack .
MOT,look .
MOT,what does this say here ?
CHI,<which ladder is the right size> [/?] ?
MOT,yeah .
MOT,can you look at the ladders here ?
MOT,Jack .
MOT,can you see these ladders ?
CHI,yes .
MOT,yeah .
MOT,"that's a great big one there , and that's a small one ."
MOT,Jack .
MOT,we'll go by that .
MOT,"Jack , look at this ."
MOT,what's this a picture of here ?
MOT,"Jack , what's that ?"
CHI,elephant .
MOT,right .
MOT,and what does that say ?
CHI,which [/?] .
MOT,which [/?] .
CHI,stand [/?] .
MOT,stand [/?] .
CHI,<is the> [/?] .
MOT,<is the> [/?] .
CHI,<right size> [/?] .
MOT,<right size> [/?] good .
MOT,"can you tell momma what color this is , Jack ?"
MOT,what color is the elephant ?
CHI,elephant .
MOT,what color is that ?
CHI,purple .
MOT,"purple , good ."
MOT,and what color is this up here ?
MOT,what color is that ?
CHI,blue .
MOT,that's +/.
CHI,orange .
MOT,pink .
CHI,pink .
MOT,good .
MOT,"no , that's xxx +/."
CHI,I don't know .
MOT,okay .
MOT,wanna look at the clowns ?
CHI,no .
MOT,no ?
MOT,you wanna play this game ?
CHI,no .
MOT,no .
MOT,you don't wanna play this game ?
CHI,they will be back .
MOT,yeah .
MOT,they'll be back .
