participant,sentence
MOT,is [/?] that what you cooked ?
MOT,you know what we hafta make ?
MOT,we hafta make some stuff for your happy birthday .
CHI,popcorn .
MOT,whose birthday ?
MOT,whose birthday ?
MOT,Mark ?
MOT,whose birthday ?
CHI,Timmy .
MOT,no .
CHI,Mark .
MOT,yes .
MOT,how old ?
MOT,how old are [/?] you going to be ?
CHI,eight .
MOT,no .
MOT,today you're eight .
MOT,tomorrow you'll be +/.
CHI,nine .
MOT,nine years old .
MOT,that's right .
MOT,how about we do some puzzles .
MOT,what do you want for your birthday ?
MOT,what do you want for your birthday ?
MOT,Mark ?
MOT,what do you want ?
CHI,cupcake .
MOT,you want cupcakes ?
MOT,you bring cupcakes to school ?
MOT,you know what ?
MOT,we'll look at those pictures .
MOT,let's see if we can find some rhyming words .
CHI,potato chip .
MOT,yes .
MOT,you wanna eat potato chips .
CHI,yes .
MOT,do you like potato chips or do you like Doritos ?
CHI,like potato chip .
MOT,yeah ?
CHI,that wrong .
MOT,is [/?] that wrong ?
MOT,what do you see there ?
CHI,no .
MOT,no .
MOT,let's find the rhyming .
MOT,and then you can tell me what you see on the pictures .
CHI,no .
MOT,no huh [/?] ?
CHI,no .
MOT,"okay , let's keep looking ."
MOT,what rhymes with hop ?
MOT,think of some words .
MOT,what rhymes with hop ?
CHI,bop .
MOT,bop is a good one .
MOT,what else rhymes with hop ?
CHI,bop .
CHI,stop .
MOT,what is he doing ?
MOT,what is smurf doing ?
MOT,Mark ?
MOT,what is smurf doing ?
CHI,he sitting .
MOT,he's sit +/.
MOT,he's what ?
CHI,sitting .
CHI,raisin .
CHI,brown .
MOT,do you like to eat raisins ?
MOT,Mark ?
CHI,yes .
MOT,are [/?] they little or big ?
CHI,big [/?] little .
MOT,they're little .
MOT,raisins are little .
MOT,what color are they ?
CHI,brown .
MOT,say that better .
CHI,the [/?] the raisin is brown .
MOT,they're brown .
MOT,yes .
MOT,how many raisins do you like to eat ?
MOT,do you like to eat a_lot ?
CHI,yes .
MOT,yes ?
MOT,what is smurf holding ?
MOT,Mark ?
MOT,let's look at this .
MOT,come one .
MOT,put your hands down .
MOT,what is smurf holding ?
CHI,stop .
MOT,a stop &s [/?] +/.
CHI,sign .
MOT,that's right .
MOT,he's holding a stop sign .
MOT,that's right .
MOT,what other words do we have ?
MOT,can we find some more ?
MOT,&-um [/?] .
MOT,rhyming words .
CHI,look at the xxx .
MOT,what is that ?
CHI,race .
MOT,race .
MOT,okay .
MOT,let's find the word that rhymes with it .
CHI,race .
CHI,right there .
MOT,"right there , yes ."
MOT,what are they doing ?
CHI,no [/?] no .
MOT,"no , that's right ."
MOT,that's right .
CHI,race .
MOT,race .
CHI,race .
MOT,what is he doing ?
MOT,who is that ?
CHI,smurf .
MOT,what is the smurf doing ?
CHI,rhyme .
MOT,no ru [/?] +/.
CHI,running .
MOT,"running , yes ."
MOT,is [/?] he running fast or is [/?] he running slow ?
CHI,slow .
MOT,do you think he's running slow ?
MOT,I think he's running fast .
CHI,don't hit .
MOT,"no , you don't hit ."
