participant,sentence
MOT,who did ?
CHI,Melissa was crying .
MOT,Melissa was crying ?
CHI,yeah .
MOT,"did Jack say , oh , Melissa don't cry ?"
CHI,where's daddy [/?] daddy ?
MOT,daddy's at work and daddy will be coming home very soon .
CHI,xxx .
MOT,who's Jack's favorite guy ?
CHI,on tv .
MOT,"no , in real life ."
CHI,xxx .
MOT,&-um [/?] tell Helen +/.
MOT,"Jack , what did you do yesterday , you and dad ?"
CHI,no .
MOT,"<ah , ah> [/?] ."
CHI,hm: [/?] .
MOT,don't write on +/.
MOT,don't write on your pants .
MOT,don't write on +/.
MOT,"Jack , bring the paper in here ."
CHI,no .
MOT,yeah .
MOT,but don't cry .
CHI,no !
MOT,listen [/?] listen .
MOT,Jack [/?] Jack .
CHI,no .
MOT,"when I went away yesterday , right ?"
MOT,what did you and daddy do ?
CHI,see .
MOT,where did you and daddy go ?
MOT,whiz [/?] !
CHI,go sledding .
MOT,where did you go ?
CHI,sledding .
MOT,you did ?
CHI,dad's cry +/.
MOT,and where did you go sledding ?
MOT,where did you go sledding ?
MOT,Jack went sledding at +/.
CHI,school .
MOT,where'd you do sledding at ?
MOT,you didn't go sledding at school .
MOT,where'd you go sledding ?
CHI,I don't know .
MOT,where'd Jack go sledding yesterday with dad and joy ?
CHI,at [/?] at the park ?
MOT,at [/?] what's the name of the park ?
MOT,at the +/.
CHI,fif [/?] fifty [/?] fifty five New_Castle_Road .
MOT,you went sledding on the street too .
MOT,but did you go to grove &s [/?] +/.
CHI,xxx .
MOT,"Jack , did you go to Grove_Street_Park ?"
CHI,yeah .
MOT,you did ?
MOT,<did you go> [/?] did you go down the hill ?
CHI,yeah .
MOT,did you go fast down the hill ?
CHI,yeah .
MOT,did you go with daddy ?
CHI,yeah .
MOT,did daddy go sledding too ?
CHI,<daddy's cry> [/?] Jack was crying .
MOT,Jack was crying ?
MOT,why was Jack crying ?
CHI,&mm [/?] .
MOT,was Jack sad or was Jack happy ?
CHI,Jack sad .
MOT,"Jack , were you sad or were you happy ?"
MOT,did Jack have a fun time at the Grove_Street_Park ?
MOT,"Jack , you had a good time ?"
MOT,is Jack tired ?
CHI,"yeah , are you watching the video ?"
MOT,"no , we're not watching the video , they have a camera on right now , right over there ."
CHI,cheese !
MOT,"and you and I are gonna talk , okay ?"
CHI,no !
MOT,"and then , pretty soon Helen +/."
MOT,we'll hafta say goodbye to Helen in a little while .
CHI,yeah .
CHI,but first +/.
MOT,but first +/.
CHI,how are you Doctor Helen_Flusberg ?
CHI,yeah .
CHI,but first +/.
MOT,"oh , boy Jack , that looks great ."
CHI,haha [/?] .
MOT,what's the name of that ?
MOT,what does that say ?
CHI,<play pack> [/?] .
MOT,"Jack , what are these ?"
CHI,xxx .
MOT,"Jack , these are great ."
MOT,what are these ?
MOT,these are +/.
CHI,<play pack> [/?] .
MOT,"yeah , play pack ."
MOT,but what are they ?
MOT,see the green letters ?
MOT,what do they &s [/?] +/.
MOT,zoo animals just like on The_Wild_World_of_Animals .
MOT,and Jack likes that .
CHI,on Wild_America .
MOT,on Wild_America that's right .
MOT,Jack likes +/.
MOT,"Jack , look at the &-uh [/?] +/."
MOT,Jack what is that ?
MOT,that I just gave you .
CHI,hm: [/?] ?
CHI,no get me out_of here .
CHI,I know .
MOT,Jack what's this ?
MOT,Jack what's that ?
MOT,"Jack , stop talking to yourself ."
MOT,what's that ?
CHI,lion .
MOT,"a lion , what does the lion say ?"
MOT,<good roar> [/?] good roar .
MOT,you wanna pretend all these are animals and +/.
CHI,I said xxx +/.
MOT,say ?
CHI,bye Helen_Flusberg .
CHI,bye Helenflusberg .
CHI,yeah .
MOT,not yet .
CHI,yeah .
MOT,"Jack , you liked your gift ?"
MOT,Jack [/?] Jack .
MOT,"look at me and <listen , listen> [/?] listen , look_it ."
CHI,yeah .
MOT,do you like the animals ?
CHI,yeah .
MOT,you do .
MOT,what do you say to Helen ?
CHI,yeah .
MOT,Jack what do you say to Helen ?
MOT,what do you say ?
MOT,"say thank you Helen , I like these ."
MOT,are you singing us a song over there ?
CHI,no .
MOT,you're not .
MOT,is that too tight ?
CHI,ah [/?] yeah .
MOT,"did you say , thank you Helen for the toys , these are great ?"
MOT,those look like fun .
MOT,"you know what you can do Jack , you can put all these trees and pretend it's a jungle ."
MOT,"Jack , do you like these toys ?"
MOT,you like those ?
CHI,yes .
MOT,yeah ?
MOT,what's that here ?
MOT,what do you have right there ?
MOT,what is this ?
CHI,xxx .
MOT,Jack [/?] Jack .
CHI,yeah .
MOT,"Jack , look at me ."
CHI,yeah .
MOT,stop talking with yourself .
CHI,no .
MOT,and who do you +/.
MOT,who do I want you to talk to ?
CHI,Helen_Flusberg .
MOT,you can talk to Helen .
MOT,who else can you talk too ?
CHI,Therese .
MOT,"Therese , you can talk to Therese ."
MOT,who else ?
MOT,who else is in the room ?
CHI,Therese xxx .
CHI,but first +/.
MOT,"Jack , who else are you gonna talk to ?"
MOT,who's this person ?
CHI,play with joy .
MOT,"joy , and who else ?"
CHI,Helen .
MOT,and who +/.
MOT,what about me ?
MOT,who [/?] who else ?
CHI,mommy .
MOT,"and mommy , right ."
CHI,what are you doing ?
MOT,"Jack , when there's people around you talk to people ."
MOT,okay ?
CHI,you're doing .
CHI,cut it out .
CHI,get out .
MOT,and then +/.
CHI,no [/?] no .
MOT,now why are you sad ?
MOT,why is Jack sad ?
CHI,xxx .
MOT,what do you feel like doing Jack ?
MOT,what do you wanna do now ?
CHI,"yeah , do xxx ."
MOT,what do you wanna do ?
MOT,Jack .
MOT,"Jack , these are pretty nice toys , I think ."
MOT,"this looks like fun , you can build a little zoo ."
MOT,"you can build cages , and put the animals in the cages +/."
CHI,no !
CHI,yeah .
CHI,yeah .
MOT,but you hafta stay in here if Helen stops writing .
MOT,Jack .
MOT,are you gonna share with joy ?
CHI,yeah .
MOT,yeah ?
MOT,"you're gonna share with joy , and play ?"
MOT,"and you can both play with the different animals , there's [% cc] lots_of them ."
MOT,"Jack , you wanna play with some of the animals ?"
MOT,are you looking at yourself ?
MOT,who's that ?
CHI,"bye Therese , bye Helen_Flusberg ."
CHI,no .
MOT,they're gonna stay here for a little while .
CHI,I talk all about all the xxx .
MOT,"Jack [/?] Jack , you know something , listen ."
MOT,Helen wants to hear about Disney_World .
CHI,about Disney_World ?
MOT,remember we went down to Disney_World ?
CHI,went down to Disney_World .
MOT,and did we get on that plane at Logan airport ?
CHI,no .
MOT,"Jack [/?] Jack , wanna tell Helen all about Disney_World ?"
MOT,"Jack , when we took a ride to Logan airport and walked on the plane ."
MOT,and did you look out the window and see all the clouds ?
MOT,and we got to Disney_World .
CHI,do you like Disney_World ?
MOT,did Jack like Disney_World ?
CHI,yeah .
MOT,yeah .
MOT,what did Jack like at Disney_World ?
MOT,what did you like ?
CHI,Space_Mountain .
MOT,Space_Mountain .
CHI,I do .
MOT,did that go fast or did that go slow ?
CHI,over there .
MOT,did that go fast ?
CHI,yeah .
MOT,"yeah , that went real +/."
CHI,<with dad> [/?] with daddy [/?] daddy .
MOT,that [/?] that's right .
MOT,Jack went on with daddy .
MOT,how many ti [/?] +/.
CHI,and I scream like this +/.
MOT,"and you screamed on the Space_Mountain , didn't you ?"
CHI,&a:h [/?] .
MOT,right .
MOT,Jack screamed out loud .
CHI,&a:h [/?] .
MOT,did daddy scream ?
CHI,&a:h [/?] .
MOT,"yeah , daddy did too , huh [/?] ?"
CHI,&a:h [/?] .
MOT,how many times did you go on Space_Mountain ?
CHI,say hang on .
MOT,what's that ?
MOT,"that's right , daddy said hang on Jack , we don't want you to fall out_of Space_Mountain ."
CHI,&a:h [/?] .
MOT,that's right .
MOT,did Jack like it ?
CHI,does Jack scream ?
MOT,did Jack &s [/?] +/.
MOT,Jack screamed .
MOT,did Jack scream loud ?
CHI,&a:h [/?] .
