participant,sentence
MOT,what are you gonna do now ?
CHI,done .
MOT,"no , you're not done ."
CHI,gone .
MOT,"no , it's not gone ."
MOT,put it back up here .
MOT,"it's gone now , that's right ."
MOT,eat it .
MOT,one more piece .
MOT,five big bites .
CHI,no .
MOT,yes .
CHI,one .
MOT,one .
MOT,five big bites .
MOT,"big bites , that's little ."
MOT,doesn't count .
CHI,two .
MOT,two .
MOT,that was kind of little too .
MOT,I think we're gonna need bigger bites than that .
CHI,three .
MOT,"oh , those are too little ."
MOT,doesn't count .
MOT,"no , those are too little ."
MOT,we're back to two .
CHI,five .
MOT,"oh , no ."
MOT,four more bites out_of that .
CHI,xxx done .
MOT,"<ah , ah , ah> [/?] ."
CHI,xxx .
MOT,stop it !
CHI,xxx .
MOT,when that piece is done you can have some more .
MOT,four more bites .
MOT,four big bites .
MOT,those are little bites .
MOT,are those little or big bites ?
CHI,done .
MOT,are those little or big bites ?
CHI,go buy more .
MOT,are those little or big bites ?
CHI,go buy more .
MOT,that's a better one .
MOT,let's finish this one .
CHI,xxx .
MOT,when that one's done you don't hafta eat any more .
CHI,xxx .
MOT,"well , you've got another one ."
MOT,stop it !
MOT,when that one's done you don't hafta eat this one .
MOT,just eat that one left .
MOT,three big bites in this one .
MOT,"oh , one big bite ."
MOT,chew it good .
MOT,yeah .
CHI,xxx .
MOT,you don't hafta eat the last piece .
MOT,you can put it away .
MOT,are you gonna clean the table off ?
CHI,done .
MOT,"oh , you're done ."
MOT,yes .
MOT,clear the table off .
MOT,pay attention .
MOT,are you gonna finish your soda ?
MOT,are you gonna finish this ?
CHI,yeah .
MOT,how about the napkin ?
MOT,how about the napkin ?
MOT,alright .
MOT,throw the napkin away please .
MOT,"<ah , ah> [/?] ."
MOT,back here .
MOT,put this away .
CHI,bye .
MOT,bye .
CHI,all done .
MOT,all done .
MOT,"no , up top ."
MOT,is there room ?
MOT,or is it too [/?] too +/.
MOT,that's what I thought .
MOT,"you've gotta make sure there's room , honey ."
MOT,don't just leave it there .
MOT,what game do you wanna play now ?
MOT,which game would you like to play ?
CHI,xxx .
MOT,which one ?
MOT,do you wanna do that one ?
CHI,yeah .
MOT,what game is that ?
MOT,do you know the name +/.
MOT,over here on the table .
MOT,I'm gonna make room on the table .
MOT,"oh , ."
MOT,he's decided +/.
CHI,<that game that game> [/?] that game .
MOT,alright .
MOT,it's okay .
MOT,let me +/.
CHI,<that game> [/?] that game .
MOT,want another +/.
MOT,what game do you want ?
CHI,the xxx .
MOT,which one ?
MOT,you want the other game ?
CHI,yes .
MOT,you want this one ?
CHI,yes .
MOT,you want this one ?
CHI,yes .
MOT,can you go sit at the table with it ?
CHI,xxx .
MOT,this one +/.
MOT,careful of the wires .
CHI,xxx .
MOT,now I'm gonna put this one back .
MOT,put this one at the table .
MOT,but that one you know .
MOT,you haven't done this one .
CHI,xxx .
MOT,no that's +/.
MOT,that is +/.
MOT,"oh , stuff ."
MOT,get out_of there .
MOT,get your hand out_of there young man .
MOT,go sit down .
CHI,I know .
MOT,"come on , you're not talking very good ."
MOT,let's +/.
CHI,xxx .
MOT,you know what I'm gonna do here ?
MOT,we're gonna find the ones that tell a story .
MOT,okay ?
MOT,"let's find the cards that tell a story , that go together ."
MOT,and tell a story .
MOT,what's the boy doing there ?
CHI,no .
MOT,this will help you tell the story .
MOT,let's find the pieces here .
MOT,that's one story .
MOT,another story .
MOT,alright let's see if we can tell another story with some of these .
MOT,huh [/?] ?
CHI,turn it over .
CHI,turn it over .
MOT,turn it over .
MOT,"yes , what have you got there ?"
CHI,telephone .
MOT,what is it ?
CHI,telephone .
MOT,"yeah , say it clearer ."
CHI,tele [/?] +/.
MOT,who are you gonna call on the telephone ?
MOT,hm: [/?] ?
MOT,you gonna call somebody on the telephone ?
MOT,are you gonna call somebody on the telephone ?
CHI,no .
MOT,no ?
CHI,yeah .
CHI,yeah .
MOT,who are you going to call ?
CHI,people .
MOT,well who ?
CHI,xxx .
MOT,who would you like to talk to on the telephone ?
CHI,umm [/?] .
MOT,who would you like to talk to ?
CHI,umm [/?] .
MOT,look .
MOT,who would you like to talk to on the telephone ?
CHI,people .
MOT,"well , what people ?"
MOT,huh [/?] ?
MOT,what people ?
CHI,xxx .
MOT,you've almost got a story here .
MOT,I should have separated this earlier .
MOT,here's a +/.
MOT,let's look at it .
CHI,no .
MOT,which story do you wanna tell ?
MOT,you wanna do one of these ?
CHI,no .
CHI,xxx .
MOT,let's do +/.
MOT,what is the boy doing here ?
MOT,what's that called ?
CHI,xxx .
MOT,but what is the boy doing ?
MOT,do you know what that's called ?
CHI,no .
MOT,he's playing a game .
MOT,what kind of game ?
CHI,&mm [/?] .
MOT,"yeah , we'll do the matching ."
MOT,later .
MOT,come on .
MOT,let's have some concentration .
MOT,Mark .
MOT,I want you to look at these pictures .
MOT,and we're gonna match them .
MOT,do you want me to take that game away ?
CHI,xxx .
MOT,"yeah , who gave you that game ?"
CHI,Gary did .
CHI,xxx .
MOT,let's put this up here .
MOT,put those pieces over here .
MOT,that's good .
MOT,can you tell me what this boy is doing ?
MOT,you've done this before .
MOT,come on .
CHI,xxx .
MOT,what is the boy doing in the picture ?
CHI,baseball .
MOT,playing what ?
CHI,ball .
MOT,what kind of ball ?
MOT,do you know what that's called ?
MOT,that's +/.
CHI,bow [/?] +/.
MOT,that's right .
MOT,say it louder .
CHI,bow [/?] +/.
MOT,bowling .
CHI,bowling .
MOT,good .
MOT,and what you hafta do is knock down +/.
MOT,the pins .
MOT,those are called bowling pins .
MOT,show me the bowling pins .
CHI,right there .
MOT,that's right .
MOT,that's ten .
MOT,I don't think you can count them all .
MOT,"one , two , three , four , five , six , seven , eight , nine , ten ."
MOT,"yes , you can see them all ."
MOT,there's ten .
MOT,and he throws the ball .
CHI,no .
MOT,"yeah , can you find +/."
MOT,what's first there ?
MOT,look at the pictures and put first .
MOT,which one would be first ?
CHI,first .
MOT,"yep , that's first ."
MOT,he's hold +/.
MOT,what's he doing here ?
MOT,he's +/.
CHI,holding .
MOT,holding what ?
CHI,ball .
MOT,right .
MOT,what's next .
MOT,which one would be next ?
MOT,can you find which one comes next ?
CHI,ah [/?] no boy .
MOT,there's no boy there .
MOT,that's right .
CHI,gone .
MOT,the boy is gone .
CHI,gone .
MOT,gone .
MOT,"alright , which one is next ?"
CHI,not gone .
MOT,not gone .
MOT,right .
CHI,gone .
