participant,sentence
MOT,what's the boy's name ?
MOT,do you know ?
CHI,yeah .
MOT,what's his name ?
CHI,no .
MOT,is [/?] it ah [/?] +/.
CHI,Alex .
MOT,Alex .
MOT,Alex .
MOT,can you say that ?
CHI,Alex .
CHI,Alex .
MOT,"Alex , yes ."
CHI,xxx dream .
CHI,rocking chair floor dream .
MOT,you had a rocking chair on the floor dream ?
CHI,it gone .
MOT,"it is gone , that's right ."
MOT,did you have that dream last night ?
CHI,yeah .
MOT,"yes , okay ."
MOT,"when you went to school today , where did you go today ?"
MOT,you went on a field trip .
MOT,where did you go ?
CHI,xxx .
MOT,"hm: [/?] , tell me then we'll be silly ."
CHI,xxx .
MOT,where did you go at school today ?
CHI,xxx go fire .
MOT,fire [/?] .
CHI,station .
MOT,"fire station , yes ."
MOT,what did you see at the fire station ?
CHI,the horn .
MOT,you saw the horn .
CHI,what else ?
MOT,what else ?
CHI,the hose .
MOT,the hose .
MOT,"come on , what else ?"
CHI,what else ?
CHI,and light .
MOT,and lights .
CHI,what else ?
MOT,what else ?
CHI,and door .
MOT,"and the door , yeah ."
CHI,what else ?
MOT,what else ?
CHI,and the ladder .
MOT,and the ladder .
MOT,did you climb the ladder ?
CHI,no .
MOT,no .
CHI,no ladder .
MOT,no ladders ?
CHI,xxx ladder .
MOT,did you go on the ladder ?
CHI,yes .
MOT,yes .
MOT,<did you> [/?] what else did you see ?
CHI,head .
MOT,"well , what goes on the head ?"
CHI,hair .
MOT,"yeah , hair goes on the head but what else ?"
MOT,what goes on top of the hair ?
MOT,what do they wear ?
CHI,clothes .
MOT,"yeah , what kind of clothes ?"
CHI,"shirt , pants ."
MOT,<&-uh hm:> [/?] .
MOT,did they have a fire ha[/?] +/.
CHI,hat .
MOT,yes .
MOT,can you say full sentences ?
CHI,I have a fire hat .
MOT,did you wear the fire hat today ?
MOT,we'll look at the book in a minute .
MOT,did you wear the fire hat today ?
CHI,yeah .
MOT,yes .
MOT,yesterday was [/?] +/.
CHI,rain .
CHI,cold .
MOT,"no , what would +/."
MOT,"yesterday at school , what day was [/?] it ?"
MOT,it was [/?] +/.
CHI,hot .
MOT,what day of the week ?
CHI,thursday .
MOT,"thursday , right ."
MOT,who came to visit you yesterday at school ?
MOT,huh [/?] ?
MOT,who came to visit you at school yesterday ?
MOT,did Timmy come to visit you at school yesterday ?
CHI,no .
MOT,no .
MOT,who came to visit you ?
CHI,mommy .
MOT,"yeah , mommy , that's right ."
CHI,touch mommy hair xxx .
MOT,did you touch my hair yesterday ?
CHI,no .
MOT,no .
MOT,what did you make at school yesterday ?
CHI,cake .
CHI,donut .
MOT,you didn't make cake and donuts yesterday .
MOT,what did you make for lunch ?
CHI,macaroni .
MOT,macaroni and what else ?
CHI,and meatballs .
MOT,and meatballs .
CHI,not peanut_butter jelly .
MOT,not peanut_butter jelly .
MOT,no .
CHI,xxx peanut_butter jelly .
MOT,you like peanut_butter and jelly for lunch .
CHI,yeah .
MOT,did you eat the meatballs ?
CHI,yeah .
MOT,yes .
MOT,were [/?] they good or were [/?] they bad ?
CHI,good .
MOT,they tasted good .
MOT,what else did you have ?
MOT,what did you do ?
MOT,<did you> [/?] what did you do with the bread ?
MOT,huh [/?] ?
CHI,eat it .
MOT,"yeah , you ate it but what else did you do ?"
MOT,before you ate it ?
MOT,what did you do with the bread ?
MOT,did you &co +/.
CHI,cook it .
MOT,well you might have that's true .
MOT,&-um [/?] did you &cu [/?] +/.
CHI,cut it .
MOT,"cut it , yes ."
MOT,and what did you put on the bread ?
MOT,huh [/?] ?
MOT,what did you put on the bread ?
CHI,butter .
MOT,full sentence .
CHI,bread on the butter .
MOT,"no [/?] no , try it the other way , put bu [/?] +/."
CHI,butter on the bread .
MOT,"on the bread , that's right ."
MOT,and did you eat it ?
CHI,yeah I did .
MOT,yes .
MOT,"&-um [/?] , let's see , on wednesday at school were [/?] you happy or sad ?"
CHI,sad .
MOT,you were [/?] sad .
MOT,why were [/?] you sad ?
CHI,go to store .
MOT,you wanted to go to the store ?
CHI,no .
MOT,no ?
MOT,did you go to the store with your teacher on wednesday ?
CHI,yes .
MOT,yes .
CHI,wait .
MOT,you hadta wait ?
CHI,yes .
MOT,yes .
CHI,couldn't open it .
MOT,"you couldn't open it , no ."
MOT,what couldn't you open ?
MOT,what did you want ?
CHI,Mike_and_Ike .
MOT,you wanted Mike_and_Ike ?
MOT,what is Mike_and_Ike ?
MOT,is [/?] that popcorn or candy ?
CHI,candy .
CHI,xxx candy .
MOT,"it's candy , right ."
MOT,and it made you +/.
CHI,sad .
MOT,sad .
MOT,yes .
CHI,xxx .
MOT,when you came home from +/.
CHI,wednesday sad .
MOT,"on wednesday you were [/?] sad , yes ."
CHI,xxx .
MOT,"yes , but are [/?] you sad or happy today ?"
CHI,sad .
CHI,wednesday happy .
MOT,"no , today ?"
MOT,are [/?] you sad or happy today ?
CHI,sad .
MOT,today you're sad ?
CHI,want go store .
MOT,you wanted to go to the store today ?
CHI,on wednesday .
MOT,"oh , on wednesday , yes ."
CHI,no go store .
MOT,you went to the store with school .
MOT,did you go to the store with mommy ?
CHI,yes .
CHI,no .
MOT,no .
MOT,what did mommy say ?
CHI,no .
MOT,I said no store right ?
MOT,and you were [/?] +/.
CHI,sad .
MOT,sad .
MOT,and you hadta what in_order_to go to the store ?
MOT,what did you hafta do wednesday night ?
MOT,you hadta +/.
CHI,sle [/?] +/.
MOT,sle [/?] +/.
CHI,sleep .
MOT,sleep where ?
CHI,in the bed .
MOT,in the bed .
CHI,yeah .
MOT,yes .
CHI,stay in bed .
CHI,buy goldfish .
MOT,stay in the bed and we'd buy goldfish .
MOT,yes .
MOT,did you stay in bed ?
CHI,yes .
CHI,no .
MOT,"well , you went to bed ."
MOT,<let's put> [/?] +/.
CHI,no .
MOT,you didn't stay in .
MOT,in the middle of the night you came into mommy's room .
MOT,okay .
MOT,did we go to the store yesterday ?
CHI,no .
CHI,yes .
MOT,"yes , and what did we buy yesterday because you were [/?] a good boy ?"
CHI,Mike_and_Ike .
MOT,"no , yesterday , on thursday ?"
CHI,goldfish .
MOT,yes .
MOT,"we bought goldfish , that's right ."
MOT,let's talk a little bit more about school .
MOT,what is the name of your teacher ?
MOT,name your teachers .
CHI,Amy .
MOT,am [/?] .
CHI,dean .
MOT,huh [/?] ?
CHI,dean .
MOT,and dean ?
CHI,xxx .
MOT,alright [/?] alright [/?] alright .
MOT,tell me .
MOT,name your teachers .
CHI,and Amy .
MOT,<and am> [/?] Amy is one of the children .
MOT,what's the name of your teacher ?
CHI,Mark .
MOT,"no , teacher ."
CHI,Liz .
MOT,Liz .
MOT,who else ?
CHI,who else ?
MOT,who else ?
CHI,Paula .
MOT,Paula .
MOT,who else ?
CHI,who else ?
MOT,"no , you [/?] ."
MOT,is ah [/?] +/.
CHI,Ann .
MOT,Ann .
CHI,wha [/?] who else ?
MOT,who else ?
MOT,who teaches you gym ?
MOT,what's your gym teacher's name ?
CHI,xxx .
MOT,miss +/.
CHI,go [/?] +/.
MOT,fo [/?] +/.
CHI,fol [/?] +/.
MOT,Folsom .
CHI,Mrs Folsom .
MOT,right .
MOT,what about your speech teacher ?
CHI,boom [/?] Jane_Boomer .
MOT,Jane_Boomer .
MOT,did you know Jane_Boomer before ?
CHI,yeah .
MOT,yes .
MOT,she worked with you over at the Osgood school didn't she ?
CHI,yeah .
MOT,"yes , she did ."
MOT,what are [/?] your new friend's names at school ?
MOT,what are [/?] your new friend's name ?
CHI,dog .
MOT,okay .
MOT,were [/?] you silly at school today ?
CHI,yeah .
MOT,<were you> [/?] what did you do that was [/?] silly ?
MOT,did you do silly stuff at school today ?
MOT,Mark ?
CHI,yes .
MOT,yes ?
MOT,what did you do that was [/?] silly ?
MOT,did you +/.
CHI,write .
MOT,you wrote ?
MOT,what did you write ?
MOT,tell me .
MOT,did you write your letters backwards today ?
CHI,yes .
CHI,no .
MOT,no .
MOT,that's silly .
CHI,that wrong .
MOT,<you do them> [/?] +/.
MOT,you know how to write them properly .
CHI,right way .
MOT,huh [/?] ?
CHI,right way .
MOT,"in the right way , yes ."
CHI,yeah .
MOT,yes .
MOT,how about did you put words on the table today ?
CHI,yeah .
MOT,did you spell them right ?
CHI,yeah .
MOT,yes ?
MOT,so you weren't silly today ?
CHI,xxx .
MOT,yeah .
MOT,what color is the sun at school that you said was [/?] wrong ?
CHI,yellow .
CHI,orange .
MOT,its orange .
MOT,is [/?] that right or is [/?] that wrong ?
CHI,wrong .
MOT,full sentence .
CHI,orange is wrong .
MOT,orange is wrong .
MOT,what color should the sun be [/?] ?
CHI,yellow .
MOT,full sentence .
CHI,color be yellow .
MOT,"should be yellow , yes ."
MOT,who [/?] .
CHI,not orange .
MOT,"no , not orange ."
MOT,that's silly .
MOT,okay [/?] .
MOT,"ah [/?] , where are we going tomorrow ?"
CHI,Grammy_Mary's .
MOT,"yeah , we're going to Grammy_Mary's ."
CHI,not Great_Grammy .
MOT,we might see Great_Grammy .
MOT,would you like to go see Great_Grammy ?
CHI,yeah .
MOT,yes ?
CHI,today .
CHI,gorilla dream .
CHI,the gorilla dream .
MOT,the gorilla dream ?
CHI,it gone .
MOT,"yeah , what did the gorilla do ?"
MOT,what did the gorilla do ?
CHI,xxx .
MOT,what'd he do ?
CHI,xxx .
MOT,what did the gorilla do ?
CHI,he stand on hair .
MOT,he stand on hair ?
CHI,no .
MOT,no ?
MOT,what did the gorilla do ?
CHI,stand on table .
MOT,he stood on the table ?
CHI,yeah .
MOT,are [/?] gorillas sposta stand on tables ?
CHI,no .
MOT,"no , that's +/."
CHI,silly .
MOT,that's silly .
CHI,no table .
CHI,on table .
MOT,he stands on chairs ?
CHI,no .
MOT,"no , you +/."
CHI,sit on the chair .
MOT,that's right .
MOT,you sit on the chair .
MOT,that's a silly gorilla .
MOT,where do we see gorillas ?
MOT,at the +/.
CHI,at zoo .
MOT,say it better .
CHI,at the zoo .
MOT,"at the zoo , that's right ."
MOT,do we go to the zoo sometimes ?
CHI,no .
MOT,no ?
CHI,no .
CHI,yes .
MOT,"yes , we've been to the zoo before ."
MOT,that's right .
MOT,do you know who else we're going to see at Haverill ?
CHI,yeah .
MOT,who else ?
MOT,maybe see gra [/?] +/.
CHI,Grammy_Mary .
MOT,Grammy_Mary and who else ?
CHI,earl .
MOT,gra [/?] +/.
CHI,gram [/?] +/.
CHI,grampa .
MOT,grampa .
CHI,who else ?
MOT,who else ?
CHI,the hair .
MOT,no .
MOT,does Grampa_Earl have hair ?
CHI,yeah .
