participant,sentence
MOT,whose turn is it ?
MOT,Roger's turn .
CHI,yellow .
CHI,red .
MOT,"roger , look at me ."
MOT,that's right .
MOT,"okay , it's my turn ."
MOT,"no , it's mommy's turn ."
MOT,Roger's turn .
CHI,"oh , the blue ."
MOT,blue .
MOT,"no , that's wrong ."
MOT,mommy's turn .
MOT,Roger's turn .
MOT,what +/.
MOT,what's that ?
CHI,yellow .
CHI,yellow .
MOT,Roger's turn .
CHI,green .
CHI,green .
MOT,"okay , the game's +/."
CHI,all done .
MOT,all done .
CHI,put the Gonzo away .
MOT,put them away .
CHI,bye Gonzo .
CHI,bye .
MOT,bye Gonzo .
CHI,bye Gonzo .
CHI,<bye Gonzo> [/?] bye Gonzo .
MOT,bye .
CHI,bye piggy .
CHI,byebye .
CHI,byebye piggy .
CHI,byebye .
MOT,put it in the box .
MOT,hey [/?] what do you wanna do now roger ?
CHI,byebye piggy .
MOT,what do you wanna do ?
MOT,wanna play with the puzzle ?
MOT,don't touch .
MOT,good boy .
MOT,roger come here .
MOT,roger come here !
MOT,look .
CHI,Grover .
MOT,that's right .
MOT,now empty the puzzle .
MOT,turn around roger .
MOT,there .
MOT,what do you want ?
CHI,I want puzzle .
MOT,what's that ?
MOT,"roger , what do you need ?"
CHI,need help .
MOT,I think you lost your pieces roger .
MOT,"oh , you put the stars in ."
MOT,there you go .
CHI,where ?
MOT,huh [/?] what ?
CHI,I need help .
MOT,you need help .
MOT,that's nice asking .
MOT,I don't think that goes .
MOT,let me see .
MOT,here you go .
MOT,where's the rest of the pieces roger ?
CHI,I need help .
MOT,wait .
MOT,"no , you lost the pieces ."
MOT,I don't know what you did with them .
CHI,yes .
CHI,yes .
MOT,what do you say ?
CHI,thank you .
MOT,thank you +/.
CHI,Helen .
MOT,that's right .
CHI,help .
MOT,you need help ?
MOT,good asking !
MOT,here rip it open .
MOT,that's a boy !
MOT,what are you doing ?
MOT,you're opening .
CHI,a girl .
MOT,what's that ?
CHI,girl .
MOT,girls and +/.
CHI,yes .
MOT,that's furniture .
MOT,what do you want ?
CHI,I need help .
MOT,"oh , push back ."
MOT,sit like mom .
MOT,roger what's this ?
CHI,chairs .
MOT,and +/.
CHI,man .
MOT,chairs .
MOT,and what's that ?
CHI,washing .
MOT,that's a sink .
CHI,sink .
CHI,xxx .
MOT,what's that ?
CHI,couch .
CHI,what's that ?
MOT,"no , that's the stove ."
CHI,stove to cook .
MOT,put the girls in the kitchen .
CHI,go play .
CHI,green go play .
MOT,"oh , what are you doing ?"
CHI,go play now .
MOT,okay .
CHI,go play now .
MOT,turn this way .
MOT,that's a boy .
MOT,we put them in the kitchen .
CHI,go in kitchen .
MOT,"oh , that's the refrigerator ."
MOT,won't stand up though .
MOT,oop [/?] .
MOT,are they gonna eat supper ?
CHI,eat .
CHI,sit down .
CHI,xxx .
CHI,it's a couch .
CHI,a blue chair .
MOT,what happened ?
CHI,he cooking .
MOT,what's he doing ?
MOT,what's he making ?
CHI,cooking !
MOT,what's he cooking ?
CHI,wash face .
MOT,you're washing your face .
CHI,eat the supper .
MOT,they're having pizza .
CHI,pizza .
CHI,xxx .
CHI,supper !
CHI,time for spaghetti .
CHI,want strawberry milk .
MOT,"oh , okay ."
CHI,strawberry milk .
MOT,strawberry milk .
MOT,"open the door oh , ."
CHI,open the door .
CHI,eat pizza .
MOT,"oh , you're feeding the lady ."
CHI,yeah .
CHI,yum [/?] it's good !
CHI,it's good .
CHI,you done .
CHI,drink your milk .
CHI,strawberry milk .
CHI,good .
CHI,you done ?
CHI,"roger , you done ?"
MOT,roger what's this ?
CHI,you done ?
MOT,roger what's that ?
CHI,watch tv .
MOT,it's a tv .
MOT,when they're done supper they can watch tv .
CHI,watch tv thirty eight !
MOT,"oh , okay ."
CHI,watch tv thirty eight .
CHI,stove .
MOT,put the stove here .
MOT,roger turn around .
MOT,that's a boy .
MOT,what are you doing ?
CHI,play .
CHI,eat .
CHI,sit down .
MOT,time for supper .
CHI,ouch .
CHI,a booboo .
MOT,"oh , oop [/?] she has a booboo ."
CHI,xxx .
CHI,eat .
MOT,hm: [/?] what are they eating ?
CHI,eating hotdogs !
MOT,hotdogs &mm [/?] ?
CHI,"roger , sit up straight go watch tv ."
MOT,okay .
CHI,go watch tv .
MOT,what's on ?
MOT,what's on the tv ?
MOT,clowns .
CHI,watch clowns .
MOT,"oh , another chair ."
MOT,that's nice roger .
CHI,"oh , let's sit down ."
MOT,everybody's watching tv .
CHI,go sing a song .
CHI,"come on , sing a song ."
CHI,We_Are_The_World .
MOT,what are you singing ?
CHI,sing a song .
MOT,okay sing a song .
CHI,xxx .
MOT,sing We_Are_The_World .
CHI,We_Are_The_World .
MOT,you hafta sit up to sing roger .
CHI,no .
MOT,"okay , sing ."
MOT,<we are the> [/?] +/.
CHI,world [/?] .
MOT,<we are the> [/?] +/.
CHI,children [/?] .
CHI,<we are the ones who make a brighter day so let's start giving> [/?] .
CHI,<there's a xxx we're making> [/?] .
CHI,<we're saving our own lives> [/?] .
CHI,go to bed !
CHI,go to bed .
MOT,"oh , where's the bed ?"
CHI,where's the bed ?
MOT,there's no bed .
CHI,go to sleep .
MOT,"oh , that's a nice bed , roger !"
MOT,what are you doing ?
CHI,good night .
MOT,good night .
MOT,it's time to wake up now .
MOT,what are you doing ?
CHI,"oh , it's time for wake up ."
CHI,it's time for bacon and eggs .
MOT,bac [/?] +/.
CHI,bacon .
MOT,"oh , okay ."
MOT,"okay , cook them on the stove ."
CHI,stove .
CHI,the Dunkin donuts .
CHI,xxx bacon .
CHI,hi donuts .
CHI,Dunkin donuts .
MOT,"oh , okay ."
CHI,Dunkin donuts .
MOT,&mm [/?] .
CHI,Dunkin donuts .
CHI,Dunkin donuts .
MOT,"oh , ."
CHI,all the girls .
CHI,go sit the table .
MOT,that's the daddy .
CHI,and mama .
MOT,uhuh [/?] .
CHI,"oh , ."
CHI,turn around and eat !
CHI,sit up and eat !
MOT,you tell her .
CHI,eat supper .
CHI,"<gulp , gulp , gulp> [/?] ."
MOT,they're all done .
CHI,it's good .
CHI,wipe face !
MOT,"oh , nice wiping the face ."
CHI,go tv .
CHI,go watch tv .
CHI,go sit down and watch tv .
CHI,tv thirty eight .
CHI,clown [/?] watch clown .
MOT,how about sesame street ?
CHI,sesame street .
CHI,sesame street .
CHI,clowns .
CHI,go byebye !
CHI,go for a ride !
MOT,"oh , okay ."
CHI,go for a ride .
MOT,let's put them in the truck .
CHI,put them in the truck .
CHI,we're going to Dunkin donuts .
CHI,going +/.
MOT,where are you going roger ?
CHI,going dentist .
MOT,"oh , okay ."
CHI,going dentist .
CHI,byebye !
CHI,goodbye dentist .
MOT,roger stay in here .
MOT,bring them back in here .
MOT,"oh , they're done at the dentist ."
CHI,going teeth .
CHI,"the dentist <toot , toot> [/?] the teeth ."
MOT,now they wanna watch tv .
MOT,the dentist is all_gone .
CHI,the dentist all_gone .
CHI,the dentist +/.
CHI,go watch tv thirty eight .
CHI,go watch clowns .
MOT,"oh , yes ."
CHI,xxx .
CHI,Jason I told you to watch tv thirty eight .
CHI,sit down .
CHI,sit on the rocker and watch tv .
MOT,oop [/?] .
CHI,cooking !
CHI,xxx .
CHI,sit down at the couch .
CHI,xxx down .
CHI,oops [/?] .
CHI,fall down .
CHI,oops [/?] .
CHI,ah [/?] .
CHI,sit down .
CHI,xxx .
CHI,alright .
CHI,we're all sit the table now .
CHI,sit the table .
MOT,what are they doing ?
CHI,eating .
MOT,it's time for supper .
CHI,supper .
CHI,spaghetti .
MOT,spaghetti .
MOT,okay .
CHI,xxx .
MOT,"roger , cook the spaghetti on the stove ."
CHI,eat .
CHI,mhm [/?] .
MOT,what are you doing ?
CHI,eating the macaroni .
MOT,okay .
MOT,all done .
MOT,time for dessert .
MOT,what's for dessert ?
CHI,<fizz fuzz> [/?] .
MOT,huh [/?] ?
CHI,<fizz fuzz> [/?] .
CHI,<fizz fuzz> [/?] .
CHI,<fizz fuzz> [/?] .
MOT,time for snack .
CHI,time for cracker !
CHI,watch tv thirty eight .
CHI,watch clowns .
CHI,watch clowns .
CHI,please .
CHI,sit down please in a chair .
CHI,sit down .
CHI,sit in chair .
MOT,hm: [/?] .
MOT,"oh , they're sitting ."
MOT,that's nice and quiet aren't they ?
MOT,what are you going to do roger ?
CHI,watch clowns .
MOT,"oh , okay ."
MOT,clean the table .
MOT,it's time to clean the table off .
CHI,say bye mama .
CHI,byebye Ma .
CHI,good bye .
MOT,where are you going ?
CHI,going to make supper !
MOT,"oh , okay ."
CHI,going bye .
CHI,goodbye .
CHI,say byebye .
CHI,byebye .
CHI,byebye .
MOT,stay in here roger .
MOT,roger .
MOT,it's time to come back .
MOT,oop [/?] .
MOT,here comes the mommy and dad .
CHI,go watch clowns .
MOT,what do you wanna do roger ?
CHI,watch clowns .
MOT,do you wanna do a puzzle ?
CHI,yes .
MOT,what puzzle ?
CHI,xxx froggy .
MOT,wanna put this away ?
MOT,give it to mom .
CHI,want some ice cream ?
MOT,"oh , okay ."
MOT,open the door .
CHI,ice cream .
MOT,mhm [/?] .
CHI,mhm [/?] .
MOT,okay .
MOT,it's all_gone .
CHI,all_gone .
CHI,wash your hands .
CHI,wash your face .
CHI,take a bath .
MOT,roger who's this ?
CHI,look .
CHI,green frog .
MOT,sit like mom .
MOT,over here .
MOT,"no , turn around ."
MOT,"no , roger ."
MOT,you needta sit .
MOT,let's do Kermit .
MOT,"no , this is Big_Bird ."
MOT,what's that ?
CHI,grass .
MOT,"okay , put his grass in ."
CHI,good .
MOT,yeah .
MOT,that goes right there .
CHI,chew .
CHI,chew .
MOT,roger what do you want ?
MOT,you needta sit .
CHI,and orange .
CHI,and green .
CHI,and yellow .
CHI,and blue .
CHI,and green .
CHI,and orange .
CHI,and green .
CHI,and blue .
CHI,and yellow .
CHI,purple colors .
CHI,yellow and red .
CHI,and red .
CHI,and orange .
CHI,and blue .
CHI,and orange .
CHI,and green .
CHI,and blue .
MOT,roger do the puzzle .
MOT,sit down .
CHI,roger to go sleep roger .
CHI,xxx gone .
CHI,"roger , that's enough ."
CHI,don't cry .
CHI,that's enough .
CHI,go to sleep .
CHI,and orange and green .
CHI,and purple .
CHI,purple and orange .
MOT,roger you put them in .
CHI,orange and green !
MOT,that's his blanket .
MOT,put it in .
CHI,blanket .
MOT,that's Big_Bird's blanket .
CHI,bird's blanket .
CHI,&sh [/?] be quiet .
MOT,give it to mom .
MOT,"good boy , you put it in ."
CHI,xxx .
CHI,and orange .
CHI,and yellow .
MOT,"okay , all done with the puzzle ."
MOT,wanna read Brown_Bear ?
CHI,read Brown_Bear .
CHI,read Brown_Bear .
CHI,good .
MOT,read to mama .
CHI,and brown .
CHI,and red .
CHI,and yellow .
CHI,and blue .
CHI,and green .
CHI,and yellow .
CHI,<brown bear> [/?] brown bear .
CHI,what do you see ?
MOT,what do you see ?
CHI,I see a yellow duck .
MOT,"no , yellow ."
MOT,what's this ?
CHI,"red bird , what do you see ?"
CHI,<red bird> [/?] red bird .
CHI,what do you see ?
CHI,I see a yellow duck .
CHI,you see +/.
CHI,I see a blue horse .
MOT,blue horse ?
CHI,blue horse .
CHI,what do you see ?
CHI,"<blue horse> [/?] blue horse , what do you see ?"
CHI,I see a green frog .
CHI,"green frog , what do you see ?"
MOT,looking at me .
CHI,"<green frog> [/?] green frog , what do you see ?"
CHI,I see a purple cat .
CHI,what do you see ?
CHI,I see a white dog .
CHI,"<white dog> [/?] white dog , what do you see ?"
CHI,I see a black sheep .
MOT,what does a sheep say ?
CHI,<baa baa> [/?] .
MOT,right .
CHI,"<black sheep> [/?] black sheep , what do you see ?"
