participant,sentence
INV,you wanna go inside ?
INV,wanna get some water ?
INV,what do we do ?
CHI,I want you to open the door .
INV,you want me to open the door .
INV,okay .
INV,help me .
INV,we're gonna pull it .
INV,pull it pull pull .
INV,there we go .
CHI,0 .
INV,www .
INV,where we going Chi ?
INV,where are we goin(g) ?
INV,what do we do here ?
CHI,I want you to open the door .
INV,you want me to open the door .
INV,so will you help me push it ?
CHI,0 .
INV,www .
INV,Chi are we gonna count these ?
INV,one two three +...
CHI,four .
INV,four .
CHI,five .
INV,www [>] .
CHI,xxx [<] . [+ trn]
INV,pull .
INV,what're you doing here ?
INV,we've gotta pull open .
INV,pull .
INV,I'll do it .
INV,&-uh thank you .
INV,close .
INV,watch out .
CHI,0 .
INV,oh bang@o .
CHI,0 [=! cries] .
INV,bang@o .
INV,ouch .
CHI,0 [=! cries] .
INV,owie ow .
INV,let's go to the gym .
INV,you rub it .
INV,yeah I'm sorry .
INV,I'm sorry .
INV,where's the gym ?
INV,is it down there ?
INV,&=gasp where's the gym ?
CHI,xxx .
INV,oh .
INV,you wanna get some water ?
INV,we'll get you some water .
CHI,0 [=! cries] .
INV,what ?
INV,does it hurt ?
CHI,0 [=! cries] .
INV,Chi .
INV,Chi wanna go inside ?
INV,let's go inside the gym .
INV,come on .
CHI,0 [=! cries] .
CHI,yyy .
INV,yeah .
INV,you wanna help me open the door ?
INV,will you help me ?
INV,are we gonna pull it ?
CHI,0 .
INV,thank you .
INV,nobody's in here Chi .
INV,do you wanna go outside ?
INV,you wanna go outside ?
CHI,0 .
INV,all rightie .
INV,all rightie .
CHI,0 .
INV,what is that ?
INV,it's a door latch .
INV,okay .
INV,you gonna close the door for me ?
INV,close the door .
CHI,xxx .
INV,closed .
CHI,xxx .
INV,okay .
INV,Chi you needta go pottie ?
CHI,xxx .
CHI,xxx .
INV,are you singin(g) me a song ?
INV,Chi let's count .
INV,one little two little .
INV,three little indians .
CHI,0 .
INV,anything in there ?
INV,there's nothin(g) in there .
INV,push .
INV,push .
INV,push .
CHI,0 .
INV,where to baby ?
CHI,0 .
INV,what do we do here ?
CHI,I want you to open the door .
INV,I want you to open the door .
INV,okay I'll open the door for you .
INV,www .
CHI,0 .
INV,where you goin(g) ?
INV,inside ?
CHI,inside .
INV,inside ?
CHI,inside .
INV,okay what do we hafta do ?
INV,are we gonna pull the door ?
CHI,pull a [=? the] [*] door .
INV,0 .
INV,I got it .
INV,will you help me ?
INV,pull .
INV,thank you .
CHI,0 .
INV,oh Play_doh !
INV,&=gasp . [+ trn]
INV,you wanna play with the Play_doh ?
CHI,0 .
INV,can you get it out Chi ?
INV,can you get the Play_doh out ?
INV,get it out .
CHI,0 .
INV,can I help you ?
INV,look .
INV,look .
INV,&=gasp . [+ trn]
CHI,0 .
INV,can you get more out ?
INV,okay push it back in .
CHI,0 .
INV,you're gonna close it ?
INV,you're gonna close it ?
CHI,0 .
INV,all right .
INV,are you finished playing with Play_doh ?
CHI,0 .
INV,Chi .
INV,Chi .
INV,Chi .
CHI,xxx .
CHI,0 .
INV,drinking your juice ?
INV,look what I've got .
CHI,xxx .
INV,Chi .
INV,look Chi .
CHI,0 .
INV,look what I've got .
INV,oh boy .
INV,there's a horsie .
INV,a horse .
CHI,yyy [= jargon] .
INV,is that a horse Chi ?
CHI,e@l i@l e@l i@l .
INV,where does the horse +//.
INV,e@l i@l e@l i@l o@l .
INV,and on that farm he had a horse .
INV,e@l i@l e@l i@l o@l .
INV,with a neigh neigh here .
INV,and a neigh neigh there .
INV,here a neigh everywhere a neigh neigh .
INV,&=gasp . [+ trn]
INV,Old McDonald had a +...
INV,look at the pig .
INV,e@l i@l e@l i@l o@l .
INV,with an oink oink here .
INV,and an oink oink there .
INV,here an oink .
INV,there an oink .
INV,everywhere an oink oink .
INV,a horse .
INV,a cowboy .
INV,look .
INV,does the cowboy ride the horse ?
INV,&=gasp . [+ trn]
CHI,0 .
INV,cowboy .
CHI,0 .
CHI,0 .
INV,there .
INV,put the [//] can you put the cowboy on the horse ?
INV,is he gonna ride the horse ?
CHI,0 .
INV,can you put the cowboy on the horse Chi ?
CHI,xxx .
CHI,yyy [= jargon] .
INV,look Chi .
INV,I'm gonna take the horse .
INV,and put the horse in the barn .
INV,let's put the horse in the barn .
INV,&=gasp . [+ trn]
INV,open the door .
INV,let's put the horse in the barn .
INV,that's where the horse lives .
INV,I'm gonna close the doors .
INV,&=gasp where's the horse ?
INV,where's the horse ?
INV,we gonna open the doors to get the horse ?
CHI,0 .
INV,close (th)em .
INV,close (th)em .
INV,where'd the horse go ?
INV,open .
CHI,0 .
INV,there you go .
INV,open .
CHI,xxx .
INV,www .
INV,let's put the other horse in the barn .
INV,look Chi .
INV,put the other horse in the barn .
INV,open the door .
INV,can you put the horse in the barn ?
CHI,xxx .
INV,put the horse .
CHI,xxx .
INV,gallop@o gallop@o .
CHI,xxx .
INV,look .
INV,&=gasp . [+ trn]
INV,can the horse run to the barn ?
CHI,0 .
INV,why're [//] why're you going to close the barn ?
INV,look .
INV,here's the other door .
CHI,yyy .
INV,close it .
INV,latch it .
CHI,0 .
INV,close the door now ?
INV,close it .
INV,&=gasp . [+ trn]
INV,where does the cowboy go ?
INV,yyy .
CHI,0 .
INV,put the cowboy on the horse ?
INV,does the cowboy ride the horse ?
CHI,0 .
INV,very good !
INV,&=gasp . [+ trn]
INV,<where does the> [//] where does the horse go ?
INV,does it go in the barn ?
CHI,0 .
INV,there's a horse .
INV,it's in the barn .
INV,you need more hands dontcha [: don't you] ?
INV,can we put the horses in the barn ?
INV,hi Tony .
INV,hi Tony .
INV,you wanna play ?
INV,Chi can you show Tony how the cowboy rides the horse ?
INV,www .
INV,a yellow cow Chi !
INV,a yellow cow .
INV,have you heard of such a thing ?
CHI,0 .
INV,where does the yellow cow go ?
CHI,0 .
INV,and a pink pig .
INV,is that a horsie ?
CHI,0 .
INV,what do you see Chi ?
INV,those are little ducks .
INV,and a orange dog .
INV,is that a Lassie dog ?
INV,it's orange Lassie .
CHI,0 .
INV,how do you open the door ?
INV,open the door .
CHI,0 .
INV,oh there's the other horse .
INV,you knew where it was .
INV,www .
INV,Chi where does the horse go ?
INV,does the horse go in the barn ?
INV,does the horse go in the barn ?
INV,huh ?
INV,0 .
INV,www .
INV,Chi .
INV,let's put everything in the bucket .
INV,in the bucket .
INV,can you put the horse in the bucket ?
CHI,0 .
INV,thank you .
INV,thank you .
INV,in the bucket .
CHI,0 .
INV,in the bucket .
INV,in the bucket .
INV,in the bucket .
INV,Chi can you put this in the bucket ?
INV,thank you .
INV,&-uh oh .
INV,gotta put it in the bucket .
CHI,0 .
INV,can you put the cowboy in the bucket ?
INV,www .
CHI,0 .
INV,Chi gonna help me [//] we gotta clean this up .
INV,put these in .
INV,in the bucket .
INV,in the bucket .
INV,hey Chi .
INV,put those in the bucket .
CHI,xxx .
INV,go put your juice up .
INV,go put your juice in your [//] in the cubbyhole .
INV,0 .
INV,www .
INV,okay Chi .
INV,let's put this up .
INV,come on Chi let's put the juice up .
CHI,yyy .
INV,oh why not ?
INV,is it open ?
INV,0 .
INV,it's open .
INV,let's put your juice up .
CHI,0 .
INV,okay close it up .
INV,look .
CHI,0 .
INV,close it .
CHI,0 .
INV,close it .
INV,Chi let's put it up .
INV,will you help me put it up ?
CHI,0 .
