participant,sentence
MOT,Seeley look .
MOT,hello .
CHI,hello .
MOT,&na call Grandma ?
MOT,call Grandma .
CHI,boy that .
MOT,it's a horse .
CHI,xxx .
MOT,call Grandma .
CHI,hello ?
MOT,who you callin(g) ?
CHI,xxx .
MOT,lemme see .
MOT,"oh it's a horse, neigh@o ."
CHI,haha .
MOT,no neigh@o [x 2] .
CHI,hello ?
MOT,<is anyone there> [x 2] ?
MOT,come here .
MOT,Seeley come here .
MOT,let's play with the blocks .
MOT,wanna build something ?
CHI,xxx .
MOT,hm: ?
MOT,what do you think you wanna build something ?
CHI,&oo &oo it's a &ba .
MOT,hm: ?
MOT,Seeley .
CHI,&oo &oo it's a &ba .
MOT,it's a <horse> [x 2] .
CHI,&awk .
CHI,two .
MOT,two .
MOT,three .
MOT,ah let's +/.
CHI,uhoh .
MOT,one .
MOT,one .
MOT,two .
CHI,uhoh !
CHI,&ehoh !
MOT,one two .
CHI,&da &ee .
MOT,three [x 3] .
CHI,xxx .
MOT,oh <it's gonna fall> [x 2] it's going to fall .
MOT,it's too high .
CHI,&=gasps uhoh !
MOT,"uhoh, ready ?"
MOT,"one, how many yellow &b, how many yellow do we have ?"
CHI,xxx .
MOT,xxx .
CHI,xxx .
MOT,one .
MOT,two .
MOT,&=gasps uhoh fell down .
MOT,uhoh it fell down .
CHI,xxx .
MOT,hm: ?
CHI,&eh [x 3] do .
MOT,what ?
MOT,you want me to help ?
CHI,ye(a)h .
MOT,let's put it here .
MOT,you wanna stack those up .
CHI,&=gasps uhoh !
MOT,uhoh it fell .
CHI,&=gasps uhoh !
MOT,look [x 2] .
MOT,xxx .
CHI,<it's a &ba> [x 2] .
MOT,come here look .
CHI,it's a &ba .
MOT,it's a horse [x 2] .
MOT,neigh@o [x 2] .
MOT,hm: ?
CHI,hm: ?
MOT,<can I call someone> [x 2] ?
CHI,no .
MOT,can I use the phone ?
CHI,no !
MOT,&=gasps please ?
MOT,please can I use the phone ?
CHI,no [x 2] !
MOT,okay <come here> [x 2] .
MOT,Seeley come here .
MOT,hey Seeley come here (a)n(d) we'll play with the blocks .
CHI,xxx !
MOT,what do you wanna do ?
MOT,you wan(t) me build something .
CHI,xxx .
MOT,hello can I talk to Seeley ?
CHI,&=whines .
MOT,you want it ?
CHI,hello ?
MOT,who's on the phone ?
MOT,who's there ?
MOT,is there a horse on the phone ?
MOT,a horsie ?
MOT,are you talking to the horsie ?
CHI,&eh ?
MOT,hm: ?
CHI,xxx ?
MOT,no it's a horsie .
CHI,xxx .
MOT,you're doing hide_and_seek ?
MOT,one two three .
MOT,there it is &=gasps !
MOT,you were hiding it hm: ?
CHI,<two three> [x 2] two &t +/.
MOT,one two three .
MOT,one two three .
MOT,come here let's play with the blocks .
CHI,xxx .
MOT,do you wanna count the orange blocks ?
MOT,one two three .
MOT,and the blue ones too !
MOT,one two three .
MOT,three blue ones .
MOT,want some help ?
MOT,want me to help you ?
MOT,here look .
MOT,let's make a xxx tower .
MOT,you like the phone huh ?
MOT,hm: ?
CHI,&wah &woah .
MOT,do you wanna have some tea ?
CHI,no xxx &dink .
MOT,do you have some tea ?
CHI,no .
MOT,you wanna pour some tea ?
CHI,no .
CHI,no tea .
MOT,pour some tea for Mommy ?
CHI,no .
CHI,no tea .
MOT,here pour some tea .
CHI,no xxx .
MOT,can we have some tea ?
MOT,I'm thirsty &=eat .
MOT,can I have some ?
CHI,baba@g .
MOT,that's the baba@g .
MOT,who's that for ?
CHI,0 .
MOT,&-uh no this is the tea .
MOT,the tea goes &=blow [x 2] .
MOT,would you like some &=eat .
CHI,&=blow .
MOT,here .
CHI,&whoosh &whoosh .
MOT,would you like some ?
MOT,&-uh don't drink out of there .
MOT,no no .
MOT,here this is your cup .
MOT,this is the cup for tea .
CHI,0 .
MOT,uhhuh .
CHI,oh !
MOT,&=eat .
MOT,you wanna stir your tea too ?
CHI,xxx .
MOT,hm: ?
CHI,&numnumnumnumnum .
MOT,are you hungry ?
CHI,xxx .
MOT,here <have a snack> [x 2] &=eat .
CHI,&=eat .
MOT,&=eat are you eating like a dinosaur &=eat ?
CHI,&=eat .
MOT,"&=eat, here I'll give you some more ."
MOT,now eat like a dinosaur !
CHI,&=eat .
MOT,I'll give you more .
MOT,here .
MOT,here's some more .
MOT,eat like a dinosaur &=eat !
CHI,&=eat &=roars .
MOT,&=laughs yummy .
CHI,&numnumnum .
MOT,&numnumnum !
CHI,&numnumnumnum !
MOT,&numnum ?
CHI,&=gasps xxx .
MOT,who are you gonna call now ?
CHI,no xxx .
MOT,&=gasps you wanna call the horsie ?
MOT,wanna call Grandma ?
MOT,you wanna call Grandma ?
CHI,no mine !
MOT,can I have the phone too ?
MOT,can I be the phone ?
CHI,no .
CHI,no no .
CHI,<no no> [x 2] .
MOT,can I have ?
CHI,no !
MOT,okay I'm gonna play with these .
MOT,&=gasps tadah !
CHI,&ta !
MOT,tadah [x 2] !
MOT,you wanna break it down now ?
MOT,break it down ?
CHI,&ah &oh .
MOT,&=eat thank_you .
MOT,you're feeding me &=eat .
CHI,what's dat [: that] ?
MOT,&=gasps that's a timer !
MOT,what is that ?
MOT,it's a timer .
CHI,xxx &tat ?
MOT,what is that ?
MOT,what is that ?
