participant,sentence
MOT,will we have these ?
MOT,could this be his hair ?
CHI,no we xxx make it a girl .
MOT,we can't make him a girl or we are gonna make him a girl ?
CHI,xxx a boy .
MOT,okay so he's a boy .
CHI,what were we making the girl ?
MOT,you wanna make him a girl ?
CHI,yeah .
MOT,okay .
CHI,whoops .
MOT,there you go .
CHI,a girl .
MOT,and what's this here ?
CHI,a phone !
MOT,"what's the picture, on the phone ?"
CHI,&sa horse !
MOT,horse .
CHI,let's make a big tower .
CHI,ah .
MOT,"you're putting it in the teacup again, how come you're putting it in the teacup ?"
CHI,to make a big tower .
MOT,"&bu why don't you on the mat, on the blanket, to make it a flat surface ."
CHI,it will be the water_tower .
MOT,hm: .
CHI,wait oh wait there's something missing .
MOT,oh .
CHI,"oh [x 2] wait I, I sposta put these in these teacup ."
CHI,to make a tower .
MOT,(o)kay so we'll go like this .
CHI,&s we needta make the tower .
MOT,and then how (a)bout we put +...
CHI,"those three &bo, box top ."
CHI,to make the water_tower .
CHI,no .
MOT,how do you want it ?
MOT,want it to be tall ?
CHI,yes .
CHI,tall water_tower .
CHI,whoops .
MOT,"whoops why don't you put, flushed ."
MOT,ah tower fell .
CHI,no the water_tower .
MOT,water_tower fall .
CHI,yeah that's like a real story like xxx .
MOT,okay .
CHI,like in the airport .
MOT,you don't wanna play with the dolls ?
MOT,Ron .
CHI,you always do like this .
MOT,look I'm gonna brush the dollie's hair .
CHI,I'll do xxx .
MOT,(o)kay you'll play with the blocks .
MOT,scary .
CHI,there .
MOT,hey it looks like a zebra .
CHI,xxx look like a water_tower .
CHI,xxx needs to make a train .
CHI,for the water_tower .
MOT,okay .
CHI,oh wait .
CHI,oh wait .
CHI,"&wa wait maybe we can use these, these squares ."
MOT,put all the squares on it ?
CHI,"all &th, where's the other one ?"
CHI,oh I have the other !
MOT,you have the other one .
CHI,now let's make .
MOT,here like this .
CHI,xxx .
MOT,you don't wanna give me the blocks ?
CHI,oh wait .
CHI,there it is !
CHI,the water_tower .
MOT,can I have another block ?
CHI,"here yeah, no xxx ."
MOT,okay fine .
CHI,xxx fill it up with water .
MOT,here we can put +...
CHI,wait [x 2] .
MOT,"+, water in his tank ."
CHI,wait that's a great idea !
MOT,yeah fill it up &gu [x 4] .
CHI,xxx filled with water he was very happy .
CHI,suddenly there was a xxx .
MOT,uhoh .
CHI,xxx .
MOT,a what ?
CHI,a streak of silver xxx .
MOT,a streak of silver ?
CHI,yeah .
MOT,(o)kay let's get those dolls out of the way .
MOT,those are for girls .
CHI,what xxx track .
CHI,okay .
MOT,"that &co, this could be the truck ."
CHI,and this could be the [x 2] .
CHI,this could be .
MOT,what could this be ?
CHI,xxx .
CHI,I wanna make a slot like this so I know that it xxx .
MOT,that's what I was telling you before .
MOT,so we're finished with these cups can we put it away ?
CHI,xxx put the teacup on the big water_tower .
CHI,there .
MOT,okay so +/.
CHI,"let's make a xxx, city so he can start xxx faster ."
MOT,"and those will be his ah, what's it called ?"
MOT,this part that he rolls .
CHI,oh .
MOT,xxx we can fill this .
MOT,that's the stuff that he hasta bring to the babies .
MOT,they need their milk .
CHI,uhoh .
MOT,ah the baby needs her milk .
MOT,so Steven needs to bring the milk to the baby .
CHI,&do [x 3] uhoh I just got the milk spill .
MOT,"&ca, how (a)bout the baby goes for a ride ?"
MOT,on the little car .
CHI,ah xxx wish xxx to the top .
MOT,oops .
CHI,&an .
MOT,and she xxx her milk .
CHI,&wa &ha [x 4] &=hums .
MOT,okay the water's boiled now .
MOT,"can we have some hot_chocolate, you wanna have some hot_chocolate with me ?"
CHI,"and it will be the, xxx ."
MOT,let's call Daddy .
MOT,this phone doesn't work .
CHI,I'll be the dad .
MOT,okay .
CHI,you be the mom .
MOT,okay here's your cell+phone Daddy .
CHI,okay you move .
CHI,"what's, here you can use yellow to be your +..."
MOT,my yellow cell+phone ?
CHI,yep .
MOT,where are you going ?
MOT,you hafta stay on the blue carpet .
CHI,going to work .
MOT,okay so you disappear like Daddy ?
CHI,yes .
MOT,&=laughs .
CHI,xxx .
MOT,ring [x 3] hello ?
CHI,"yeah it's me, Daddy ."
MOT,hi where are you ?
CHI,I live here .
MOT,you're not here .
MOT,where are you ?
CHI,I go xxx above the roof !
MOT,you're on the roof doing what ?
CHI,xxx I think xxx there's a problem !
MOT,you're fixing a problem ?
CHI,"well you gotta hurry, you gotta &bri, bring some supplies to bring here ."
MOT,what are you making ?
MOT,what are you fixing Ron ?
CHI,the flashlights .
MOT,the flashing lights ?
CHI,they're up here enough .
CHI,"it's too rocky up here I think, I &a fall ."
CHI,xxx gotta hurry &ee .
CHI,it's gonna be midnight .
CHI,now get here right now or else I get cross .
MOT,&=laughs you get &cro ?
MOT,okay bye .
CHI,okay I hang up .
CHI,where is hang up ?
CHI,beep@o .
MOT,okay so can you come back now ?
CHI,"okay right, right, no I can't ."
MOT,why ?
CHI,I need some supplies .
MOT,so come get &em .
CHI,no oh !
CHI,I can't get this out .
MOT,it's locked Ron .
CHI,"come on bring some supplies over here, supplies to my work ."
MOT,you want me to go see you ?
CHI,yeah .
