participant,sentence
CHI,no .
MOT,no so why you xxx it up then ?
MOT,xxx .
CHI,xxx .
CHI,hold it and put in babies .
MOT,put the hat on the baby ?
CHI,yeah .
MOT,okay .
CHI,xxx .
CHI,baby take .
MOT,okay I'll drink some coffee with the baby ?
MOT,do I feed the baby or I feed myself ?
CHI,"give &ba, feed babies ."
MOT,feed the baby okay .
MOT,&=eats okay baby finished .
CHI,(o)kay .
CHI,more ?
MOT,oh no he said he's okay .
MOT,baby okay now .
CHI,&ch .
CHI,here we go .
MOT,oh thank_you madame &=eats .
CHI,finished ?
MOT,yeah I'm finished .
CHI,xxx &ch .
CHI,and coffee for me .
MOT,coffee for you ?
MOT,you move up .
CHI,&ch .
CHI,&ch .
CHI,&f coffee for me .
MOT,okay .
CHI,I'm xxx coffee for me .
MOT,okay .
CHI,&ch .
CHI,&ch .
MOT,why don't you build a house with those blocks by yourself .
CHI,huh ?
MOT,build a house with the blocks .
CHI,don't touch .
MOT,okay I won't touch .
CHI,<I tell you> [x 2] you touch okay ?
MOT,okay [x 2] .
CHI,I tell you you touch .
MOT,you'll tell me if I touch okay .
CHI,I tell you you touch .
MOT,okay .
CHI,I tell you you touch and you touch .
CHI,let's go xxx .
CHI,what &i gonna happen .
MOT,"what's going to happen, let me see what going to happen ?"
CHI,see it gonna fall .
MOT,yes .
CHI,it gonna fall this blocks .
CHI,block on .
MOT,ah .
CHI,block on .
MOT,&moong .
CHI,block on mooshie@c watch .
CHI,xxx .
MOT,&moong it fall eh Krista ?
CHI,I not falling .
CHI,do not fall .
CHI,ici@s:fra bon@s:fra I call you xxx .
CHI,I call a doctor .
CHI,I call a doctor .
MOT,oh maybe the baby have a booboo so you really hafta call a doctor .
CHI,"baby, have a booboo and xxx a baby have the kiss for the +..."
CHI,have a baby xxx the doctor .
CHI,have a baby .
CHI,her belly hurt .
CHI,see belly hurt .
CHI,baby belly hurt xxx .
CHI,baby the belly hurt with this clothes .
MOT,&=laughs .
CHI,"baby &ts, belly hurt this clothes ."
CHI,baby went pee_pee on the clothes .
MOT,yes ?
CHI,yes .
MOT,hm: .
CHI,sit .
MOT,she sit down ?
MOT,what are you going to do ?
CHI,&-um take in to the doctor .
MOT,you're takin(g) her to the doctor naked ?
CHI,yeah .
MOT,oh_my_goodness she need her clothes .
CHI,she make a mess .
CHI,she make a mess .
MOT,she make a mess ?
CHI,I call a doctor for baby .
CHI,here baby having a foot .
CHI,you see baby needta sleep .
CHI,baby needta sleep .
CHI,baby need doctor and xxx .
CHI,baby need a doctor for xxx and baby need a doctor for xxx .
MOT,the baby need a doctor for the ears ?
MOT,what happened to the baby ears ?
CHI,(be)cause baby have a &boo .
MOT,okay .
CHI,and baby have a booboo too .
MOT,okay the two of them have booboos ?
CHI,"and take it, this baby have a booboo ."
CHI,look I take off this .
MOT,I don't understand why you taking off the baby clothes .
CHI,(be)cause baby have a booboo .
MOT,yes when you go to the doctor the doctor take off your clothes ?
CHI,baby have a booboo .
MOT,&=laughs yes have a booboo .
CHI,baby make a pee_pee on the hat .
CHI,what gonna happen ?
CHI,what gonna happen ?
CHI,what gonna happen ?
MOT,okay doctor finish see the babies .
CHI,no .
MOT,no ?
CHI,baby get a doctor .
CHI,baby want a doctor .
CHI,xxx baby doctor .
CHI,xxx baby .
MOT,what are you making ?
CHI,"a baby, have a booboo ."
MOT,yes ?
CHI,&-um call a baby have a booboo on the nose .
MOT,the baby have a booboo in the nose ?
CHI,"yeah and I'll, I'll doctor ."
MOT,xxx a doctor .
CHI,who's that ?
CHI,this is a medicine ?
CHI,a baby's ?
MOT,okay you don't know so you're sposta look .
MOT,that's the medicine for the baby ?
CHI,I put on baby nose .
CHI,xxx .
CHI,I love you .
CHI,(o)kay it's this this .
CHI,xxx the doctor .
CHI,okay c'est@s:fra ca@s:fra .
CHI,xxx .
CHI,lets finish milk .
CHI,drinking some coffee .
MOT,&=laughs baby drink milk Krista .
MOT,you drink coffee or milk ?
CHI,this is coffee .
MOT,okay so give them coffee if you want .
CHI,I give them coffee for it .
CHI,baby one for you .
CHI,"baby, baby xxx ."
CHI,xxx .
CHI,&ch .
CHI,&ch .
CHI,xxx .
CHI,I see it .
CHI,www .
MOT,clean up .
MOT,clean up Krista .
MOT,clean up your mess .
CHI,I'm cleaning up .
MOT,so hurry up .
CHI,&ch .
MOT,you wanna play with these toys Krista ?
CHI,yeah .
MOT,so hurry clean up .
CHI,&ch .
CHI,&ch .
MOT,<clean@si up@si> [x 2] everybody@si do@si their@si share@si .
MOT,come on Krista clean up .
CHI,xxx .
MOT,no you put them in the bag Krista .
MOT,"put the, put the toys in the bag ."
CHI,(o)kay .
MOT,good girl .
MOT,Krista are we cleaning up ?
CHI,&ch .
MOT,Krista okay I'm cleaning up without you .
CHI,xxx baby xxx .
MOT,okay so +...
MOT,good girl .
MOT,oh there goes the naked babies in the bag .
CHI,&ts .
CHI,xxx .
CHI,we're not finished yet .
MOT,no I know noticed that .
MOT,but look you miss .
MOT,there .
MOT,everything xxx .
