participant,sentence
CHI,look .
MOT,oh look she has a baby .
CHI,look .
MOT,she has a baby sister .
CHI,look .
CHI,the horses change places .
MOT,oh yeah it's a hologram .
CHI,the hologram .
MOT,"where they ah, I think that's what it's called, where in one, &n like [x 2] this in one plane it looks like one thing and then if you change the angle the picture changes too ."
MOT,we have some pictures like that .
MOT,isn't that cool ?
MOT,that's like +/.
CHI,xxx holograms .
MOT,that's like <on your> [x 2] cup that your milk cup .
CHI,and xxx book .
MOT,and his ocean book yeah let's ah +...
CHI,play with the blocks .
MOT,what can we make out of the blocks ?
CHI,something that's very [x 2] small .
MOT,something that's very [x 2] small ?
CHI,no .
MOT,what do you wanna make ?
MOT,wanna make a bridge ?
MOT,here and this little girl's gonna play with the baby .
MOT,"and they're gonna have a, she's gonna make a tea_party ."
CHI,xxx my blocks .
MOT,oh that's nice !
CHI,and xxx my blocks .
MOT,yeah she sees but she's taking a video .
MOT,"what &i, what is it ?"
CHI,xxx .
MOT,that's nice .
MOT,would you like to have some tea ?
MOT,we're gonna have tea together .
CHI,there's no tea !
MOT,<here let's> [x 2] pour some .
CHI,there's no tea .
MOT,I'm gonna pour some tea .
CHI,there's no tea in the teapot .
MOT,"oh we hafta, it's pretend ."
CHI,&=drinks .
MOT,"here let's pour some, let's pour some more ."
MOT,and I'm gonna take some too .
CHI,&=drinks .
MOT,mm: that's yummy tea .
MOT,mm: that's really [x 2] tasty .
MOT,mm: we need some cake with that tea .
MOT,can I have some cake ?
MOT,can you make me a cake ?
CHI,&sh turn off the lights .
MOT,why ?
CHI,(be)cause .
MOT,why are we turning off the lights ?
CHI,(be)cause &-um .
MOT,what ?
CHI,I don't know why .
MOT,you don't know why &=laughs ?
MOT,Stephen you're funny .
MOT,hm: now what'd you make ?
CHI,xxx happy birthday to you .
MOT,is that a birthday_cake ?
CHI,happy birthday to you happy birthday happy birthday happy birthday to you &=sings .
MOT,oh .
CHI,&=laughs .
MOT,maybe it's the baby's birthday .
CHI,baby birthday Zaza [x 2] .
MOT,like your &w +/.
CHI,Zaza .
MOT,okay that's not Zoey .
CHI,Zaza &=kisses .
MOT,yeah you like to +/.
CHI,kisses .
MOT,yeah you like to xxx +/.
CHI,ew Zozo .
CHI,oh oh xxx .
MOT,you're holding Zoey ?
MOT,she's really small .
MOT,"does she, does she have some milk ?"
CHI,oh &bo &ts .
MOT,mm: .
CHI,I think she likes it she's not xxx .
MOT,she's not spitting it out ?
MOT,do you wanna sing her a song ?
CHI,&na ah .
MOT,don't put it in her eye !
CHI,&=laughs just kidding .
MOT,I know it but it's not +...
MOT,oh her hat comes off .
CHI,he looks like like giddybom@c .
MOT,oh now he looks like giddybom@c &gidy ?
CHI,xxx .
MOT,&=laughs .
CHI,look .
MOT,yeah ?
MOT,no you see her arms and legs move too .
CHI,xxx she can do karate .
CHI,she can walk .
MOT,maybe she can do yoga .
MOT,"or maybe this dollie can, can you show me the yoga moves with this dollie ?"
MOT,which yoga moves were you doing ?
CHI,she's thinking .
MOT,"she's thinking, hm: ?"
CHI,he's putting her thumb in her mouth .
MOT,like giddyom@c ?
CHI,yes .
CHI,oh .
MOT,can you show +/.
CHI,he picking her nose .
MOT,oh Stephen .
MOT,can you show me the yoga moves on her that you were doing ?
MOT,no ?
MOT,what are you gonna make ?
MOT,"maybe you should, we should bring the blocks somewhere ."
CHI,oh that's a good idea .
MOT,okay .
MOT,let's see if it's gonna topple over .
MOT,"let's see how far we can move the truck before it, it ah +..."
MOT,I don't think that one's gonna fit .
MOT,ah !
MOT,&=laughs oh try again .
MOT,try another one .
CHI,why they not dumping over ?
MOT,"hm: that's as far as it goes, doesn't go further than that ."
CHI,let's clean this place up .
MOT,I think we still have a few more minutes &=laughs .
CHI,tea for two .
MOT,tea for two ?
MOT,do you want some sugar in your tea ?
CHI,no thanks sugar's not good for me .
MOT,it's not good for you ?
CHI,okay oh [x 5] sing me something .
MOT,which song ?
CHI,&=sings xxx in your [x 2] tea_party eat &qui drink quietly .
MOT,did you just make up that song ?
