participant,sentence
MOT,call somebody xxx .
MOT,who are you calling ?
MOT,you're gonna call Snape ?
MOT,oh is it for me ?
MOT,hello .
MOT,hello .
MOT,Russell come back .
MOT,Russell [x 2] .
MOT,www .
MOT,wanna make a tower out of this ?
MOT,"why don't we build, you made the nice ah, looks like a train there ."
MOT,why don't we make a tower (o)kay ?
CHI,it &ca fall down .
MOT,it's gonna fall down ?
CHI,mhm .
MOT,well let's try to build it up .
MOT,you wanna help me ?
CHI,no .
MOT,"think it's gonna, can I get it up ?"
CHI,xxx .
MOT,oh fall down .
CHI,you can't .
MOT,can you do it ?
CHI,ye(a)h .
CHI,I can't they can fall down .
MOT,oh .
MOT,&m alright .
MOT,you gonna try again ?
MOT,Russell .
MOT,sweetie .
MOT,you needta stay here and play with me okay ?
MOT,come on .
CHI,no &=yells .
CHI,I don't no wanna .
MOT,Russell Heidi wants to watch us play a bit okay ?
MOT,come here .
MOT,(o)kay .
MOT,let's see who's number is five five five five five five five .
MOT,"three five , seven two ."
MOT,ring@o [x 3] .
MOT,hi Snape .
MOT,it's Angela and Russell .
MOT,how are you doing ?
MOT,how &d you do at school today ?
MOT,Russell misses you .
MOT,he wants to say hi .
MOT,what do you say ?
CHI,what you did at school ?
MOT,what &d he do at school ?
CHI,he did his &ar work .
MOT,he did a lot of work ?
CHI,&ar work !
MOT,"art work, oh good ."
MOT,I bet Snape makes nice art work .
MOT,wild .
MOT,Snape what are you gonna be for Halloween ?
CHI,he said he &g +...
CHI,"he said he &gon be, a fireman ."
MOT,"a fireman, cool ."
MOT,wanna tell him what you're gonna be for Halloween .
MOT,Russell stay here .
CHI,I don't want .
CHI,&a get out of here .
CHI,I don't know .
MOT,you don't know ?
MOT,you got the blocks .
MOT,here .
MOT,"you wanna have a tea_party, like we do ?"
CHI,&=moans .
MOT,look .
MOT,I pour you some tea .
CHI,no .
MOT,no ?
MOT,would you like some sugar in your tea .
CHI,I'm gonna dump it on your hair .
MOT,oh &pf .
MOT,"now I'm all wet, I'm gonna pour it on your head &gloog [x 9] ."
CHI,&=laughs .
MOT,&hew .
CHI,xxx on your head .
MOT,right on my head .
MOT,I pour it on your head ?
CHI,no .
