participant,sentence
MOT,where do you wanna put that ?
CHI,&e .
MOT,wanna make a tower ?
MOT,&w where are you gonna put that one ?
MOT,ah !
MOT,good_job !
MOT,here you put this one &ch wherever you want .
MOT,cool .
CHI,but these are the big .
MOT,xxx .
CHI,but these are the baby's [x 2] plates .
MOT,yes they are .
MOT,and spoons .
CHI,but that's a fork .
MOT,that's a fork ?
CHI,ye(a)h .
MOT,that's a spoon honey .
CHI,that's a fork !
MOT,&=grunts .
CHI,for a girl .
MOT,for a girl ?
MOT,what are we drinking ?
CHI,&m tea .
MOT,"tea, can I have some tea ?"
CHI,ye(a)h .
MOT,won't we have cups ?
CHI,oh !
CHI,this is the best for my girl .
CHI,deserbash@c .
MOT,okay .
CHI,&psh .
MOT,&=gasps thank_you .
MOT,are you gonna drink with me ?
CHI,in minute but not right now .
MOT,but not right yet .
CHI,&sh &=sips .
MOT,mm: yummy .
CHI,xxx go get go [x 2] wash it at the sink (o)kay .
MOT,you're gonna wash it at the sink ?
CHI,ye(a)h .
MOT,(o)kay we'll do that later .
MOT,what's this ?
MOT,oh .
CHI,that's mine .
MOT,that's yours ?
MOT,you were calling Daddy earlier .
CHI,mine .
MOT,ye(a)h ?
MOT,what's on there ?
CHI,horse .
MOT,&s a horse .
CHI,I useta call it .
MOT,mhm .
CHI,&-uh .
CHI,I wanna show +...
MOT,here why don't you stay here buddy ?
MOT,we're gonna play with the toys .
CHI,"but, but my toys are under, that ."
MOT,ye(a)h we're gonna play with these ones .
MOT,Heidi brought all these toys for us to play with .
MOT,&s that look like fun ?
CHI,and she brought her &t her &tephone .
MOT,that's right she brought her telephone .
MOT,it's a different telephone isn't it ?
CHI,ye(a)h .
MOT,ye(a)h .
CHI,red and black .
MOT,red and black .
MOT,&=sneezes (e)xcuse me .
MOT,do you think the baby's thirsty ?
MOT,you think baby's thirsty honey ?
CHI,what's that ?
MOT,it's like a little hat .
MOT,there .
MOT,right .
MOT,got a little hat .
MOT,you gonna put the baby in the blanket ?
CHI,where ?
MOT,well in this one .
CHI,no !
MOT,no !
CHI,they were upstairs .
MOT,&oop .
CHI,&=laughs .
CHI,I wanna go get my blankie .
CHI,my &blank &et upstairs .
MOT,well you know what ?
MOT,why don't we just play with these toys ?
MOT,"and you have a little, snuggly for your doll if you wanna put him in ."
CHI,my girl .
MOT,your girls .
CHI,girl .
CHI,they'll sleep here .
MOT,they sleep right there ?
CHI,ye(a)h .
MOT,in the sun where they're nice and warm .
CHI,ye(a)h .
CHI,there .
MOT,there you go .
CHI,good sleepie@g girls and boy .
CHI,that's a boy and that's a girl .
MOT,oh ye(a)h ?
MOT,they brother and sister ?
CHI,that's a boy and that's a girl .
MOT,okay .
CHI,Mommy .
MOT,yup .
CHI,I want show something .
MOT,what do you wanna show ?
CHI,&-um .
CHI,&-um .
CHI,&-uh Mommy .
MOT,ya ?
CHI,I going get my blankie@g .
MOT,Kaylee why don't you stay here honey .
CHI,but I'm going get xxx .
MOT,Kaylee .
CHI,xxx these .
MOT,ya you do ?
CHI,these are my babies .
MOT,uhhuh .
CHI,I &gon put it on her .
CHI,a big one !
MOT,mhm big orange one .
CHI,I had that one before .
MOT,uhhuh ?
CHI,oh .
CHI,&oo !
MOT,there .
MOT,are they all nice and warm now ?
CHI,ye(a)h .
MOT,what do you think of this one ?
CHI,I have blocks too .
MOT,yes you do have blocks .
MOT,whoa !
MOT,Mommy's tower's gonna fall down .
MOT,wanna put one on ?
MOT,wow !
MOT,good_job !
MOT,do you think a plate will fit on it ?
CHI,ye(a)h .
MOT,&wo .
MOT,&=gasps whoa !
MOT,whoa !
CHI,&=squeals .
CHI,ah !
MOT,ah &=claps oh_well .
MOT,you wanna build another one ?
CHI,&-uh ye(a)h .
MOT,here do you wanna start ?
CHI,&-uh I wanna build and this and this and +/.
MOT,ye(a)h .
CHI,"+, maybe ."
MOT,and that one .
CHI,"and then, that ."
CHI,&=gasps oh .
MOT,uhoh .
MOT,it's a little hard on [x 2] the blanket isn't it ?
MOT,ye(a)h .
CHI,xxx .
MOT,like that .
CHI,xxx this .
MOT,ye(a)h .
CHI,xxx .
MOT,what are those ?
CHI,they're like popsicles .
MOT,they're like popsicles ?
CHI,I needta put this on the chair .
MOT,okay .
CHI,&m &m .
MOT,mhm .
CHI,oops .
MOT,oops .
CHI,&o &ops .
CHI,where's the other one for &the .
MOT,that's all there is .
MOT,"you can use, other things if you wanna ."
MOT,you can use the telephone too .
CHI,ah !
MOT,uhoh !
CHI,oh .
CHI,&u they hafta be like this .
MOT,okay .
MOT,&=gasps time to clean up .
