participant,sentence
MOT,Ginny .
MOT,Look at the baby !
MOT,let's feed the baby Ginny .
MOT,can you feed the baby ?
MOT,can we feed the baby ?
MOT,let's feed the baby .
MOT,open your mouth baby .
CHI,&aoum .
MOT,&aoum .
MOT,open your mouth baby .
MOT,mm: .
MOT,do you wanna feed the baby Ginny ?
MOT,oh you're feeding your baby .
CHI,&=whines .
MOT,you feed your baby Ginny .
CHI,&=whines .
MOT,feed your baby Ginny .
CHI,&ee .
MOT,"here feed your baby, look ."
MOT,"I feed this &b, you feed that baby ."
CHI,&ee &ee .
MOT,say open up .
CHI,&ee &an &=eats .
MOT,say open up .
MOT,say eat .
CHI,&arn &=eats .
MOT,say eat the food .
MOT,eat up .
MOT,eat up .
MOT,"it's delicious, you want some to eat too ?"
CHI,&n .
MOT,no it's for the baby .
MOT,eat baby .
MOT,eat baby .
MOT,that's a good baby .
CHI,xxx .
MOT,you gotta burp the baby now .
CHI,xxx .
MOT,<look Ginny> [x 2] .
MOT,look we can burp the baby now .
MOT,you gonna burp the baby ?
MOT,you wanna burp the baby ?
CHI,xxx .
MOT,you wanna burp the baby ?
MOT,I'm burping the the baby .
CHI,mm: .
MOT,you wanna burp the baby ?
MOT,no ?
MOT,okay .
MOT,ye(a)h burp the baby like this .
MOT,burp the baby .
MOT,ye(a)h .
CHI,<&ee &a> [x 2] &ee [x 4] &a .
MOT,yes a baby burp baby .
MOT,&=belches the baby burped .
MOT,she burped .
CHI,xxx .
MOT,"oh that's a, give me some tea please Ginny pour some tea in here for me ."
CHI,&a &t &o .
MOT,"pour some tea, no Ginny you gotta pour the tea inside ."
MOT,give me some tea .
MOT,thank_you .
MOT,drink this tea .
MOT,drink .
CHI,&da &da &glnk [x 6] .
MOT,drink &glnk [x 8] .
CHI,ah !
MOT,ah !
MOT,&a [x 6] ah !
MOT,drink more tea .
CHI,&m .
MOT,&glnk [x 7] ah !
CHI,xxx .
MOT,she's finished ?
MOT,how about the car .
MOT,can the baby go in the &ca +/.
CHI,no .
MOT,no ?
CHI,no .
MOT,you don't want baby to go in the car ?
MOT,what do you want baby to &d .
MOT,&=gasps the baby can drink the milk &=sips .
MOT,&=gasps oh your baby wants to drink it ?
CHI,no .
MOT,ye(a)h let your baby drink the milk .
CHI,xxx .
MOT,ah look at the baby drink the milk .
CHI,&glnk [x 4] .
MOT,oh that's good .
CHI,&=sighs .
MOT,hi baby .
MOT,you're drinking the milk .
CHI,&=whines .
MOT,hi Ginny .
MOT,we're playing together .
CHI,you .
MOT,hi baby .
CHI,I'm xxx .
MOT,hi give me a big hug baby .
CHI,&kah .
MOT,aw hug .
MOT,you wanna play with me ?
CHI,&r play .
MOT,<let's run> [x 2] .
CHI,Mom !
MOT,<let's run> [x 3] .
CHI,&wah .
MOT,&=gasps let's go in the car .
CHI,xxx .
MOT,put baby in the car Ginny .
CHI,&=grunts .
MOT,put baby in the car .
CHI,&=moans .
MOT,ye(a)h .
MOT,put baby in the car Ginny .
CHI,&=sighs .
MOT,ye(a)h .
MOT,put baby in the car .
MOT,you see baby ?
MOT,put baby in the car Ginny .
MOT,put baby in the car .
MOT,put her in the car .
MOT,you wanna put the baby in the car ?
MOT,look this baby's gonna go in the car .
MOT,see .
CHI,no &o .
MOT,"no, oh ."
MOT,okay maybe we'll watch you .
CHI,you can xxx .
MOT,oh here's a phone anyway .
MOT,hello .
MOT,hi .
MOT,talk to Ginny .
MOT,here Ginny wants say hi to you .
CHI,&=vocalizes .
MOT,say hi .
MOT,say hi .
CHI,hi .
MOT,say how you doin(g) .
MOT,say how you doing .
MOT,say hi .
MOT,say hi ?
MOT,you say hi Ginny ?
CHI,no .
MOT,no hi ?
MOT,okay no hi .
MOT,we're gonna play with these now .
MOT,and I'm gonna stack them up .
MOT,can you help me ?
MOT,help me .
MOT,right .
CHI,&du .
MOT,do this one now .
MOT,oh they fell down .
MOT,we try again .
MOT,see we make two &o them .
MOT,and that way they'll stay .
MOT,see .
MOT,that's nice !
MOT,oh fall down .
MOT,let's try again .
MOT,we could do it this way Ginny .
MOT,like this .
MOT,and then this .
MOT,and look and this .
CHI,&glnk [x 3] .
MOT,&oo .
CHI,&glnk [x 3] .
MOT,"she's &a, oh she's drinking ."
MOT,I want some milk too .
CHI,&ut .
MOT,I want some milk Ginny give me milk .
MOT,give me milk .
MOT,I want milk .
MOT,oh .
MOT,ye(a)h give me some more I want some more too .
MOT,drink this up .
MOT,<drink it> [x 4] &glnk [x 10] ah !
CHI,&is &is &glnk [x 16] ah !
CHI,&we &ka &pi &kapi .
MOT,delicious .
MOT,&glnk [x 11] ah !
CHI,&di .
CHI,&=sighs .
MOT,delicious eh ?
MOT,it's nice .
CHI,&ee &di .
MOT,does the baby wanna dance ?
MOT,does she wanna dance ?
MOT,&=hums .
CHI,mm: .
MOT,oh she's eating .
MOT,feed me too .
MOT,I want some food too .
MOT,feed me too .
MOT,feed me too .
MOT,can you feed me ?
MOT,I want some .
MOT,"I want some too, give me some food ."
MOT,Ginny give me some food too .
MOT,I want some food .
CHI,I want some .
MOT,"give me some &f, give her some food too ."
MOT,she wants to eat too .
CHI,&=eats .
MOT,www .
MOT,<she eats with her spoon> [x 2] she has her spoon .
MOT,"two differences, you're smart girl ."
CHI,&=eats .
MOT,you can eat now look &=eats ah .
CHI,&=hums .
MOT,&=eats .
CHI,&=eats .
MOT,delicious eh &=eats .
CHI,&=eats .
MOT,that was good .
MOT,I'm thirsty can I drink from my bottle ?
MOT,&=sips .
CHI,&gi to me .
MOT,oh .
CHI,give me .
MOT,&w oh the baby's gonna cry now .
MOT,aw she's crying you dragged away the bottle why you do that Ginny .
CHI,&=kisses [x 2] .
MOT,you're sorry ?
MOT,"tell her you're &s, give her a kiss tell her you're sorry ."
CHI,xxx .
MOT,you're sorry .
MOT,tell her you're sorry .
CHI,I sorry I &s .
MOT,okay I give you kiss .
MOT,&=kisses .
CHI,&=kisses .
MOT,we're best friends again .
CHI,xxx again .
MOT,best friends again .
MOT,let's dance .
MOT,dance with me .
CHI,&aou .
MOT,&=sings .
CHI,&mi &mi &nis .
MOT,&didi dance with me .
CHI,&=moans .
MOT,I want you to dance with me .
MOT,dance with me baby .
CHI,xxx .
MOT,oh you wanna drink .
CHI,&a &trik .
MOT,you wanna drink .
MOT,say drink .
MOT,you wanna drink .
MOT,ah drink it baby .
MOT,&glnk [x 5] ah .
CHI,&glnk [x 5] ah .
MOT,ah .
MOT,&glnk [x 9] ah .
MOT,put it back .
CHI,xxx .
MOT,what do we do now ?
MOT,my baby wants a bottle .
MOT,&=sips oh .
MOT,your baby wants a bottle ?
MOT,I see (be)cause that's a real baby .
CHI,xxx .
MOT,this is &g this is a big girl that's a little baby .
MOT,"you're right the baby gets the bottle she's, you're too big for the bottle ."
CHI,&glnk [x 4] ah .
MOT,that's right .
MOT,the bottle is for the baby .
MOT,oh you're putting more juice inside of it ?
MOT,put more juice in there .
MOT,good &y gonna drink this now .
MOT,&glnk [x 5] ah .
CHI,xxx .
MOT,and &the put back .
CHI,&=vocalizes &glnk [x 3] ah .
MOT,ah you're drinking ?
MOT,hi can you play with me ?
MOT,can you play with me ?
MOT,can you play with me ?
CHI,hm: .
MOT,hi [x 2] .
CHI,xxx &=hums .
MOT,hi can you play with me ?
MOT,can you play with me ?
MOT,oh .
CHI,&it &da sit down .
MOT,sit down .
MOT,yes sit down .
MOT,sit down .
CHI,sit down .
MOT,sit down .
MOT,now you have one .
MOT,and the baby has another one .
MOT,oh and now we're gonna feed the babies .
MOT,here .
MOT,feed the baby .
MOT,feed the baby .
MOT,open [x 2] your mouth .
MOT,open your mouth and eat .
MOT,open your mouth and eat .
MOT,good baby .
MOT,good girl .
MOT,did your baby eat too Ginny ?
MOT,can I feed your baby ?
CHI,&=eats .
MOT,can I feed your baby ?
MOT,look .
CHI,no .
MOT,I can't feed your baby ?
MOT,you can feed my baby .
MOT,feed my baby .
MOT,give my baby some food .
MOT,"okay I'm gonna &gi, oh ."
MOT,"but I &wa, I'm gonna feed your baby ."
MOT,ah .
MOT,we're feeding her together .
MOT,but Ginny this baby's not eating anything .
MOT,Ginny this baby hasta eat too .
MOT,"this, wait Ginny this baby's not eating anything Ginny ."
MOT,if I'm feeding this baby .
MOT,who's gonna feed this baby ?
MOT,can you feed this baby ?
MOT,Ginny feed this baby .
CHI,&=sneezes .
MOT,this baby's not eating .
CHI,me first .
MOT,xxx feed the baby .
CHI,I xxx .
MOT,feed the baby .
MOT,Ginny is gonna say bye to babies now .
MOT,www .
MOT,it's time to clean up .
MOT,clean up clean up .
CHI,no [x 3] !
MOT,everybody everywhere .
MOT,clean up clean up everybody do their share .
CHI,&=grunts .
MOT,Ginny .
MOT,put in the box .
