participant,sentence
MOT,www .
MOT,(o)kay Miss Lu .
MOT,what are we doing here ?
CHI,we [x 3] needta talk to your mommy .
MOT,I needta talk to my mommy ?
CHI,mhm .
MOT,okay .
MOT,can you call her for me please ?
CHI,(o)kay .
MOT,(o)kay .
CHI,xxx .
MOT,not here ?
MOT,okay .
MOT,hello ?
MOT,hi Mommy .
MOT,oh you wanna talk to Barbara ?
MOT,okay here she is .
MOT,she wants to talk to you .
CHI,hi .
MOT,&=laughs .
CHI,not here .
MOT,oh okay .
MOT,okay so let's talk later (be)cause I'm gonna play with Barbara now .
MOT,okay I love you too .
MOT,bye .
MOT,click@o .
MOT,there we go .
CHI,that was Mommy's mommy .
MOT,"that was Mommy's mommy, do you know who Mommy's mommy is ?"
CHI,Barbara .
MOT,&=laughs oh that's very existential .
MOT,&-um it's Mama .
MOT,Mama is Mommy's mommy .
MOT,so what do we have here Miss ?
MOT,do you wanna build some stuff ?
CHI,yes .
MOT,look at these .
MOT,should we get these out ?
CHI,mhm .
MOT,mhm .
CHI,xxx .
CHI,(be)cause I want make a tower .
MOT,tower .
MOT,how big can you make your tower ?
MOT,you're so good at tower building .
CHI,it's gonna fall .
MOT,well they do .
MOT,ye(a)h when they get too big .
MOT,&=gasps that's really big &=laughs .
MOT,ah boom@o .
CHI,xxx tower .
MOT,that was a good tower though .
MOT,d(o) you want Mommy try one .
CHI,&da &doom hi we're not here .
CHI,hm: I'm talking to me dad .
CHI,not here &=grunts .
MOT,thank_you Miss .
MOT,what about this ?
MOT,what about that guy ?
MOT,what's that ?
CHI,he wants to put &some something .
MOT,oh that's a good idea .
MOT,"how many can &y, you can knock it over ."
MOT,boom@o &=laughs !
MOT,how many of these can you fit in the truck ?
MOT,oh ye(a)h &=gasps that's a good way .
MOT,and then where is he going ?
CHI,he's goin(g) to go to xxx .
MOT,to where ?
CHI,to the to the Ys .
MOT,to the Y ?
MOT,okay is he gonna go swimming ?
CHI,hm: no he's gonna watch me .
MOT,he's gonna watch you swim ?
CHI,ye(a)h .
MOT,okay .
MOT,in the truck ?
MOT,no xxx .
CHI,you can drive the truck .
MOT,"I can, thank_you ."
MOT,&=engine .
MOT,it's coming towards you .
CHI,no .
MOT,beep@o [x 7] .
MOT,trucks beep when they go backwards don't they ?
CHI,"Mommy could you, he can go in the tunnel ?"
MOT,&=gasps oh ye(a)h ?
MOT,okay .
MOT,ready &=engine .
CHI,xxx .
MOT,<is he gonna fit> [x 2] ?
CHI,ye(a)h .
MOT,okay .
MOT,&wah that was great .
MOT,I like your tunnel .
CHI,look .
CHI,he can go <on my> [x 2] legs .
MOT,okay .
CHI,come a little bit closer .
CHI,now you can go .
CHI,&=engine [x 5] &=laughs .
MOT,it stuck .
MOT,should we back him up ?
CHI,xxx .
MOT,beep@o [x 2] .
CHI,no I can do it &=engine [x 5] .
CHI,"this car go, boom@o !"
MOT,&woah boom@o !
MOT,"that's good thought he didn't even lose anything form his pack, from his boat ."
CHI,look .
MOT,ye(a)h ?
