participant,sentence
MOT,wow okay .
MOT,www .
MOT,block .
MOT,okay alright <fix it> [x 2] .
CHI,xxx tea xxx .
MOT,alright so Mommy's gonna stay here okay .
MOT,what is that ?
CHI,a blocks .
MOT,<a blocks> [x 2] .
MOT,"wow we're putting a, what color is that ?"
CHI,&wa falling .
MOT,"it's falling well, it's not a +/."
CHI,&=laughs .
MOT,I know !
MOT,why don't we do like this honey ?
MOT,alright then .
MOT,"do, do ."
MOT,&-uh oh it's still falling !
CHI,&sho [x 2] .
MOT,I know we're gonna make a block .
MOT,honey ?
CHI,xxx .
MOT,yes [x 2] .
CHI,&=yells &=laughs .
MOT,ah &=laughs .
CHI,having a tea_party .
MOT,alright then come and look at the tea_party .
MOT,can we turn around over here ?
MOT,right here in the middle .
MOT,right here .
MOT,<tea party> [x 2] .
CHI,ye(a)h [x 2] .
MOT,oh ye(a)h okay .
MOT,the blocks we're gonna be here .
MOT,"you &don, you don't know okay ."
MOT,alright you serve Mama okay ?
MOT,"why do we &j, let the baby come and join us ?"
CHI,no I the bottle .
MOT,oh the baby's for the bottle ?
MOT,okay alright okay here baby you can sit down over here .
CHI,the bottle xxx drink it .
MOT,yes drink it ?
MOT,okay good girl .
MOT,here we go .
CHI,oh wait .
MOT,oh wait ?
MOT,I hafta wait ?
CHI,xxx big one .
MOT,okay .
CHI,xxx .
MOT,okay honey .
MOT,you're going back to the building_blocks again ?
MOT,woah oh no .
MOT,the pot is spilled .
MOT,pick it up .
MOT,honey pick it up .
MOT,"the, the pot ."
MOT,there you go .
MOT,<put it right> [x 2] .
CHI,the water's gone .
MOT,I know it's spilled .
MOT,no you don't needta put it upside-down like that .
MOT,like this .
MOT,<look at me> [x 2] .
MOT,like this wow .
MOT,can we ?
CHI,no .
CHI,we are build blocks .
MOT,alright do your building_block and I'll wait for you with a tea_party okay ?
CHI,&da [x 6] .
MOT,&da [x 3] .
CHI,woah .
MOT,woah the baby's waiting for you to feed the baby .
MOT,I have a timer .
MOT,www .
MOT,(o)kay slowly (o)kay .
CHI,xxx heavy .
MOT,it's heavy slowly [x 2] .
CHI,"&don &yu, <I won> [x 2] ."
MOT,okay would you like me to help you ?
CHI,xxx do it .
MOT,you do it ?
MOT,okay .
CHI,it falling !
MOT,know what be careful it doesn't fall .
CHI,&=yells &=laughs .
MOT,uhoh &=laughs .
MOT,alright come on <feed the babies> [x 2] .
MOT,www .
CHI,&i easy .
MOT,easy take it easy .
CHI,&eas easy .
MOT,be careful don't do that .
CHI,&w .
MOT,www .
CHI,&wa yes .
MOT,yay !
MOT,"okay slowly, oh no !"
CHI,&=yells &=screams .
MOT,oh okay .
MOT,the baby's hungry now .
MOT,"I'm hungry can I hafta come and play with you can we put the building, the blocks over here ?"
MOT,and we will play later ?
MOT,okay can you feed your baby first ?
MOT,bye building_blocks see you later !
CHI,no wait !
MOT,what are you gonna +...
MOT,okay you do it and then feed the baby .
MOT,no you don't needta do that .
CHI,xxx .
MOT,good_job .
MOT,yummy [x 2] .
MOT,I'm hungry &num [x 4] .
MOT,the baby said &yum [x 4] .
MOT,here we go .
MOT,oh give me my milk please .
MOT,I need my milk .
CHI,no .
MOT,how come I'm hungry .
CHI,no !
MOT,the baby's hungry .
CHI,xxx back .
MOT,you gonna put him back already ?
CHI,no .
MOT,whoops .
MOT,"you hafta, okay ."
MOT,okay I need some water please a tea .
MOT,"can you, can you give me a tea please ?"
CHI,no .
MOT,I'm thirsty .
CHI,no .
MOT,it's finished ?
CHI,no .
MOT,alright okay .
CHI,no xxx no .
MOT,okay <clean up> [x 2] .
CHI,xxx blocks .
MOT,okay you needta stop okay .
MOT,and the wooden blocks ?
CHI,I got it !
MOT,alright .
CHI,got it .
MOT,okay Mama's gonna help you okay ?
MOT,here we go .
MOT,oh we hafta flatten the xxx .
MOT,okay slowly .
CHI,xxx .
MOT,(o)kay honey ?
CHI,&ah &wee xxx .
MOT,oh we will build all together blue [x 2] .
MOT,yellow .
MOT,wow we're making a castle .
MOT,and there you go .
MOT,&wa slowly .
MOT,wait [x 7] .
MOT,slowly okay look and &ah &=yells !
MOT,we're gonna try again once more okay princess ?
MOT,there you go .
MOT,there you go yellow [x 2] .
MOT,the orange block [x 2] .
MOT,ah the blue !
MOT,you did it good_job !
CHI,xxx .
MOT,so clean up now ?
MOT,"<clean up> [x 2] we're gonna play &ano, woah !"
MOT,blue .
MOT,orange .
MOT,okay for me .
MOT,for others .
MOT,for me .
MOT,whoops &oo yay !
CHI,&ya [x 3] .
MOT,yay they're all standing good_job Hemione .
MOT,(o)kay build all yellow .
MOT,good_job .
MOT,and then blue .
MOT,ah no I'm holding blue .
MOT,no .
MOT,<stack on> [x 2] .
CHI,be careful !
MOT,I'll be careful honey but how could I do it ?
CHI,xxx .
MOT,oh uhoh !
CHI,xxx .
MOT,yes okay <clean up> [x 2] goodbye blocks see you again !
CHI,I'm cleaning up .
MOT,"clean up, ah you wanna play with that too ?"
MOT,okay .
MOT,oh [x 2] ye(a)h what kind of blocks in there ?
MOT,good_job !
MOT,the truck .
MOT,give me one minute okay Hemione ?
MOT,www .
MOT,here we go !
MOT,&g +/.
CHI,xxx .
MOT,yes it's like okay then we're gonna fix it right okay ?
MOT,this is something eh ?
CHI,xxx .
MOT,which one do you want honey ?
CHI,tea_party .
MOT,another tea_party ?
MOT,oh okay .
CHI,tea xxx name .
MOT,okay .
CHI,&a &wo .
MOT,okay Mama's gonna do the blocks okay ?
MOT,www .
CHI,no .
MOT,uhoh .
CHI,xxx .
MOT,"no you don't, you don't needta make a mess with that ."
MOT,okay Hemione clean up .
CHI,stand up .
MOT,okay sit down please sit down .
CHI,stand up !
MOT,okay alright +/.
CHI,xxx .
MOT,alright .
CHI,I can come here .
MOT,0 .
CHI,and now this one .
CHI,it's on there .
MOT,only that one princess .
CHI,like this ?
MOT,"yes you can &d, yes ."
CHI,xxx ?
MOT,you can do this .
CHI,ah I can xxx like this .
MOT,okay .
CHI,xxx .
MOT,alright !
CHI,a bottle .
MOT,a bottle .
MOT,where's the baby ?
MOT,www .
CHI,xxx .
MOT,okay [x 2] .
CHI,oh no xxx baby .
MOT,oh no that's not for the baby .
MOT,maybe this one Hemione .
MOT,let me see .
MOT,ah look at the little baby .
CHI,no !
MOT,yes .
