participant,sentence
MOT,can you give the babies <a cup of> [x 2] water ?
CHI,water .
MOT,you wanna give the babies some water ?
CHI,babies water .
MOT,"okay, let's get the babies out then ."
CHI,xxx the babies &da .
MOT,"you &g, you gonna sit the baby down ?"
MOT,"one baby there, there you go ."
CHI,&bay &na Mama ?
MOT,&th oh there's a baby and a mommy ?
MOT,wanna put the hat on ?
CHI,hat .
MOT,can you put the hat on the baby ?
CHI,0 .
MOT,nearly yeah ?
CHI,xxx .
MOT,what it doesn't go on the baby's foot does it ?
MOT,does the baby have a diaper on ?
CHI,yeah .
MOT,yeah .
CHI,xxx caca@s:fra .
MOT,the baby needs to go caca@s:fra ?
CHI,yeah .
MOT,"oh, where are you going ?"
MOT,no [x 3] <we hafta stay here> [x 2] (o)kay ?
CHI,caca@s:fra .
MOT,who needs to go caca@s:fra ?
CHI,&=whines .
MOT,you needta go caca@s:fra ?
CHI,no .
MOT,the baby ?
CHI,&bay yeah .
MOT,"okay well let's, let's make a little toilet for the baby to go caca@s:fra on okay ?"
MOT,there you got it .
MOT,the baby can sit there and go caca@s:fra .
CHI,&ca .
MOT,"yeah the baby can sit there, <and go> [x 2] pee !"
MOT,"and then flush, &psh !"
MOT,that's it .
MOT,the baby hasta wash hands now .
CHI,&=grunts .
MOT,okay that's our little pretend toilet .
CHI,oh no !
MOT,what ?
MOT,there you go .
MOT,that's our little pretend toilet for the baby to go pee_pee .
CHI,pee_pee ?
MOT,you go pee_pee ?
CHI,0 .
MOT,all done .
MOT,the baby gonna wash hands ?
CHI,hand .
MOT,&=laughs .
CHI,oh no .
MOT,what ?
CHI,&la .
MOT,like that ?
CHI,&ah &la .
MOT,like that ?
MOT,what's the baby doing ?
CHI,&le &delo .
MOT,&ne what &-uh you're gonna give them some water then ?
MOT,are you gonna sit them down then ?
MOT,sit the baby down .
MOT,you're gonna put the hat on or not ?
MOT,hat ?
MOT,or no hat ?
CHI,hm: &bet .
MOT,yeah there's no shoes for the baby .
CHI,shoe ?
MOT,"no, there's no shoes for the baby ."
MOT,there you go let's put his hat on so he doesn't get cold .
CHI,&-uh &sho .
MOT,you don't want the hat on ?
MOT,oh it's a bit annoying isn't it ?
MOT,okay whoops .
CHI,&-uh dis [: this] .
MOT,okay there's one there and one there .
MOT,okay you're gonna do the cups Albus ?
MOT,you wanna get the cups out ?
CHI,where's the l'eau@s:fra ?
MOT,where's the l'eau@s:fra ?
MOT,is that for the baby ?
MOT,it's not eyedrops in her mouth .
MOT,there you go .
MOT,in the baby's mouth &=sips .
MOT,well done .
CHI,xxx for the mom .
MOT,and what about the mama ?
MOT,"what'd the big baby, what does the baby get ?"
MOT,"does it, &b &g baby get a cup ?"
CHI,cup .
MOT,a cup ?
MOT,and what about this ?
MOT,teapot !
MOT,whoops .
MOT,and you're gonna give the baby some food as well ?
CHI,&=whimpers cakie .
MOT,is there some cakie ?
MOT,that would be good .
MOT,why don't you get the plates out and we'll do the cakie then .
CHI,plate ?
MOT,a plate .
MOT,is there one plate ?
MOT,and what &r (a)bout the other baby ?
MOT,is the other baby get plate ?
MOT,oh there you go .
CHI,xxx cake .
MOT,a cake mm: num_num .
MOT,you gonna give the baby a spoon ?
MOT,there a spoon ?
CHI,is there a spoon ?
MOT,hm: mhm where's the cake ?
CHI,&-um there .
MOT,oh there okay .
MOT,"is it &oran, &-uh no we got different cakes ."
MOT,look we got orange cake or blue cake .
MOT,xxx .
MOT,there you go .
MOT,now that's looking more like a party !
CHI,&da &da .
MOT,yeah ?
MOT,so this baby's got a cup .
MOT,look see if she xxx &=sips .
CHI,no not like that .
MOT,xxx .
MOT,what's that ?
MOT,is that for Mama ?
MOT,thank_you .
MOT,chinchin@g !
MOT,you need your cup so we can do chinchin@g .
MOT,where's your cup ?
CHI,ah !
MOT,there we go .
MOT,does Mommy get a cup and Albus gets a cup we'll go chinchin@g ?
MOT,"one two three, chinchin@g !"
CHI,xxx there .
MOT,and did you feed the baby yet ?
MOT,did you feed the baby Albus ?
MOT,look here we go <mm: &num> [x 2] mm: Albus .
CHI,no [x 3] .
MOT,no [x 3] ?
MOT,you do it then .
MOT,Albus do it .
CHI,no .
MOT,what ?
CHI,&=whimpers no .
MOT,you don't wanna do these anymore ?
CHI,no &lo &lo .
MOT,no &lolo ?
MOT,what else can we do then ?
MOT,what else can we play with in here ?
CHI,&nah .
MOT,&dun some cake .
MOT,cup for the baby .
MOT,what can the truck be doing ?
MOT,how does the truck play in this ?
MOT,you wanna put the cups on the truck !
MOT,that's a good plan .
CHI,xxx &la .
