participant,sentence
MOT,"now wait (un)til we see, where does monkey go ?"
MOT,"now, over here ?"
MOT,0will we put monkey over here ?
MOT,now there's monkey .
MOT,"oh come (h)ere, we're missing something as well „ aren't we ?"
MOT,okay we're missing a (.) I don't know .
MOT,I don't know !
MOT,are you trying to catch monkey ?
MOT,hello .
MOT,hello Ron .
MOT,hello .
MOT,ah where's Ron ?
MOT,oh this is confusing „ isn't it ?
MOT,yeah who's that baby ?
MOT,who is that [!] baby ?
MOT,who is it ?
MOT,who is it Ron ?
MOT,who's the baby ?
MOT,is it a nice baby ?
MOT,is it a nice baby ?
MOT,where are y(ou) ?
MOT,where are y(ou) Ron ?
MOT,now where's mama ?
MOT,"Ron I can't see you, I can't see you !"
MOT,will I take off your dirty old bib ?
MOT,now .
MOT,do you like that baba ?
MOT,is that baba doin(g) the same thing as you're doin(g) ?
MOT,"yeah, can I [!] see him ?"
MOT,"oh there he is, he:llo ."
MOT,hello .
MOT,"hello, hello ."
MOT,"yeah, he's a nice baba „ isn't he ?"
MOT,I don't know how many things we have here .
MOT,now Ron there's monkey .
MOT,hello monkey !
MOT,hello .
MOT,hello .
MOT,hello .
MOT,hello-ello@f .
MOT,hello !
MOT,choo_choo choo@o .
MOT,now hm: .
MOT,what are we goin(g) to do ?
MOT,what [!] are we going to do ?
MOT,where's mama ?
MOT,where's mama ?
MOT,mama ?
MOT,mama ?
MOT,mama ?
MOT,there's [!] mama .
MOT,tickle your toes .
MOT,will I tickle your toes ?
MOT,will I ?
MOT,now I see Ron .
MOT,don't I ?
MOT,"I see Ron, doo-doo@p ."
MOT,doo-doo-doo-doo@p .
MOT,choo_choo choo_choo .
MOT,what (a)re we going to do ?
MOT,what (a)re we going to do ?
MOT,now will I turn him the other way ?
MOT,now byebye baby .
MOT,byebye baby .
MOT,0the baby's gone .
MOT,where's the baby gone to ?
MOT,Ron ?
MOT,Ron ?
MOT,Ron ?
MOT,where's mama ?
MOT,where's mama ?
MOT,where's mama ?
MOT,the baby's gone „ isn't he ?
MOT,"yeah, he went away ."
MOT,the baby's gone .
MOT,where's the baba gone ?
MOT,oh there's monkey .
MOT,"look at monkey, hello ."
MOT,hello Ron .
MOT,hello .
MOT,now .
MOT,now .
MOT,are y(ou) goin(g) to look at mama ?
MOT,look at mama !
MOT,where's mama ?
MOT,where's mama ?
MOT,Ron ?
MOT,are y(ou) not talkin(g) today ?
MOT,are y(ou) not talkin(g) ?
MOT,now look at Ellie .
MOT,now .
MOT,there_you_go .
MOT,where's the baba ?
MOT,"where's baba, Ron ?"
MOT,"where's baba, Ron ?"
MOT,yeah you catch monkey .
MOT,are you going to catch monkey ?
MOT,are you [!] going to catch monkey !
MOT,he:llo !
MOT,hello !
MOT,look !
MOT,now .
MOT,now .
MOT,will I take him away ?
MOT,will I take him away ?
MOT,do y(ou) wanna play with him ?
MOT,will we take him down ?
MOT,"look, there's monkey all [!] to yourself ."
MOT,now .
MOT,yeah .
MOT,what do y(ou) think ?
MOT,what do y(ou) think ?
MOT,what do y(ou) think ?
