participant,sentence
MOT,oops !
MOT,0that caught your eye then .
MOT,bababababa@p .
MOT,I don't want you eating i(t) .
MOT,one .
MOT,two .
MOT,three .
MOT,four .
MOT,f:ive !
MOT,again ?
MOT,clk-clk-clk-clk@p .
MOT,xxx .
MOT,xxx .
MOT,yummy yummy yummy ?
MOT,yummy yummy yummy ?
MOT,boo !
MOT,boo !
MOT,boo !
MOT,boo !
MOT,(ha)ve you got a big lollipop ?
MOT,lollipop .
MOT,lollipop .
MOT,eheheheheh@p .
MOT,e:h@i boo !
MOT,0he 0is coming to get you .
MOT,&-eh boom !
MOT,&-eh boom !
MOT,eh-eh@p .
MOT,eh-eh@p .
MOT,mama .
MOT,mama .
MOT,mu-mu@p .
MOT,mama .
MOT,n-n-n-n-n@i .
MOT,ne-ne@i .
MOT,&-eh boo !
MOT,&-eh boo !
MOT,you want this .
MOT,0it 0is making me dizzy .
MOT,big gasp of air .
MOT,"ready, again ?"
MOT,again ?
MOT,"stop laughing, you're making me [!] laugh ."
