participant,sentence
MOT,you're goin(g) to hurt me there .
MOT,now .
MOT,is that a tasty tasty snail ?
MOT,ah ah_ah@wp .
MOT,hah_hah_hah_hah@wp .
MOT,xxx .
MOT,tasty snail .
MOT,what about this (.) ladybird ?
MOT,up here .
MOT,hello .
MOT,hello .
MOT,hello .
MOT,don't fall over .
MOT,don't fall over .
MOT,don't .
MOT,(a)re y(ou) okay ?
MOT,y(ou) look a bit ti:red .
MOT,0do 0you want (t)o go to sleep ?
MOT,wanna go to sleep ?
MOT,good girl .
MOT,good girl .
MOT,will y(ou) go to sleep ?
MOT,can I [!] have that ?
MOT,d(o) y(ou) want me to eat it ?
MOT,yum yum .
MOT,yum yum yum .
MOT,yum yum yum .
MOT,will I eat your handie ?
MOT,"look, yum yum yum ."
MOT,can I have it ?
MOT,put away this one .
MOT,can I have that [!] one ?
MOT,yum yum yum .
MOT,hidey@wp .
MOT,"hidey@wp, boo !"
MOT,boo !
MOT,no .
MOT,"hidey@wp, boo !"
MOT,boo !
MOT,"no, is that just not xxx ."
MOT,oh .
MOT,bless_you .
MOT,achoo .
MOT,bless_you .
MOT,achoo .
MOT,bless_you .
MOT,bless_you .
MOT,hm: ?
MOT,hi ?
MOT,hi .
MOT,dry your hand ?
MOT,yeah ?
MOT,"oh come (h)ere, come (h)ere, don't cry ."
MOT,"alright, y(ou) can have him back if you wanna ."
MOT,hm: .
MOT,you probably shouldn't eat his ears .
MOT,hm: .
MOT,0are y(ou) goin(g) to eat his ears ?
MOT,hm: .
MOT,ah you were singing so nicely this morning .
MOT,will we do a little singing song ?
MOT,you can do that ?
MOT,that's so nice when you do that .
MOT,can we listen to you ?
MOT,will you do me a little song like you sing sometimes ?
MOT,come_on .
MOT,come_on please !
MOT,will you do your song ?
MOT,no ?
MOT,excuse_me .
MOT,mummy's very tired .
MOT,very tired .
MOT,look up here .
MOT,d(o) 0you wanna eat my hand ?
MOT,"ow, your teeth are sharp ."
MOT,oh where's he gone ?
MOT,where's he gone ?
MOT,it's gone .
MOT,where did it go to ?
MOT,play pattycake ?
MOT,0will we do that ?
MOT,here we go .
MOT,boo !
MOT,hello !
MOT,uhuh@i .
MOT,uhuh@i .
