participant,sentence
MOT,very good !
MOT,0will we do it again ?
MOT,ready ?
MOT,whoo !
MOT,ready ?
MOT,whoo ?
MOT,steady ?
MOT,catch .
MOT,throw me the ball .
MOT,throw me the ball .
MOT,throw me the ball ?
MOT,good boy !
MOT,0will we bounce it ?
MOT,"oh, catch ."
MOT,bouncy [x 6] catch !
MOT,ooh !
MOT,ooh !
MOT,ready ?
MOT,"ready, steady, catch ."
MOT,"ready, steady, catch ."
MOT,"ready, steady, catch ."
MOT,(hoo)ray !
MOT,"ready, steady ."
MOT,catch .
MOT,oh !
MOT,d(o) y(ou) not catch ?
MOT,catch the ball .
MOT,good boy .
MOT,and catch [!] the ball .
MOT,throw .
MOT,very good .
MOT,last time .
MOT,ready ?
MOT,ready ?
MOT,ready steady catch !
MOT,(a)n(d) throw the ball .
MOT,good boy .
MOT,"one more time, one more time, ready, ready ."
MOT,are y(ou) ready ?
MOT,are you re:ady ?
MOT,catch .
MOT,"put your leg outside the throw, that's the +/."
MOT,catch .
MOT,catch .
MOT,catch .
MOT,oh !
MOT,(hoo)ray !
MOT,(hoo)ray !
MOT,(a)re y(ou) finished playin(g) ball ?
MOT,look what <else> [!] we got ?
MOT,look what else we got !
MOT,now .
MOT,"one, two, three, four, five !"
MOT,there y(ou) go .
MOT,0do 0you wanna take them out ?
MOT,can y(ou) take them out ?
MOT,oh !
MOT,oh !
MOT,oh !
MOT,take them all [!] out .
MOT,0will we make a little house ?
MOT,ready ?
MOT,yellow .
MOT,red .
MOT,blue .
MOT,green .
MOT,(a)n(d) the little yellow one from +/.
MOT,oh oh oh .
MOT,all fall down !
MOT,did y(ou) knock down my house ?
MOT,yeah .
MOT,0will we do it again ?
MOT,ready ?
MOT,yellow .
MOT,a red .
MOT,a green .
MOT,a blue .
MOT,a yellow !
MOT,now !
MOT,knock it down .
MOT,grr-grr-grr@i .
MOT,go on the &blan +/.
MOT,look !
MOT,clk_clk_clk_clk_clk_clk@wp .
MOT,tck_tck_tck_tck_tck_boop@wp .
MOT,tck_tck_tck_tck_tck_boop@wp .
MOT,tcky_tcky_tcky_tcky_tcky_boom_boom@wp .
MOT,look what I'm goin(g) to put on your toe .
MOT,"look, put it on your toe !"
MOT,look at that .
MOT,on your toe .
MOT,blue .
MOT,blue .
MOT,chk_chk_chk_chk_chk_chk_chk_chk@wp .
MOT,chk_chk_chk_chk_chk_chk_chk_chk@wp .
MOT,where's it gone ?
MOT,can y(ou) get that ?
MOT,get that ?
MOT,I'm goin(g) to make you one [!] more tower .
MOT,"yellow, a red, a green, a blue !"
MOT,a yellow +/.
MOT,oh !
MOT,<did you> [!] knock down my tower ?
MOT,<did you> [!] knock down my tower ?
MOT,"0we 0will make it one more time, ready ?"
MOT,"yellow, a red, a green, oh !"
MOT,"a green, a blue, yellow !"
