participant,sentence
MOT,xxx .
MOT,yes you are .
MOT,are you going to do a dance for the camera ?
MOT,are you going to do a little dance ?
MOT,dancey@f [: dance] [x 3] .
MOT,bouncey@f [: bounce] [x 3] .
MOT,you're very nosy !
MOT,it's very exciting „ isn't it ?
MOT,all these cameras pointed at you .
MOT,hey !
MOT,over here !
MOT,eeh-eeh-eeh-eeh-eeh@p .
MOT,hey Rhi .
MOT,<round and round the garden like a teddy_bear one step two steps and tickly@f [: tickle] under there> [=! singing] .
MOT,ah tickly@f [: tickle] [x 3] .
MOT,oh oh oh boo boo boo .
MOT,you just wanna grab that camera and put it in your mouth „ don't you ?
MOT,whoo whoo whoo .
MOT,bouncey@f [: bounce] [x 3] .
MOT,you're like the froggie@f [: frog] !
MOT,c(o)me_on .
MOT,<boom boom went the little green frog one day boom boom went the little green frog boom boom went the little green frog one day boom boom boom boom boom boom> [=! singing] .
MOT,<we know frogs go whish@o ladidadida@si whish@o ladidadida@si whish@o ladidadida@si we know frogs go whish@o ladidadida@si they don't go boom boom boom> [=! singing] .
MOT,now !
MOT,bababababababa@wp !
MOT,bababababaa@wp .
MOT,baba .
MOT,baba .
MOT,mama .
MOT,dada ?
MOT,gaga@p?
MOT,ggggg@p .
MOT,oh .
MOT,oh .
MOT,now .
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream row row row your boat gently down the stream if you see a polar bear don't forget to shiver> [=! singing] .
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream> [=! singing] .
MOT,are y(ou) looking at Sinead in there ?
MOT,hey !
MOT,the horsie@f [: horse] .
MOT,you do that .
MOT,whoa good girl .
MOT,up in the air .
MOT,up in the air good girl .
MOT,oh burpie@f [: burp] .
