participant,sentence
MOT,what'll we get ?
MOT,what'll we get ?
MOT,ahh@i !
MOT,"yeah, are you looking down here ?"
MOT,what's this ?
MOT,is this what you're looking for ?
MOT,is this what you're looking for ?
MOT,one of Daragh's letters ?
MOT,"yeah, one of <Daragh's> [!] letters ."
MOT,hm: ?
MOT,again ?
MOT,hm: ?
MOT,more letters ?
MOT,yeah !
MOT,whoo [x 3] !
MOT,how're y(ou) ?
MOT,how're y(ou) ?
MOT,is that right ?
MOT,deh-deh@i .
MOT,dada .
MOT,where is dada ?
MOT,uhoh .
MOT,you're right .
MOT,I spilt that water .
MOT,and made a mess .
MOT,y(ou) messer !
MOT,ah kkkkkkkkkk@k .
MOT,yeah yeah yeah yeah yeah .
MOT,yeah ?
MOT,what do you see ?
MOT,you're mad to get bouncing „ aren't y(ou) ?
MOT,you're mad to get bouncing .
MOT,bounce bounce bounce !
MOT,bouncy bouncy bounce !
MOT,yeah bouncy bouncy bounce !
MOT,a:hh-brrrrrrr@o .
MOT,ah big yawn .
MOT,are y(ou) just wakening up ?
MOT,"you had such [!] a big big sleep, didn't you ?"
MOT,you had a great big sleep !
MOT,didn't you ?
MOT,it was great and you're going to love your dinner now when it comes .
MOT,uhoh .
MOT,uhoh .
MOT,oh is it gone ?
MOT,it's gone !
MOT,yeah yeah yeah .
MOT,will mammy pick 0it up ?
MOT,will I pick it up ?
MOT,oh you wanna bite ?
MOT,alright .
MOT,hm: 0will I pick it up ?
MOT,ugh [x 4] yeah I got it .
MOT,now there_you_go .
MOT,there's a letter .
MOT,it's goin(g) to disappear again I'm goin(g) to think .
MOT,uhoh .
MOT,gone !
MOT,where's it gone ?
MOT,"it's over there, look !"
MOT,look !
MOT,"over there Nia, behind us ."
MOT,there's the letter .
MOT,way way way over there .
MOT,"yeah, now you have it ."
MOT,no !
MOT,over there .
MOT,it's gone .
MOT,"yeah, now you see it ."
MOT,byebye .
MOT,byebye .
MOT,"there's another one over there, you're right ."
MOT,I see another one .
MOT,it's too far away .
MOT,what'll we do now ?
MOT,what'll we do ?
MOT,hm: ?
MOT,what ?
MOT,you tell me .
MOT,wait (un)til we see what's over here .
