participant,sentence
MOT,"one, two, three, whoo ."
MOT,"one, two, three, whoo ."
MOT,"one, two, three, whoo ."
MOT,say byebye .
MOT,wave byebye .
MOT,oh_my_goodness you're so wild .
MOT,oh .
MOT,up !
MOT,up !
MOT,down !
MOT,up !
MOT,down !
MOT,up !
MOT,"down, very good xxx ."
MOT,"oh I'm sorry, did I hurt you ?"
MOT,"oh_dear, up ."
MOT,"up, up, up ."
MOT,sorry .
MOT,down .
MOT,up .
MOT,down .
MOT,"up, very good ."
MOT,down .
MOT,up .
MOT,down .
MOT,"up, up, up, up ."
MOT,"up, up, up ."
MOT,"very good, hmmmmah@o ."
MOT,"and (.) down, careful, you're goin(g) to hurt your face ."
MOT,again ?
MOT,up .
MOT,down .
MOT,up .
MOT,down .
MOT,up .
MOT,down .
MOT,up .
MOT,down .
MOT,up .
MOT,"down, now you're really hurting ."
MOT,up .
MOT,down .
MOT,hehheh@i .
MOT,"up, back ."
MOT,let's go up again .
MOT,wait (un)til we get this pillow here and I'll +/.
MOT,now .
MOT,now .
MOT,hmmmhh@i .
MOT,pfffff@o .
MOT,hey hey hey .
MOT,0do 0you see my glasses ?
MOT,what else d(o) y(ou) wanna play ?
MOT,up .
MOT,up .
MOT,down .
MOT,up .
MOT,up .
MOT,down .
MOT,up .
MOT,down .
MOT,very good Cal .
MOT,Cal ?
MOT,d(o) you know your name ?
MOT,Cal ?
MOT,oh oh .
MOT,"up, down ."
MOT,up .
MOT,down .
MOT,up .
MOT,(th)at's a circle .
MOT,circle .
MOT,another circle .
MOT,circle .
MOT,"circle, circle ."
MOT,that's a nice word „ isn't it ?
MOT,"circle, circle ."
MOT,careful .
MOT,ow@i .
MOT,oh .
MOT,"yes, point to the circle ."
MOT,point to the circle .
MOT,ouch .
MOT,"hey, hey ."
MOT,pfff-pfff-pff@o .
MOT,pfff@o .
MOT,oh .
MOT,"no, you can't have my glasses ."
MOT,"no, you can't ."
MOT,no you can't .
MOT,Cal ?
MOT,Cal ?
MOT,Cal ?
MOT,"Cal, Cal, Cal ."
MOT,ah .
MOT,ooh .
MOT,"oh, careful ."
MOT,"hey, 0are y(ou) okay ?"
MOT,big yawn .
MOT,can you do a big yawn ?
MOT,how about you bite me ?
MOT,big bite for me .
MOT,"bite, bite, bite ."
MOT,ouch .
MOT,ouch .
MOT,heehee (i)s that funny ?
MOT,"meh_meh_meh_meh_meh@i, that's what you say ."
MOT,meh_meh_mem@i .
MOT,okay .
MOT,"oh_dear, oh_dear, oh_dear ."
MOT,oh_dear .
MOT,oh_dear .
MOT,okay .
