participant,sentence
MOT,oh !
MOT,there's Ruthie .
MOT,what's wrong with you ?
MOT,what's wrong with you baby ?
MOT,do this .
MOT,"Ruthie, do dada ."
MOT,do mama .
MOT,ma@f .
MOT,m:aa@f !
MOT,ma-ma-ma@f !
MOT,ma-ma-ma@f !
MOT,ma@f +/.
MOT,oh !
MOT,do this .
MOT,do this .
MOT,o:h .
MOT,o:h .
MOT,(hoo)ray .
MOT,will we clap ?
MOT,clappie@f [: clap] clappie@f [: clap] clappie@f [: clap] .
MOT,"(hoo)ray, you can do it !"
MOT,daddy .
MOT,daddy .
MOT,Ruthie Ruthie Ruth .
MOT,Ruthie Ruth +/.
MOT,oh !
MOT,"<(hoo)ray> [!], you did it ."
MOT,big claps .
MOT,(hoo)ray !
MOT,oh Ruthie .
MOT,oh peekaboo !
MOT,clap clap clap .
MOT,clk-clk-clk@p .
MOT,ooh .
MOT,ooh .
MOT,ah_bababababa@p .
MOT,bababa@p .
MOT,come_on we clap .
MOT,we'll clap .
MOT,we clap ?
MOT,oh baby .
MOT,look .
MOT,oh tickle .
MOT,oh tickle .
MOT,oh tickle .
MOT,clap clap clap .
MOT,oh .
MOT,hey .
MOT,oh (a)re you tired ?
MOT,oh where's your clip ?
MOT,where's your clip ?
MOT,baba ?
MOT,do clk-clk@p .
MOT,don't pull out your clip .
MOT,don't pull out your clip .
MOT,kisses ?
MOT,kisses ?
MOT,ma_ma@p .
MOT,babama_ma@p .
MOT,ah_bababadada@p .
MOT,oh what's that ?
MOT,a-dah@i .
MOT,what's that ?
MOT,what's that ?
MOT,what's that ?
MOT,what's that ?
MOT,oh what are y(ou) lookin(g) at ?
MOT,what (a)re y(ou) lookin(g) at ?
MOT,the car ?
MOT,the car .
MOT,the car .
MOT,the car .
MOT,"oh bouncy bouncy baby, bouncy bouncy baby ."
MOT,where's the bouncy bouncy baby ?
MOT,bouncy bouncy baby .
MOT,bouncy bounce .
