participant,sentence
MOT,oh what do you have ?
MOT,ta-ta@f .
MOT,"oh look at this, look ."
MOT,what does this do for mammy ?
MOT,"look, look, oh look !"
MOT,no ?
MOT,Eri ?
MOT,Erica ?
MOT,Eri ?
MOT,say Eri for mammy .
MOT,say Eri .
MOT,what do you want ?
MOT,hello ?
MOT,"look at mammy's finger, look ."
MOT,"oh, oh ouch !"
MOT,"kiss, kiss it better ."
MOT,now !
MOT,what are you doing ?
MOT,ta-ta@f .
MOT,"ta-ta@f, put it on, now !"
MOT,ta-ta@f .
MOT,uhoh !
MOT,"put it back, put the lid back ."
MOT,"good girl, put it back, good +/."
MOT,"ah now, put it back, good girl !"
MOT,"yeah, good girl !"
MOT,well done !
MOT,"uhoh, is it stuck ?"
MOT,oh !
MOT,put it back .
MOT,now you don't touch it with your +/.
MOT,put it back .
MOT,"put it back, good girl ."
MOT,"in, push, hah !"
MOT,"oh sorry, sweetheart, sorry ."
MOT,I'm sorry .
MOT,d(o) y(ou) want another [!] one ?
MOT,take another one .
MOT,"good girl, ta-ta@f ."
MOT,ta-ta@f .
MOT,"give me five, give me five ."
MOT,give me five .
MOT,bang bang bang .
MOT,bang [x 6] .
MOT,bang [x 6] .
MOT,d(o) y(ou) want another one ?
MOT,oh close !
MOT,uhoh .
MOT,"d(o) y(ou) wanna turn the other side, look ."
MOT,look .
MOT,will y(ou) put these back ?
MOT,uhoh .
MOT,"look at this, look, look ."
MOT,oh .
MOT,"look, let's do this, look ."
MOT,"look, look at Polly ."
MOT,will we pick them up and 0will we put them back ?
MOT,"look at this, look ."
MOT,"look, look what mammy has ."
MOT,look at this .
MOT,"now, are y(ou) ready ?"
MOT,"&-uh, again ."
MOT,come here a second .
MOT,"now, d(o) y(ou) know what I wanna do with you ?"
MOT,"look at this, look at this ."
MOT,are y(ou) ready ?
MOT,<clap handies@f [: hands] clap handies@f [: hands] (un)til daddy comes home> [=! singing] .
MOT,"ah, can I have a kiss ?"
MOT,can I have a kiss ?
MOT,where are y(ou) goin(g) ?
MOT,will you get mammy that ?
MOT,(wi)ll y(ou) get mammy the bottle ?
MOT,"get me the bottle, get me Peppa ."
MOT,get me Peppa .
MOT,"look, (a)re y(ou) ready ?"
MOT,oh !
MOT,whee !
MOT,whee !
MOT,will we turn it around ?
MOT,0will we turn it around ?
MOT,here .
MOT,now .
MOT,now .
MOT,good girl !
MOT,(a)re y(ou) goin(g) t(o) dance ?
MOT,doo@z:m !
MOT,0are 0you gonna dance ?
MOT,oh high+five .
MOT,do it again .
MOT,what ?
MOT,"no, you can't touch them, ah ah ."
MOT,ah ah .
MOT,"not allowed, ah ah ."
MOT,no !
MOT,not allowed .
MOT,"not allowed, okay ?"
MOT,"yeah, cam:era !"
MOT,say camera .
MOT,"camera, camera ."
MOT,say Eri .
