participant,sentence
MOT,hello .
MOT,hello .
MOT,hello beautiful girl .
MOT,hello .
MOT,hello beautiful Carr .
MOT,there .
MOT,there .
MOT,hi .
MOT,you are so lovely .
MOT,(tha)t's a lovely little smile .
MOT,hiya !
MOT,oh don't hurt my face .
MOT,don't hurt my face .
MOT,ow .
MOT,don't thump me like that .
MOT,d(o) y(ou) wanna clap handies@f [: hands] ?
MOT,ah_choo@o .
MOT,what's that creaking noise ?
MOT,ah_choochoo@o .
MOT,Carr ?
MOT,Carr ?
MOT,Carr ?
MOT,hello .
MOT,it's mama .
MOT,can you say mama ?
MOT,can you say bababababa@p ?
MOT,bababa@p .
MOT,can you clap hands ?
MOT,"you clap handies@f [: hands], look ."
MOT,will I clap handies@f [: hands] ?
MOT,you clap handies@f [: hands] .
MOT,you do it .
MOT,you do it .
MOT,you do it .
MOT,look .
MOT,"you do it, go_on ."
MOT,clap handies@f [: hands] .
MOT,you do it .
MOT,you do it .
MOT,clap handies@f [: hands] .
MOT,hello there .
MOT,hi there .
MOT,"oh, 0are y(ou) okay ?"
MOT,(a)re you tired ?
MOT,tired little girl ?
MOT,0will we pin back your outfit „ will we ?
MOT,there .
MOT,there .
MOT,hello there .
MOT,hey there .
MOT,hey there .
MOT,Carr ?
MOT,hello .
MOT,hello .
MOT,bababababababa@wp .
MOT,bababababababa@wp .
MOT,bababababababa@wp .
MOT,ba_b_b_b_b_b_ba@wp .
MOT,baba@z:m .
MOT,"Sweetie, look at me ."
MOT,what was that ?
MOT,(tha)t's the wind .
MOT,what d(o) y(ou) think o(f) that ?
MOT,oh .
MOT,handies@f [: hands] ?
MOT,dadadid@i ?
MOT,dadadid@i ?
MOT,dadadadadadadid@i .
MOT,"sorry, I'm yawning, look, excuse_me ."
MOT,excuse_me .
MOT,dadadadid@i .
MOT,Sweetie ?
MOT,Sweetie ?
MOT,let's do it .
MOT,let's shake .
MOT,"shake, shake, shake ."
MOT,"clap, clap, clap ."
MOT,"shake, shake, shake ."
MOT,you do it .
MOT,"shake, shake, shake ."
MOT,"look, shake, shake, shake ."
MOT,and these toesies@f [: toes] .
