participant,sentence
MOT,huh ?
MOT,"now, do y(ou) wanna come up ?"
MOT,d(o) y(ou) wanna sit up ?
MOT,0will we sit you up .
MOT,up he comes .
MOT,"oh, what's over there ?"
MOT,oh we're goin(g) backwards again „ are we ?
MOT,"hold on, here we go ."
MOT,down y(ou) go .
MOT,ah dada@z:m .
MOT,da@z:m !
MOT,down .
CHI,dada .
MOT,yeah .
MOT,are y(ou) having a little chat ?
MOT,are y(ou) ?
MOT,baba .
MOT,baba .
MOT,oh I think we need y(ou) sittin(g) up .
MOT,come (h)ere to me .
MOT,come (h)ere to me .
MOT,come (h)ere to me .
MOT,come (h)ere to me .
MOT,ah dadada@p .
MOT,dada@z:m .
MOT,yeah .
MOT,where's Daragh ?
MOT,yeah .
MOT,and Sinead ?
MOT,yeah .
MOT,that's who's here „ isn't it ?
MOT,and back [!] to mammy's bracelet .
MOT,have a look .
MOT,&-uh-&-uh-&-uh-&-uh-&-uh@z:m .
MOT,yuck !
MOT,it's gross !
MOT,(th)at's gross „ isn't it ?
MOT,you tell me .
MOT,Mister_Magoo .
MOT,you tell me .
MOT,y(ou) need somethin(g) to bite „ do y(ou) ?
MOT,d(o) y(ou) need something to bite ?
MOT,"here, can I help ?"
MOT,d(o) y(ou) want my finger ?
MOT,d(o) y(ou) want my [!] finger to bite ?
MOT,use it to bite if you want .
MOT,no ?
MOT,no good to y(ou) ?
MOT,let's see have we anythin(g) to bite here .
MOT,let's see .
MOT,(cou)ld you get your mouth around that ?
MOT,hm: ?
MOT,d(o) y(ou) want the top ?
MOT,you'll hardly be able to bite it .
MOT,hm: 0did that go flying ?
MOT,0did that go flying „ did it ?
MOT,now come here to me .
MOT,0we 0will pop you in here .
MOT,oh I'll pop y(ou) in there .
MOT,in y(ou) go Mister .
MOT,"we'll get it again, we'll get it again ."
MOT,now !
MOT,yeah have a little bite .
MOT,yeah you do it .
MOT,you go for it .
MOT,"oh thank_you, for me ."
MOT,shake shake shake shaky .
MOT,oh yeah .
MOT,0will 0we pop it open ?
MOT,oh open .
MOT,have a look yeah ?
MOT,xxx xxx white .
MOT,oh what's in there ?
MOT,"you can smell them, very strong ."
MOT,"yeah, that would be a good lid to bite, it would ."
MOT,that'd be good for your gums .
MOT,0we close it again ?
MOT,close pop !
MOT,mummy catch ?
MOT,thank_you .
MOT,I'll leave them over there now .
MOT,"that's it, they're gone ."
MOT,they're gone !
MOT,all gone pet .
MOT,all gone Nia .
MOT,are y(ou) standin(g) up ?
MOT,yeah ?
MOT,yeah ?
MOT,ta@z:m .
MOT,what are y(ou) doing ?
MOT,that's the chair .
MOT,there's the chair .
MOT,y(ou) can pull it back to us .
MOT,now !
MOT,0will we put it down again ?
MOT,ready ?
MOT,down !
MOT,bi(t) of a bang .
MOT,bit of a bang .
MOT,yeah .
MOT,yeah .
MOT,what next ?
MOT,what else is down there ?
MOT,"xxx face the opposite way, hm: ?"
MOT,doing kicks ?
MOT,are y(ou) doing kicks ?
