participant,sentence
MOT,whee .
MOT,clap clap clap clap .
MOT,good girl .
MOT,clap clap clap clap clap .
MOT,clap clap .
MOT,good girl !
MOT,ha .
MOT,wind up +/.
MOT,clap clap clap ?
MOT,good girl !
MOT,you're very clever .
MOT,you're +/.
MOT,that's a hair „ isn't it ?
MOT,are you going to wave ?
MOT,wave ?
MOT,ow my finger !
MOT,ow !
MOT,grr: .
MOT,let go !
MOT,I'm goin(g) to tickle y(ou) .
MOT,tickle tickle .
MOT,<round and round the garden like a teddy_bear one step two step and a tickly@f [: tickle] under there> [=! singing] .
MOT,ah ah ah .
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream row row row your boat gently down the stream if you see a polar bear don't forget to shiver> [=! singing] .
MOT,brrrr@p .
MOT,oh oh oh oh .
MOT,0will we do Zoom_Zoom ?
MOT,<zoom zoom zoom we are goin(g) to the moon> [=! singing] .
MOT,<zoom zoom zoom we'll be there very soon> [=! singing] .
MOT,<five four three two one blast off> [=! singing] .
MOT,are y(ou) going to eat mammy's top ?
MOT,yum yum .
MOT,"hm:, are y(ou) goin(g) to eat it ?"
MOT,ta-ta@f .
MOT,ta-ta@f .
MOT,thank_you .
MOT,oh where's it gone ?
MOT,where's it gone ?
MOT,peep I see you !
MOT,peep I see you !
MOT,peep I see you !
MOT,where's mammy gone ?
MOT,peep I see you !
MOT,where's Rhi gone ?
MOT,where's Rhi gone ?
MOT,are you looking at the camera pet ?
MOT,&-eh ?
MOT,where's mama ?
MOT,peep I see you !
MOT,peep I see [!] you !
MOT,peep [!] I see you !
MOT,peep I see you !
