participant,sentence
MOT,babababa@i .
MOT,ah tickle tickle tickle .
MOT,ah tickle tickle tickle .
MOT,baba .
MOT,where's the baba ?
MOT,where's baba ?
MOT,"oh, what's that ?"
MOT,what's that ?
MOT,ta-ta-ta-ta-ta-ta-ta@f .
MOT,will we clap ?
MOT,will we clap ?
MOT,will we clap ?
MOT,will we clap ?
MOT,will we clap ?
MOT,will we clap ?
MOT,will we clap clap clap .
MOT,bang bang bang bang .
MOT,bang bang bang bang bang .
MOT,bang bang bang bang bang .
MOT,bang bang bang bang bang bang .
MOT,hey .
MOT,gotcha .
MOT,dee-dee-dee-dee-dee@o .
MOT,dee-dee-dee-dee-dee@o .
MOT,hi !
MOT,hi .
MOT,hi .
MOT,hi .
MOT,hi .
MOT,oh your zip .
MOT,Ruthie ?
MOT,Ruthie ?
MOT,Ruthie ?
MOT,look .
MOT,ah peek !
MOT,ah peek !
MOT,ah boo oo !
MOT,ah peekaboo .
MOT,ah peek !
MOT,ah peek !
MOT,ah peek !
MOT,ah peekaboo !
MOT,ah peekaboo !
MOT,ah peekaboo !
MOT,ah peekaboo !
MOT,clap clap clap .
MOT,clap clap clap !
MOT,dada ma-ma-ma-ma-ma-ma@p .
MOT,ma-ma-ma-ma@p .
MOT,ma-ma-ma@p .
MOT,oh !
MOT,ooh ooh ooh peekaboo !
MOT,ooh ooh ooh peekaboo !
MOT,ooh ooh ooh peekaboo !
MOT,ooh peekaboo !
MOT,ooh peekaboo !
MOT,hi !
MOT,where's the baba ?
MOT,uhoh .
MOT,uhoh .
MOT,&-eh .
MOT,&-eh .
MOT,&-eh .
MOT,eh-eh-eh-eh@i .
MOT,are you tired ?
MOT,are you tired ?
MOT,oh oh peek !
MOT,oh oh peek !
MOT,dadadada@p .
