participant,sentence
MOT,"your shoes, your big shoes yeah !"
MOT,look what I have oh .
MOT,I have a red [!] block .
MOT,"oh you wanna bang it on the table, what if I give you another one ?"
MOT,here !
MOT,you making noise ?
MOT,&=imit:child ah .
MOT,what about this one ?
MOT,oh you don't want those .
MOT,oh you want the quack quack .
MOT,you want the quack quack .
MOT,&=imit:duck quack quack .
MOT,no [!] don't eat it .
MOT,&=imit:duck quack quack .
MOT,what ?
MOT,"what, what is it ?"
MOT,is it a duck ?
MOT,&=imit:child yeah .
MOT,"yes, go quack ."
MOT,quack quack what d(o) y(ou) want ?
MOT,oh quack yeah !
MOT,"which one, these ones ?"
MOT,there's one !
MOT,there's two .
MOT,and there's three !
MOT,ooohoh@wp oh do they bang together ?
MOT,look what I can do .
MOT,quack quack quack quack .
MOT,&=imit:child quack .
MOT,no !
MOT,0it doesn't taste very nice .
MOT,&=imit:child growm@wp .
MOT,"yeah, oh, did it fall down ?"
MOT,uhoh .
MOT,where's it gone ?
MOT,where's it gone ?
MOT,where's it gone ?
MOT,"will I get it, will I get it, will I get it ."
MOT,quack [x 8] .
MOT,"quack [x 6], oh where's it gone ?"
MOT,oh no !
MOT,where did it go this time ?
MOT,oh where ?
MOT,"oh where, oh ."
MOT,oh you can feel it „ can you ?
MOT,oh .
MOT,"look where it went look, look yeah [!] good girl ."
MOT,yeah [!] well done .
MOT,"oh you wanna, yes again yes, yes, no !"
MOT,what ?
MOT,where ?
MOT,where ?
MOT,"up there, will we put it on the table ?"
MOT,over there ?
MOT,we go into the garden ?
MOT,"quack, o:h where's it gone ?"
MOT,uhoh where's the quack quack ?
MOT,where's the quack quack ?
MOT,&=imit:duck quack yeah !
MOT,you giving it back yeah !
MOT,give me five .
MOT,give me five .
MOT,give me five .
MOT,give me five .
MOT,give me five .
MOT,"what, what [!] you wanna get down, not yet no you can't, you can't ."
MOT,"look at this, look watch ."
MOT,"one, two, three, oh, &=imit:duck quack quack quack quack ."
MOT,oh oh you gonna put it on top ?
MOT,good girl !
MOT,"watch, put it there, put that one there uhoh ."
MOT,oh .
MOT,yeah the duck goes on top uhoh &=imit:duck quack quack quack quack .
MOT,<oh no> [!] it fell down .
MOT,fall down .
MOT,where ?
MOT,one .
MOT,"two, uhoh ."
MOT,&=imit:child dntne@wp this one ?
MOT,"put this one here, you do it, there ."
MOT,&=imit:child ah dun-dun-dun@wp .
MOT,ah there's no more there .
MOT,put that one here .
MOT,oh here will I help ?
MOT,they're kinda tricky .
MOT,"&=imit:child acka@wp pfft@wp, what ?"
MOT,clk-clk-clk-clk-clk-clk-clk@wp no not gonna get down yet (be)cause I wanna know where's your tummy gone ?
MOT,"I'm gonna get your tummy, I'm gonna get your tummy, I'm gonna get your tummy ."
MOT,ah where's your tummy ?
MOT,oh_my_goodness !
MOT,did you find them all ?
MOT,oh they're gone !
MOT,oh they're gone .
MOT,ah no !
