participant,sentence
MOT,poor head !
MOT,poor head .
MOT,oh_my_goodness .
MOT,mammy kiss it better ?
MOT,I got your toes .
MOT,tickle tickle tickle tickle ticka_ticka_tck_tck_tcka@wp .
MOT,"look, look, look ."
MOT,<this little piggy went to the market this little piggy went home this little piggy had roast beef this little piggy had none and this little piggy cried weeweewee@o all the way home> [=! singing] .
MOT,again ?
MOT,"ah, you're grumpy ."
MOT,"you're just grumpy, what's wrong ?"
MOT,what's the matter ?
MOT,"oh, no kick kick ."
MOT,ah .
MOT,baby .
MOT,baby .
MOT,the baby .
MOT,"Gav, where's the cat ?"
MOT,where's the cat ?
MOT,he's go +/.
MOT,and the dog .
MOT,what (doe)s the dog say ?
MOT,woof woof .
MOT,what does the doggy say ?
MOT,woof woof .
MOT,the dog ?
MOT,woof woof .
MOT,yeah .
MOT,and what does 0the cat say ?
MOT,meow@o .
MOT,the dog .
MOT,and the cat .
MOT,good boy !
MOT,cat .
MOT,meow@o .
MOT,cat .
MOT,clever boy .
MOT,cat .
MOT,"and what about, em@i, young Jojo ?"
MOT,"no talk, good boy !"
MOT,Deli and Loulou ?
MOT,oh that's a big yawn .
MOT,that's a big yawn .
MOT,talk ?
MOT,that's your favorite xxx .
MOT,yeah .
MOT,one .
MOT,one .
MOT,three .
MOT,three .
MOT,go !
MOT,one .
MOT,three .
MOT,go !
MOT,one .
MOT,three .
MOT,go !
MOT,one .
MOT,0does that tickle ?
MOT,tickles ?
MOT,one .
MOT,three .
MOT,go !
MOT,oh !
MOT,"oh, that's a bad cough ."
MOT,you (ha)d better see a doctor .
MOT,you needta go to the doctor .
MOT,is that funny ?
MOT,is that funny ?
MOT,is that funny ?
MOT,you know you're so cute but you're so mischievous !
MOT,you're full of mischief .
MOT,gimme a kiss .
MOT,ah !
MOT,<seesaw Margery_Daw Johnny has got a new master he shall have but a penny a day> [=! singing] .
MOT,oh !
MOT,d(o) y(ou) wanna do Horsie_Horsie ?
MOT,<horsie@f [: horse] horsie@f [: horse] don't you stop just let your feet go clippityclop@o your tail goes swish and your wheels go round giddyup we're homeward bound> [=! singing] .
MOT,you do it .
