participant,sentence
MOT,<two step tickly under there> [=! singing] .
MOT,o:h !
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream> [=! singing] .
MOT,"oh [!], y(ou) don't want row row your boat ?"
MOT,we do more ?
MOT,we do more ?
MOT,<row row row your boat gently down the stream merrily merrily merrily> [=! singing] +/.
MOT,"very good Thomas, that's lovely singing !"
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream> [=! singing] .
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream> [=! singing] .
MOT,"yes [!] oh mammy forgot the scream, (hoo)ray !"
MOT,do again ?
MOT,more ?
MOT,more ?
MOT,(hoo)ray !
MOT,<row row row your boat gently down the stream if you see a crocodile don't forget to scream> [=! singing] .
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream> [=! singing] .
MOT,<row row row your boat gently down the stream if you see a crocodile don't forget to scream> [=! singing] .
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream> [=! singing] .
MOT,<row row row your boat gently down the stream if you see a crocodile don't forget to scream> [=! singing] .
MOT,he's a funny duckie@f [: duck] „ is he ?
MOT,"oh, uhoh ."
MOT,uhoh .
MOT,uhoh .
MOT,0are they all gone down ?
MOT,oh_dear .
MOT,"oh, and who's this ?"
MOT,did he already go uhoh ?
MOT,ruh-ruh-ruh@p .
MOT,"eat your belly, eat your belly, eat your belly ."
MOT,"oh [!], the big crocodile, eat your belly, eat your belly, eat your belly ."
MOT,"eat your belly, yum yum yum ."
MOT,"oh, he's all hungry ."
MOT,"it's lunchtime, eat your belly, yum yum ."
MOT,yum yum yum yum .
MOT,yum yum .
MOT,"oh, are y(ou) sayin(g) byebye to the crocodile ?"
MOT,yum yum yum yum .
MOT,"oh [!], what's happening to Mister_Crocodile ?"
MOT,"oh, oh_dear ."
MOT,oh .
MOT,uhoh he fell .
MOT,he's gone !
MOT,all gone !
MOT,uhoh .
MOT,uhoh .
MOT,uhoh .
MOT,(i)s he gone ?
MOT,y(ou) know uhoh@q was sposta signify it was an accident !
MOT,I don't think that was an accident .
MOT,let's see where he is now .
MOT,I'm not sure of the accidental nature of Mr Crocodile's <falling> [!] out of the buggy .
MOT,uhoh@i .
MOT,uhoh .
MOT,uhoh@i .
MOT,"yeah, that seemed even less of an accident than the first one, to be honest ."
MOT,"hm:, (wa)s that a little accident ?"
MOT,uhoh .
MOT,uhoh@i .
MOT,"oh, donkey on your head, donkey on your head !"
MOT,"haha@o, what is donkey doing ?"
MOT,"heehee@o, what [!] is that ?"
MOT,"what is that, huh ?"
MOT,oh !
MOT,is that funny ?
MOT,is that funny donkey ?
MOT,what is he doing ?
MOT,"now, look, y(ou)'ve got a label on him (a)n(d) everything ."
MOT,funny donkey .
MOT,"uhoh@i, oh_dear ."
MOT,you seem to know +/.
MOT,y(ou) <knew> [!] he was going to have an accident !
