participant,sentence
MOT,uhh_kidikidikidi@wp .
MOT,uhh_kidikidikidi@wp .
MOT,uhh_kidikidikidikidikidi@wp .
MOT,uhh_kididikidikidi@wp .
MOT,uhh_kidikidikidi@wp .
MOT,uhh_kidikidikidi@wp .
MOT,uhh_kidikidikidi@wp .
MOT,uhh_kididikidikidikidi@wp .
MOT,&=laughs .
MOT,0will we do it again ?
MOT,uhh_kidikidikidikidikidi@wp .
MOT,kidikidikidikidikidikidikidi@wp .
MOT,&=laughs .
MOT,is that nice ?
MOT,oh !
MOT,he fall down .
MOT,did he fall down ?
MOT,look at this guy .
MOT,look .
MOT,boo !
MOT,boo !
MOT,boo boo boo boo .
MOT,boo boo a boo boo boo boo .
MOT,boo boo a boo boo boo boo .
MOT,boo boo a boo boo boo boo .
MOT,boo !
MOT,boo !
MOT,&-eh boo boo boo boo .
MOT,&-eh boo boo boo boo .
MOT,&-eh boo boo boo boo .
MOT,is that funny ?
MOT,oh you wanna do it ?
MOT,&-eh boo oo_oo@wp .
MOT,&-eh boo oo_oo@wp .
MOT,come_on .
MOT,you do it .
MOT,say boo oo_oo_oo@wp .
MOT,&-eh boo oo_oo_oo@wp .
MOT,will we do it again ?
MOT,you do it .
MOT,Ard do it with mammy .
MOT,"&-eh, pick (th)em up ."
MOT,&-eh boo oo_oo@wp .
MOT,"come_on, do (i)t again ."
MOT,boo oo_oo_oo@wp .
MOT,&-eh boo oo_oo_oo@wp .
MOT,do (i)t again .
MOT,come_on .
MOT,boo oo_oo@wp !
MOT,come_on .
MOT,boo oo_oo@wp !
MOT,do (i)t again .
MOT,do (i)t again .
MOT,do (i)t again .
MOT,boo oo_oo@wp !
MOT,&=laughs .
MOT,here sit up straight .
MOT,y(ou) nutter .
MOT,"sit up straight, there_you_go ."
MOT,mama .
MOT,come_on .
MOT,do (i)t again .
MOT,do (i)t again .
MOT,boo .
MOT,a boo .
MOT,hold him .
MOT,"hold him, there ."
MOT,don't fight him .
MOT,oh he's nice to chew ?
MOT,&-eh boo oo_oo_oo@wp .
MOT,come_on .
MOT,boo oo_oo_oo_oo_oo@wp .
MOT,&-eh boo oo_oo_oo_oo@wp .
MOT,oh !
MOT,another one on the ground .
MOT,we'll get this guy .
MOT,Artoo_Detoo .
MOT,Artoo_Detoo .
MOT,bee:p .
MOT,Artoo_Detoo .
MOT,beep !
MOT,Artoo_Detoo .
MOT,brrrrrp@o !
MOT,Artoo_Detoo .
MOT,brrrrp@o !
MOT,Artoo_Detoo .
MOT,brrrrp@o !
MOT,"huh, Artoo_Detoo ."
MOT,brrrrp@o !
MOT,kuh-diga-diga@o .
MOT,Artoo_Detoo .
MOT,brrrrp@o !
MOT,who's that ?
MOT,who's that ?
MOT,Artoo_Detoo .
MOT,brrrrp@o !
MOT,"you hold him, d(o) you wanna hold him ?"
MOT,huh ?
MOT,what ?
MOT,what ?
MOT,there_you_go .
