participant,sentence
MOT,hi there .
MOT,Carr ?
MOT,Carr ?
MOT,hello .
MOT,hello there .
MOT,uhoh .
MOT,hello there .
MOT,"ah, you're so big now ."
MOT,"look at you, all big !"
MOT,handies@f [: hands] .
MOT,nosies@f [: noses] .
MOT,hello .
MOT,hello .
MOT,hello .
MOT,hello .
MOT,"hello, hello, hello hello hello hello ."
MOT,hello .
MOT,how are you today ?
MOT,I think you should sit down actually .
MOT,are y(ou) goin(g) to sit ?
MOT,sit ?
MOT,there y(ou) go .
MOT,there y(ou) go .
MOT,(i)s this okay ?
MOT,Carr ?
MOT,Carr ?
MOT,hello .
MOT,do y(ou) wanna talk to me ?
MOT,hello ?
MOT,hello hello .
MOT,quack .
MOT,quack .
MOT,"I'm a duck, quack ."
MOT,"quack, quack ."
MOT,baa@p .
MOT,I'm a sheep .
MOT,babababababa@p .
MOT,I'm a baby .
MOT,are you a baby ?
MOT,can you say babababababa@p ?
MOT,papapapapapa@p .
MOT,hm: .
MOT,Carr ?
MOT,hi Carr .
MOT,hi there .
MOT,d(o) y(ou) know your name ?
MOT,Cal ?
MOT,yeah you know Cal too .
MOT,about (.) Bob ?
MOT,Bob ?
MOT,that's just the tone „ is it ?
MOT,you're my little Christmassy@n baby .
MOT,so cute .
MOT,0are you looking at my glasses ?
MOT,glasses .
MOT,0they 0are nice „ aren't they ?
MOT,"now, <do I look like> [/] do I look like normal now ?"
MOT,"I do, I look normal ."
MOT,just hide those .
MOT,"put them under there, now ."
MOT,clap +/.
MOT,you want the glasses ?
MOT,you want the glasses ?
MOT,yes !
MOT,yes !
MOT,ah ah ah .
MOT,(hoo)ray .
MOT,(hoo)ray .
MOT,are you very excited ?
MOT,0do you want the glasses ?
MOT,what d(o) y(ou) say ?
MOT,clap handies@f [: hands] ?
MOT,clap handies@f [: hands] .
MOT,can you do it ?
MOT,clap handies@f [: hands] ?
MOT,clap handies@f [: hands] ?
MOT,ah_de_de@i .
MOT,ah_de_de@i .
MOT,huf@i .
MOT,huf@i .
MOT,hi_de_de@i .
MOT,hi_de_de@i .
MOT,that's what you said .
MOT,ah ah .
MOT,ah ah .
MOT,ah boo .
MOT,oh talaboo@wp .
MOT,ah boo .
MOT,(a)re y(ou) sayin(g) it again ?
MOT,ah boo babababap@p .
MOT,good girl .
MOT,ah boo .
MOT,ah boo bababap@p .
MOT,ah boo .
MOT,ah boo bababababa@p .
MOT,Carr ?
MOT,Carr ?
MOT,ah boo boo .
MOT,that's fun „ isn't it ?
MOT,heh heh heh .
MOT,heh heh heh .
