participant,sentence
MOT,she's gone .
MOT,byebye Sinead .
MOT,yes .
MOT,tikka@i ?
MOT,tikka-tikka@i .
MOT,guh-gat@i ?
MOT,huh ?
MOT,oh .
MOT,drop my hand .
MOT,very nice .
MOT,very tuneful .
MOT,do_do_do_do_do@si .
MOT,oh very good !
MOT,"what do you see, my little one ?"
MOT,can you see +/?
MOT,ooh@i .
MOT,gigila@i .
MOT,gigila@i .
MOT,o:h .
MOT,what are y(ou) lookin(g) at ?
MOT,are y(ou) lookin(g) at the ball ?
MOT,the bow-wow@i o:h .
MOT,xxx .
MOT,ah ow .
MOT,that hurt .
MOT,you scratched me .
MOT,yes .
MOT,hello .
MOT,hello .
MOT,hello .
MOT,"hello, hello ."
MOT,hello .
MOT,hello .
MOT,hidey@wp .
MOT,hidey@wp .
MOT,boo !
MOT,hidey@wp (.) boo .
MOT,boo !
MOT,boo !
MOT,telephone ?
MOT,are you on the phone ?
MOT,hello ?
MOT,hello ?
MOT,it's mama .
MOT,is Carr there ?
MOT,ah .
MOT,it's Carr .
MOT,y(ou) okay ?
MOT,what's wrong ?
MOT,what's that ?
MOT,it's a train .
MOT,did you hear the train ?
MOT,did you hear that train ?
MOT,0it 0is very very noisy in this kitchen .
MOT,Carr ?
MOT,hello .
MOT,hello .
MOT,hello .
MOT,hello .
MOT,hm: .
MOT,<go to town go to town xxx go to town> [=! singing] .
MOT,geee@i .
MOT,oh oh oh oh .
MOT,hello .
MOT,ai-ai-ai@i .
MOT,yah@i .
MOT,yah_yah_yah@i .
MOT,ytch-yah_yah_yah@i .
MOT,who's there ?
MOT,it's mama .
