participant,sentence
MOT,good boy .
MOT,d(o) you like the noise ?
MOT,there's one .
MOT,that's the purple one .
MOT,into the mouth .
MOT,nice ?
MOT,what ?
MOT,can you get it ?
MOT,there_you_go .
MOT,pick it up with the two hands .
MOT,there .
MOT,a:h .
MOT,can you get it ?
MOT,the:re's a good fella !
MOT,yeah .
MOT,look !
MOT,yeah .
MOT,two !
MOT,now !
MOT,"what are you going to do with it, huh ?"
MOT,you just wanna make noise „ do you ?
MOT,what's wrong ?
MOT,they're not goin(g) anywhere .
MOT,they're not goin(g) anywhere .
MOT,ah .
MOT,look .
MOT,"now, what (a)re you going to do with that ?"
MOT,"now, what (a)re you going to do with that ?"
MOT,can you reach it ?
MOT,good man .
MOT,yeah .
MOT,"can y(ou) get it, what ?"
MOT,will I bring it nearer ?
MOT,"<there's another> [//] oh, they're all xxx ."
MOT,good bo:y .
MOT,where's it gone ?
MOT,where's it gone ?
MOT,there [!] you go .
MOT,where's it gone ?
MOT,where's it gone ?
MOT,where's the baba@n ?
MOT,can you see the baba@n in the mirror ?
MOT,0 [=! shows Andrew himself in mirror on play cube] .
MOT,can you see him ?
MOT,oh .
MOT,what ?
MOT,what ?
MOT,there's the doggie .
MOT,there's the doggie .
MOT,oh .
MOT,there_you_go .
MOT,there_you_go .
MOT,now .
MOT,and the sheep .
MOT,the moo+cow .
MOT,the flower .
MOT,you don't want it „ do you ?
MOT,will we watch this guy ?
MOT,look .
MOT,watch this guy .
MOT,what (a)re you trying to tell me ?
MOT,what [!] is it you're trying to tell me ?
MOT,you want this one „ do you ?
MOT,here_you_go .
MOT,what ?
MOT,what is it you want ?
MOT,look at this guy .
MOT,0does this go on the floor ?
MOT,spin him round .
MOT,oh wobbly .
MOT,wobbly .
MOT,0will we fix your sock ?
MOT,we'll fix your sock .
MOT,look .
MOT,"0your feet (a)re getting cold, kicking them off ."
MOT,huh ?
MOT,what ?
MOT,what ?
MOT,"what, what, what, what ?"
MOT,"we'll get y(ou) down now, we'll get y(ou) down ."
MOT,there_you_go .
MOT,now .
MOT,want this guy ?
MOT,you love that cube „ don't you ?
MOT,xxx .
MOT,what ?
MOT,"0you 0are very feisty this morning, huh ?"
