participant,sentence
MOT,where's mummy ?
MOT,&=imit:child ah .
MOT,bye .
MOT,boo boo boo boo boo boo boo boo !
MOT,boo boo boo boo boo boo !
MOT,boo boo boo boo boo boo boo boo boo !
MOT,boo boo boo boo boo boo boo boo boo booarrh@wp !
MOT,boo boo boo boo boo boo boo boo boo .
MOT,hello Ron boo !
MOT,hello Ron boo !
MOT,byebye shake hands with mummy .
MOT,hello !
MOT,"hello, hello ."
MOT,goodbye .
MOT,peekaboo where's Ron's shoes where's Ron's shoes ?
MOT,"hello shoes, hello shoes ."
MOT,hello shoes oh .
MOT,show me your shoes bye !
MOT,peekaboo peekaboo peekaboo boo !
MOT,boo what does the sheep say baa: .
MOT,what (doe)s the tiger say raaar@o .
MOT,what (doe)s the cow say moo: .
MOT,what (doe)s the sheep say baa: .
MOT,what (doe)s Ron say raarr@o .
MOT,what does mummy say no no no no no no no no no .
MOT,what does mummy say no no no no no no .
MOT,what does mummy say no no no no no .
MOT,what does Ron say raarr@o .
MOT,what does mummy say no no no .
MOT,what does the sheep say baa: .
MOT,what does the horse say clk-clk-clk-clk-clk@o .
MOT,boo !
MOT,boo boo boo .
MOT,<peekaboo I see you> [=! singing] .
MOT,<peekaboo I see you> [=! singing] .
MOT,"clap hands, claps hands for mammy ."
MOT,clap hands for mammy .
MOT,oh little Ron's shoes hello hello hi_hides@f !
MOT,well you're giving out .
MOT,can you not give out ?
MOT,please don't give out anymore .
MOT,mister ?
MOT,who's that ?
MOT,bye .
MOT,byebye .
MOT,byebye .
MOT,okay Ron .
MOT,okay Ron .
MOT,no .
MOT,no .
MOT,no .
MOT,oh no !
MOT,what was that ?
MOT,who's ?
MOT,who's strapped in ?
MOT,boo !
MOT,booo-woop@wp .
MOT,bah@wp .
MOT,give mummy a kiss mwah@o .
MOT,give mummy a kiss boo .
MOT,give mummy a kiss !
MOT,uhoh clap hands look bah_bah_bah_bah_bah@si .
MOT,uhoh uhoh .
MOT,uhoh uhoh .
MOT,uhoh .
MOT,uhoh who wants to get up ?
MOT,who wants to get up ?
MOT,where's Ron ?
MOT,who's tired boo !
MOT,uhoh boo !
MOT,oh see the lorry look at the lorry byebye .
MOT,"see the birds, can you see the birds ?"
MOT,can you see the birds anywhere ?
MOT,"can you see anything, what do you think, why do you always wanna eat something ?"
MOT,that's not nice „ is it ?
MOT,no that's not nice .
MOT,<no no no no no no no> [=! singing] .
MOT,what does mummy say ?
MOT,no no no .
MOT,no .
MOT,no .
MOT,okay let's do peekaboo peekaboo whoop !
MOT,peekaboo a:h !
MOT,tickle tickle tickle tickle .
MOT,oh tickle [x 8] .
MOT,oh who has tickles ?
MOT,who has tickles ?
MOT,oh there's the bird .
MOT,oh where's tickles ?
MOT,oh where's tickles ?
MOT,bye .
MOT,whoo what are you laughing at ?
MOT,oh .
