participant,sentence
MOT,bababababababa@si .
MOT,you [!] sing .
MOT,baba@si .
MOT,<twinkle twinkle little star how I wonder what you are> [=! singing] .
MOT,lalala@si .
MOT,ah you're a great little singer .
MOT,0will 0we do Row_Row_Row_Your_Boat ?
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a> [=! singing] +/.
MOT,oh it's very dangerous !
MOT,uhoh .
MOT,"now, what'll we talk about ?"
MOT,baba@z:m .
MOT,babababababababa@wp .
MOT,psspsspsspss@wp tickle tickle tickle .
MOT,ah a sore eye .
MOT,"now, 0will we do Round_And_Round_The_Garden ?"
MOT,no ?
MOT,"oh so tiredy@f [: tired], are y(ou) ?"
MOT,gimme a hug ?
MOT,a little hug ?
MOT,"a:h, hugs are nice „ aren't they ?"
MOT,"a:h, sometimes cuddly babies need hugs „ don't they ?"
MOT,are you off ?
MOT,want (t)o walk ?
MOT,oh look how good you got at standing !
MOT,oh atta@i .
MOT,qck_qck_qck_qck@i .
MOT,tck_tck_tck_tck@i .
MOT,sixty four sixty four .
MOT,you do it on me then .
MOT,ai@i .
MOT,Haz Haz ?
MOT,hi !
MOT,hi !
MOT,"oh that was a beautiful kiss, thank_you ."
MOT,<round and round the gar:den like a teddy_bear one step two steps and tickly@f [: tickle] under there> [=! singing] .
MOT,you tickle me ?
MOT,ticky@f [: tickle] [x 3] .
MOT,will y(ou) clap hands for me ?
MOT,oh very good !
MOT,that's very [!] good .
MOT,I didn't even hafta show y(ou) !
MOT,will y(ou) clap hands for me again ?
MOT,oh !
MOT,<duilean@s:gle o@s:gle deas@s:gle o@s:gle deas@s:gle duilean@s:gle o@s:gle deas@s:gle o@s:gle dui@s:gle> [=! singing] .
MOT,<duilean@s:gle o@s:gle deas@s:gle o@s:gle deas@s:gle duilean@s:gle o@s:gle deas@s:gle o@s:gle dui@s:gle> [=! singing] .
MOT,<duilean@s:gle o@s:gle deas@s:gle o@s:gle deas@s:gle duilean@s:gle o@s:gle deas@s:gle o@s:gle dui@s:gle> [=! singing] .
MOT,what d(o) y(ou) think of that ?
MOT,ooh !
MOT,good climbing .
MOT,pss-pss-pss-pss-pss@p .
MOT,are y(ou) goin(g) to wave to me ?
MOT,bye .
MOT,chk-chk-chk-chk@p .
MOT,you do that on me .
MOT,&-uh !
MOT,do it again .
MOT,oh !
MOT,oh !
MOT,again .
MOT,do it on my hand .
