participant,sentence
MOT,can you sneeze ?
MOT,ah ah ah achoo !
MOT,can I have those fingers ?
MOT,ah yummy .
MOT,"what about these ones, can I have these ?"
MOT,ah yummy .
MOT,go_on .
MOT,what was that ?
MOT,"do this side, ready ?"
MOT,achoo !
MOT,a:choo !
MOT,a:choo !
MOT,a:choo !
MOT,no ?
MOT,(a)re y(ou) ready ?
MOT,ready .
MOT,steady .
MOT,u:p .
MOT,ready .
MOT,ready .
MOT,steady .
MOT,go !
MOT,ready +/.
MOT,Reb ?
MOT,Reb ?
MOT,Reb +/.
MOT,hi [!] Reb .
MOT,ar(e) y(ou) ready ?
MOT,&st +/.
MOT,one .
MOT,two +/.
MOT,"<I know> [!] y(ou) want t(o) crawl but not just yet [!], not just yet !"
MOT,no .
MOT,can I have them back ?
MOT,Reb ?
MOT,"oh, well, d(o) y(ou) wanna sit like this, watch ."
MOT,"now, what's over here ?"
MOT,hi !
MOT,(ca)n y(ou) see the cameras ?
MOT,(a)re y(ou) lookin(g) everywhere for Matthew „ are y(ou) ?
MOT,(a)re y(ou) ready ?
MOT,"<lollipop, lollipop, oh lollilollipop@wp, lollipop> [=! singing] ."
MOT,(a)re y(ou) ready ?
MOT,<lollipop lollipop lollipop lollipop> [=! singing] .
MOT,"you don't need [!] a lollipop, you've got your fingers !"
MOT,"oh come back up here, oh oh oh ."
MOT,(a)re y(ou) ready ?
MOT,go .
MOT,gotcha !
MOT,did I get y(ou) ?
MOT,did I get y(ou) ?
MOT,can I do it again ?
MOT,are y(ou) ready ?
MOT,I got y(ou) .
MOT,"I got y(ou), (wi)ll we do it again ?"
MOT,ready .
MOT,steady .
MOT,oh !
MOT,gotcha !
MOT,"I got you, yes I did !"
MOT,(wi)ll we do it again ?
MOT,oh !
MOT,Reb (.) stop (.) sucking (.) your (.) fingers .
MOT,they (.) will (.) fall (.) off !
MOT,will they ?
MOT,will they fall off ?
MOT,"oh you wanna crawl „ don't y(ou), on the ground ?"
MOT,yeah y(ou) can crawl in a few minutes .
MOT,we get the toys .
MOT,"okay suck your fingers, you take your fingers there ."
MOT,d(o) y(ou) wanna say hi to me ?
MOT,ah dadadadadadada@p .
MOT,dadadadada@p .
MOT,dadada@p .
MOT,one two tickly@f [: tickle] under there .
MOT,one two tickly@f [: tickle] under there !
MOT,one (.) two (.) tickly@f [: tickle] under there !
MOT,"ready, watch ?"
MOT,one (.) two (.) tickly@f [: tickle] under there !
MOT,what about this side ?
MOT,ready ?
MOT,one +/.
MOT,Reb ?
MOT,"you've to look at me, yes ."
MOT,"you've to look at me, not out the window ."
MOT,are y(ou) lookin(g) at the cameras or the window ?
MOT,one (.) two (.) tickly@f [: tickle] tickly@f [: tickle] tickly@f [: tickle] .
MOT,one two three .
MOT,"I know, are y(ou) gettin(g) tired ?"
